,Pos,Titulo,Anio,url_peli,url,Puntos
0,1,Revolutionary Girl Utena,1997,/film/revolutionary-girl-utena/,https://letterboxd.com/xator_nova/list/tft90s/detail,6
1,2,Level Five,1997,/film/level-five/,https://letterboxd.com/xator_nova/list/tft90s/detail,5
2,3,Van Gogh,1991,/film/van-gogh/,https://letterboxd.com/xator_nova/list/tft90s/detail,5
3,4,Dream of Light,1992,/film/dream-of-light/,https://letterboxd.com/xator_nova/list/tft90s/detail,5
4,5,"Life, and Nothing More…",1992,/film/life-and-nothing-more/,https://letterboxd.com/xator_nova/list/tft90s/detail,5
5,6,Nouvelle Vague,1990,/film/nouvelle-vague/,https://letterboxd.com/xator_nova/list/tft90s/detail,4
6,7,From Today Until Tomorrow,1997,/film/from-today-until-tomorrow/,https://letterboxd.com/xator_nova/list/tft90s/detail,4
7,8,Princess Mononoke,1997,/film/princess-mononoke/,https://letterboxd.com/xator_nova/list/tft90s/detail,4
8,9,Barbara,1997,/film/barbara-1997/,https://letterboxd.com/xator_nova/list/tft90s/detail,4
9,10,Moonlight Serenade,1997,/film/moonlight-serenade-1997/,https://letterboxd.com/xator_nova/list/tft90s/detail,4
10,11,Drifting Clouds,1996,/film/drifting-clouds-1996/,https://letterboxd.com/xator_nova/list/tft90s/detail,3
11,12,The Mirage,1992,/film/the-mirage-1992/,https://letterboxd.com/xator_nova/list/tft90s/detail,3
12,13,The Lovers on the Bridge,1991,/film/the-lovers-on-the-bridge/,https://letterboxd.com/xator_nova/list/tft90s/detail,3
13,14,I Can't Sleep,1994,/film/i-cant-sleep/,https://letterboxd.com/xator_nova/list/tft90s/detail,3
14,15,Love at First Sight,1991,/film/love-at-first-sight-1991/,https://letterboxd.com/xator_nova/list/tft90s/detail,3
15,16,M/Other,1999,/film/m-other/,https://letterboxd.com/xator_nova/list/tft90s/detail,2
16,17,Céline,1992,/film/film:96932/,https://letterboxd.com/xator_nova/list/tft90s/detail,2
17,18,A Tale of Autumn,1998,/film/a-tale-of-autumn/,https://letterboxd.com/xator_nova/list/tft90s/detail,2
18,19,"No, or the Vain Glory of Command",1990,/film/no-or-the-vain-glory-of-command/,https://letterboxd.com/xator_nova/list/tft90s/detail,2
19,20,The Stranger,1991,/film/the-stranger-1991/,https://letterboxd.com/xator_nova/list/tft90s/detail,2
20,21,God's Comedy,1995,/film/gods-comedy/,https://letterboxd.com/xator_nova/list/tft90s/detail,1
21,22,Kikujiro,1999,/film/kikujiro/,https://letterboxd.com/xator_nova/list/tft90s/detail,1
22,23,Betty,1992,/film/betty/,https://letterboxd.com/xator_nova/list/tft90s/detail,1
23,24,Caro diario,1993,/film/caro-diario/,https://letterboxd.com/xator_nova/list/tft90s/detail,1
24,25,La Belle Noiseuse,1991,/film/la-belle-noiseuse/,https://letterboxd.com/xator_nova/list/tft90s/detail,1
25,1,The Double Life of Véronique,1991,/film/the-double-life-of-veronique/,https://letterboxd.com/doark13/list/tft1990s/detail,6
26,2,Eternity and a Day,1998,/film/eternity-and-a-day/,https://letterboxd.com/doark13/list/tft1990s/detail,5
27,3,Fallen Angels,1995,/film/fallen-angels/,https://letterboxd.com/doark13/list/tft1990s/detail,5
28,4,Train of Shadows,1997,/film/train-of-shadows/,https://letterboxd.com/doark13/list/tft1990s/detail,5
29,5,Satantango,1994,/film/satantango/,https://letterboxd.com/doark13/list/tft1990s/detail,5
30,6,Abraham's Valley,1993,/film/abrahams-valley/,https://letterboxd.com/doark13/list/tft1990s/detail,4
31,7,Close-Up,1990,/film/close-up/,https://letterboxd.com/doark13/list/tft1990s/detail,4
32,8,Twin Peaks: Fire Walk with Me,1992,/film/twin-peaks-fire-walk-with-me/,https://letterboxd.com/doark13/list/tft1990s/detail,4
33,9,Labyrinth of Dreams,1997,/film/labyrinth-of-dreams/,https://letterboxd.com/doark13/list/tft1990s/detail,4
34,10,The House,1997,/film/the-house/,https://letterboxd.com/doark13/list/tft1990s/detail,4
35,11,La Belle Noiseuse,1991,/film/la-belle-noiseuse/,https://letterboxd.com/doark13/list/tft1990s/detail,3
36,12,Vive L'Amour,1994,/film/vive-lamour/,https://letterboxd.com/doark13/list/tft1990s/detail,3
37,13,Mother and Son,1997,/film/mother-and-son/,https://letterboxd.com/doark13/list/tft1990s/detail,3
38,14,March Comes In Like a Lion,1991,/film/march-comes-in-like-a-lion/,https://letterboxd.com/doark13/list/tft1990s/detail,3
39,15,Irma Vep,1996,/film/irma-vep/,https://letterboxd.com/doark13/list/tft1990s/detail,3
40,16,Blue Black Permanent,1992,/film/blue-black-permanent/,https://letterboxd.com/doark13/list/tft1990s/detail,2
41,17,Beau Travail,1999,/film/beau-travail/,https://letterboxd.com/doark13/list/tft1990s/detail,2
42,18,A Moment of Innocence,1996,/film/a-moment-of-innocence/,https://letterboxd.com/doark13/list/tft1990s/detail,2
43,19,Places in Cities,1998,/film/places-in-cities/,https://letterboxd.com/doark13/list/tft1990s/detail,2
44,20,The Stendhal Syndrome,1996,/film/the-stendhal-syndrome/,https://letterboxd.com/doark13/list/tft1990s/detail,2
45,21,Level Five,1997,/film/level-five/,https://letterboxd.com/doark13/list/tft1990s/detail,1
46,22,From the East,1993,/film/from-the-east/,https://letterboxd.com/doark13/list/tft1990s/detail,1
47,23,The Sound of the Shaking Earth,1990,/film/the-sound-of-the-shaking-earth/,https://letterboxd.com/doark13/list/tft1990s/detail,1
48,24,Dead Man,1995,/film/dead-man/,https://letterboxd.com/doark13/list/tft1990s/detail,1
49,25,A Brighter Summer Day,1991,/film/a-brighter-summer-day/,https://letterboxd.com/doark13/list/tft1990s/detail,1
50,1,"Oh, Woe Is Me",1993,/film/oh-woe-is-me/,https://letterboxd.com/ezequiel2517/list/tft1990s/detail,6
51,2,Scenes from the Life of Andy Warhol: Friendships & Intersections,1990,/film/scenes-from-the-life-of-andy-warhol-friendships-intersections/,https://letterboxd.com/ezequiel2517/list/tft1990s/detail,5
52,3,"Life, and Nothing More…",1992,/film/life-and-nothing-more/,https://letterboxd.com/ezequiel2517/list/tft1990s/detail,5
53,4,The Bridges of Madison County,1995,/film/the-bridges-of-madison-county/,https://letterboxd.com/ezequiel2517/list/tft1990s/detail,5
54,5,The Sunchaser,1996,/film/the-sunchaser/,https://letterboxd.com/ezequiel2517/list/tft1990s/detail,5
55,6,Visions in Meditation,1990,/film/visions-in-meditation/,https://letterboxd.com/ezequiel2517/list/tft1990s/detail,4
56,7,I Hired a Contract Killer,1990,/film/i-hired-a-contract-killer/,https://letterboxd.com/ezequiel2517/list/tft1990s/detail,4
57,8,Dream of Light,1992,/film/dream-of-light/,https://letterboxd.com/ezequiel2517/list/tft1990s/detail,4
58,9,Travolta and Me,1993,/film/travolta-and-me/,https://letterboxd.com/ezequiel2517/list/tft1990s/detail,4
59,10,Mahjong,1996,/film/mahjong/,https://letterboxd.com/ezequiel2517/list/tft1990s/detail,4
60,11,Side/Walk/Shuttle,1992,/film/side-walk-shuttle/,https://letterboxd.com/ezequiel2517/list/tft1990s/detail,3
61,12,U.S. Go Home,1994,/film/us-go-home/,https://letterboxd.com/ezequiel2517/list/tft1990s/detail,3
62,13,Portrait of a Young Girl at the End of the 60s in Brussels,1994,/film/portrait-of-a-young-girl-at-the-end-of-the-60s-in-brussels/,https://letterboxd.com/ezequiel2517/list/tft1990s/detail,3
63,14,La Ceremonie,1995,/film/la-ceremonie/,https://letterboxd.com/ezequiel2517/list/tft1990s/detail,3
64,15,All About My Mother,1999,/film/all-about-my-mother/,https://letterboxd.com/ezequiel2517/list/tft1990s/detail,3
65,16,A Moment of Romance,1990,/film/a-moment-of-romance/,https://letterboxd.com/ezequiel2517/list/tft1990s/detail,2
66,17,Antigone,1992,/film/antigone-1992/,https://letterboxd.com/ezequiel2517/list/tft1990s/detail,2
67,18,Train of Shadows,1997,/film/train-of-shadows/,https://letterboxd.com/ezequiel2517/list/tft1990s/detail,2
68,19,Robinson Crusoe Island,1999,/film/robinson-crusoe-island/,https://letterboxd.com/ezequiel2517/list/tft1990s/detail,2
69,20,The Letter,1999,/film/the-letter-1999/,https://letterboxd.com/ezequiel2517/list/tft1990s/detail,2
70,21,Porco Rosso,1992,/film/porco-rosso/,https://letterboxd.com/ezequiel2517/list/tft1990s/detail,1
71,22,"The Tree, the Mayor and the Mediatheque",1993,/film/the-tree-the-mayor-and-the-mediatheque/,https://letterboxd.com/ezequiel2517/list/tft1990s/detail,1
72,23,In the Mouth of Madness,1994,/film/in-the-mouth-of-madness/,https://letterboxd.com/ezequiel2517/list/tft1990s/detail,1
73,24,Motorcycle Gang,1994,/film/motorcycle-gang/,https://letterboxd.com/ezequiel2517/list/tft1990s/detail,1
74,25,Variations,1998,/film/variations-1998/,https://letterboxd.com/ezequiel2517/list/tft1990s/detail,1
75,1,Tigerstreifenbaby wartet auf Tarzan,1998,/film/tigerstreifenbaby-wartet-auf-tarzan/,https://letterboxd.com/tumbaparaelojo/list/tft1990s/detail,6
76,2,The Company of Strangers,1990,/film/the-company-of-strangers/,https://letterboxd.com/tumbaparaelojo/list/tft1990s/detail,5
77,3,Private Lives,1991,/film/private-lives-1991/,https://letterboxd.com/tumbaparaelojo/list/tft1990s/detail,5
78,4,Angela,1995,/film/angela/,https://letterboxd.com/tumbaparaelojo/list/tft1990s/detail,5
79,5,Lawn Dogs,1997,/film/lawn-dogs/,https://letterboxd.com/tumbaparaelojo/list/tft1990s/detail,5
80,6,Travelers,1992,/film/travelers-1992/,https://letterboxd.com/tumbaparaelojo/list/tft1990s/detail,4
81,7,Herzsprung,1992,/film/herzsprung/,https://letterboxd.com/tumbaparaelojo/list/tft1990s/detail,4
82,8,The Spinning Wheel of Time,1996,/film/the-spinning-wheel-of-time/,https://letterboxd.com/tumbaparaelojo/list/tft1990s/detail,4
83,9,The Annunciation of Marie,1991,/film/the-annunciation-of-marie/,https://letterboxd.com/tumbaparaelojo/list/tft1990s/detail,4
84,10,Abraham's Valley,1993,/film/abrahams-valley/,https://letterboxd.com/tumbaparaelojo/list/tft1990s/detail,4
