,Pos,Titulo,Anio,url_peli,url,Puntos
185,11,3-Iron,2004,/film/3-iron/,https://letterboxd.com/doark13/list/tft2000s/detail,3
186,12,Fragile as the World,2001,/film/fragile-as-the-world/,https://letterboxd.com/doark13/list/tft2000s/detail,3
187,13,All About Lily Chou-Chou,2001,/film/all-about-lily-chou-chou/,https://letterboxd.com/doark13/list/tft2000s/detail,3
188,14,Pulse,2001,/film/pulse-2001/,https://letterboxd.com/doark13/list/tft2000s/detail,3
189,15,The Brown Bunny,2003,/film/the-brown-bunny/,https://letterboxd.com/doark13/list/tft2000s/detail,3
190,16,The Captive,2000,/film/the-captive/,https://letterboxd.com/doark13/list/tft2000s/detail,2
191,17,Trouble Every Day,2001,/film/trouble-every-day/,https://letterboxd.com/doark13/list/tft2000s/detail,2
192,18,Tale of Cinema,2005,/film/tale-of-cinema/,https://letterboxd.com/doark13/list/tft2000s/detail,2
193,19,The Return,2003,/film/the-return/,https://letterboxd.com/doark13/list/tft2000s/detail,2
194,20,Still Life,2006,/film/still-life/,https://letterboxd.com/doark13/list/tft2000s/detail,2
195,21,Mirrored Mind,2005,/film/mirrored-mind/,https://letterboxd.com/doark13/list/tft2000s/detail,1
196,22,In Praise of Love,2001,/film/in-praise-of-love/,https://letterboxd.com/doark13/list/tft2000s/detail,1
197,23,Eternal Sunshine of the Spotless Mind,2004,/film/eternal-sunshine-of-the-spotless-mind/,https://letterboxd.com/doark13/list/tft2000s/detail,1
198,24,Decasia: The State of Decay,2002,/film/decasia-the-state-of-decay/,https://letterboxd.com/doark13/list/tft2000s/detail,1
199,25,Before Sunset,2004,/film/before-sunset/,https://letterboxd.com/doark13/list/tft2000s/detail,1
200,1,The Mad Songs of Fernanda Hussein,2001,/film/the-mad-songs-of-fernanda-hussein/,https://letterboxd.com/pele_alvaro/list/tft2000s/detail,6
201,2,The Days When I Don’t Exist,2003,/film/the-days-when-i-dont-exist/,https://letterboxd.com/pele_alvaro/list/tft2000s/detail,5
202,3,Yi Yi,2000,/film/yi-yi/,https://letterboxd.com/pele_alvaro/list/tft2000s/detail,5
203,4,Mulholland Drive,2001,/film/mulholland-drive/,https://letterboxd.com/pele_alvaro/list/tft2000s/detail,5
204,5,The Story of Marie and Julien,2003,/film/the-story-of-marie-and-julien/,https://letterboxd.com/pele_alvaro/list/tft2000s/detail,5
205,6,Workers for the Good Lord,2000,/film/workers-for-the-good-lord/,https://letterboxd.com/pele_alvaro/list/tft2000s/detail,4
206,7,Speed Racer,2008,/film/speed-racer/,https://letterboxd.com/pele_alvaro/list/tft2000s/detail,4
207,8,In Praise of Love,2001,/film/in-praise-of-love/,https://letterboxd.com/pele_alvaro/list/tft2000s/detail,4
208,9,I Did Not Die,2008,/film/i-did-not-die/,https://letterboxd.com/pele_alvaro/list/tft2000s/detail,4
