usuario_base;vecinos;similaridad;imp_pelis;imp_dir;imp_gen;imp_fecha;imp_pais
jjm_24;Orang_Clockwork;7.225803756374877
jjm_24;al1997;6.2151087403762535
jjm_24;daniblacksmoke;4.197451376842187
jjm_24;Endika;8.18413321795686
jjm_24;jeanduvin;4.1513003470678145
jjm_24;RachelMyGod;3.14110750933133
jjm_24;AndreuMarves;5.133299171028309
jjm_24;Alberto87FR;7.130918692866505
jjm_24;Faure;4.129525232406429
jjm_24;albertsyco_;3.121282111076653
jjm_24;Boris55;4.1111058357457315
jjm_24;bergmantonioni;6.10982697627974
jjm_24;Pauixitador;4.108410701010143
jjm_24;Lobo_Lopez;3.1071518972299104
jjm_24;CantStopTheBot;3.0955905237946695
jjm_24;Rdosdedos;6.092734736630898
jjm_24;yukasai;2.09090505017444
jjm_24;uwugorka;3.0907380134484748
jjm_24;pezespada;2.0719078178055574
jjm_24;synthemesco;3.0706986498275834
jjm_24;MabuseCaligari;3.066444223659193
jjm_24;danielpamies;4.060908067516538
jjm_24;bonetellez;3.0555806713952287
jjm_24;pablo_munyoz;2.0467980197486666
jjm_24;Batty;3.035694659268648
jjm_24;Ruben0;3.025020355116344
jjm_24;Vitulis;2.0243989331098047
jjm_24;Mann_Ohne_Namen;3.0208311473328773
jjm_24;firejuice;4.0197624166583905
jjm_24;meandmyself970;2.018659601897131
jjm_24;Jadzcor;3.0177596026912554
jjm_24;cinesinfin;2.0073634845696837
jjm_24;slayerkinney;2.006006834345766
jjm_24;fuzilfalcao;5.004010167091018
jjm_24;Edissa;3.001635600593237
jjm_24;sohovictor;0.0
jjm_24;marioquema;1.0
jjm_24;kaarlenberg;0.0
jjm_24;Colmener;1.0
jjm_24;DanielEscaners;1.0
jjm_24;MarioIglesias;1.0
jjm_24;danielquinn;1.0
jjm_24;Carlos_;0.0
jjm_24;mrtoldo;1.0
jjm_24;bustinduy;0.0
jjm_24;Popovich89;0.0
jjm_24;Mr_Manuel_V;0.0
jjm_24;cenital;1.0
jjm_24;letempsquipasse;1.0
jjm_24;maties_tp;1.0
jjm_24;SirBenniMiles;0.0
jjm_24;burbank;1.0
jjm_24;itsmerocio;1.0
jjm_24;cristrinaranjus;0.0
jjm_24;diegoceprez;0.0
jjm_24;FaildeGuionista;0.0
jjm_24;davidmdelahaza;1.0
jjm_24;Ivan_Suarez;1.0
jjm_24;Malala;1.0
jjm_24;guillehormigo;0.0
jjm_24;albertolechuga;0.0
jjm_24;falgarin;0.0
jjm_24;AlCorona;0.0
jjm_24;Paula_Arantzazu;1.0
jjm_24;figmare;1.0
jjm_24;Gerard_Casau;0.0
jjm_24;Irati;0.0
jjm_24;jal90;0.0
jjm_24;Aelitademarte;0.0
jjm_24;novistenada;0.0
