Votos;url_peli;Id_peli;Titulo;Popularidad;Rating;Fecha;Duracion;Pais;Idioma;Presupuesto;Ganancia;Generos;Director;Genero_dir;Casting;Guion;Montaje;DOP;Resumen
48;/film/the-passion-of-joan-of-arc/;780;The Passion of Joan of Arc;14.086;8.0;1928-04-21;82;FR;fr;0;18121;['Drama', 'History'];['Carl Theodor Dreyer'];[2];"['Maria Falconetti', 'Eugène Silvain', 'André Berley', 'Maurice Schutz', 'Antonin Artaud', 'Michel Simon', ""Jean d'Yd"", 'Louis Ravet', 'Armand Lurville', 'Jacques Arnna', 'Alexandre Mihalesco', 'Léon Larive', 'Jean Aymé', 'Gilbert Dacheux', 'Gilbert Dalleu', 'Paul Delauzac', 'Dimitri Dimitriev', 'Fournez-Goffard', 'Henri Gaultier', 'Paul Jorge', 'Marie Lacroix', 'Henri Maillard', 'Raymond Narlay']";['Carl Theodor Dreyer'];['Carl Theodor Dreyer', 'Marguerite Beaugé'];['Rudolph Maté'];A classic of the silent age, this film tells the story of the doomed but ultimately canonized 15th-century teenage warrior. On trial for claiming she'd spoken to God, Jeanne d'Arc is subjected to inhumane treatment and scare tactics at the hands of church court officials. Initially bullied into changing her story, Jeanne eventually opts for what she sees as the truth. Her punishment, a famously brutal execution, earns her perpetual martyrdom.
47;/film/sunrise-a-song-of-two-humans/;631;Sunrise: A Song of Two Humans;16.475;7.853;1927-11-04;94;US;en;0;0;['Drama', 'Romance'];['F. W. Murnau'];[2];['George O’Brien', 'Janet Gaynor', 'Margaret Livingston', 'Bodil Rosing', 'J. Farrell MacDonald', 'Ralph Sipperly', 'Jane Winton', 'Arthur Housman', 'Eddie Boland', 'Herman Bing', 'Sidney Bracey', 'Gino Corrado', 'Vondell Darr', 'Sally Eilers', 'Gibson Gowland', 'Thomas Jefferson', 'Bob Kortman', 'F. W. Murnau', 'Barry Norton', 'Robert Parrish', 'Sally Phipps', 'Harry Semels', 'Phillips Smalley', 'Leo White', 'Clarence Wilson'];['Carl Mayer'];['Harold D. Schuster'];['Charles Rosher', 'Karl Struss'];A married farmer falls under the spell of a slatternly woman from the city, who tries to convince him to drown his wife.
36;/film/the-crowd/;3061;The Crowd;10.068;7.613;1928-03-03;98;US;en;0;0;['Drama', 'Romance'];['King Vidor'];[2];['Eleanor Boardman', 'James Murray', 'Bert Roach', 'Estelle Clark', 'Daniel G. Tomlinson', 'Dell Henderson', 'Lucy Beaumont', 'Freddie Burke Frederick', 'Alice Mildred Puter', 'John D. Bloss', 'Roy Bloss', 'Sidney Bracey', 'Johnny Downs', 'Sally Eilers', 'Joseph W. Girard', 'Pat Harmon', 'Chris-Pin Martin', 'Warner Richmond', 'Virginia Sale', 'Larry Steers'];['King Vidor', 'John V.A. Weaver'];['Hugh Wynn'];['Henry Sharp'];John, an ambitious but undisciplined New York City office worker, meets and marries Mary. They start a family, struggle to cope with marital stress, financial setbacks, and tragedy, all while lost amid the anonymous, pitiless throngs of the big city.
28;/film/nosferatu/;653;Nosferatu;23.281;7.705;1922-02-16;95;DE;de;0;19054;['Horror'];['F. W. Murnau'];[2];['Max Schreck', 'Gustav von Wangenheim', 'Greta Schröder', 'Georg H. Schnell', 'Ruth Landshoff', 'Gustav Botz', 'Alexander Granach', 'John Gottowt', 'Max Nemetz', 'Wolfgang Heinz', 'Albert Venohr', 'Eric van Viele', 'Karl Etlinger', 'Guido Herzfeld', 'Hans Lanser-Rudolf', 'Loni Nest', 'Josef Sareny', 'Fanny Schreck', 'Hardy von Francois', 'Heinrich Witte'];['Henrik Galeen'];[];['Fritz Arno Wagner', 'Günther Krampf'];In this highly influential silent horror film, the mysterious Count Orlok (Max Schreck) summons Thomas Hutter (Gustav von Wangenheim) to his remote Transylvanian castle in the mountains. The eerie Orlok seeks to buy a house near Hutter and his wife, Ellen (Greta Schroeder). After Orlok reveals his vampire nature, Hutter struggles to escape the castle, knowing that Ellen is in grave danger. Meanwhile Orlok's servant, Knock (Alexander Granach), prepares for his master to arrive at his new home.
25;/film/7th-heaven/;82474;7th Heaven;9.613;7.3;1927-09-10;110;US;en;119;0;['Drama', 'Romance'];['Frank Borzage'];[2];['Janet Gaynor', 'Charles Farrell', 'Albert Gran', 'David Butler', 'Marie Mosquini', 'Gladys Brockwell', 'Émile Chautard', 'Ben Bard', 'George E. Stone', 'Jessie Haslett', 'Brandon Hurst', 'Lillian West', 'Mary Borzage', 'Lewis Borzage Sr.', 'Sue Borzage', 'Dolly Borzage', 'Henry Armetta'];['Benjamin Glazer'];['Katherine Hilliker', 'H.H. Caldwell', 'Barney Wolf'];['Joseph A. Valentine', 'Ernest Palmer'];A dejected Parisian sewer worker feels his prayers have been answered when he falls in love with a street waif.
25;/film/the-gold-rush/;962;The Gold Rush;20.578;8.012;1925-07-12;95;US;en;923000;4000000;['Adventure', 'Comedy', 'Drama'];['Charlie Chaplin'];[2];['Charlie Chaplin', 'Georgia Hale', 'Mack Swain', 'Tom Murray', 'Henry Bergman', 'Malcolm Waite', 'Harry Arras', 'James Dime', 'Charles Force', 'J. C. Fowler', 'Ray Grey', 'William Hackett', 'Jack Herrick', 'George Holt', 'Chris-Pin Martin', 'Clyde McAtee', 'Steve Murphy', 'Frank Rice', 'Joe Smith', 'John Wallace', 'Albert Austin', 'Heinie Conklin', 'Al Ernest Garcia', 'John Rand', 'Tom Wood', 'Kay Deslys', 'Joan Lowell', 'Betty Morrissey', 'Inez Gomez', 'Helen Hayward', 'Betty Pierce', 'Jane Sherman', 'Bess Wade', 'Mary Williams', 'Sid Grauman', 'Lita Grey', 'Margarita Martín', 'Barbara Pierce', 'Tiny Sandford', 'Larry Steers', 'Lillian McMurray'];[];[];['Roland Totheroh'];A gold prospector in Alaska struggles to survive the elements and win the heart of a dance hall girl.
24;/film/greed/;1405;Greed;14.104;7.423;1924-12-04;140;US;en;665603;274827;['Drama', 'Crime'];['Erich von Stroheim'];[2];['Gibson Gowland', 'Zasu Pitts', 'Jean Hersholt', 'Dale Fuller', 'Tempe Pigott', 'Sylvia Ashton', 'Chester Conklin', 'Joan Standing', 'Jack Curtis', 'James F. Fulton', 'Florence Gibson', 'Cesare Gravina', 'Frank Hayes', 'Austen Jewell', 'Tiny Jones', 'Lillian Lawrence', 'Hughie Mack', 'Jack McDonald', 'Fanny Midgley', 'Lon Poff', 'S.S. Simon', 'Erich von Ritzau', 'Erich von Stroheim', 'James Wang'];['Erich von Stroheim', 'June Mathis'];['Joseph Farnham', 'Frank E. Hull'];['William H. Daniels', 'Ben F. Reynolds'];A lottery win of $5,000 forever changes the lives of a miner turned dentist and his wife.
24;/film/faust-1926/;10728;Faust;11.298;7.882;1926-10-13;116;DE;de;0;0;['Fantasy', 'Drama', 'Horror'];['F. W. Murnau'];[2];['Gösta Ekman', 'Emil Jannings', 'Camilla Horn', 'Frida Richard', 'William Dieterle', 'Werner Fuetterer', 'Yvette Guilbert', 'Eric Barclay', 'Hanna Ralph', 'Hans Brausewetter', 'Lothar Müthel', 'Hertha von Walther', 'Hans Rameau', 'Emmy Wyda'];['Hans Kyser'];['Elfi Böttrich'];['Carl Hoffmann'];"God and Satan war over earth; to settle things, they wager on the soul of Faust, a learned and prayerful alchemist."
24;/film/street-angel/;28391;Street Angel;4.555;7.0;1928-04-09;102;US;en;0;0;['Drama', 'Romance'];['Frank Borzage'];[2];['Janet Gaynor', 'Charles Farrell', 'Natalie Kingston', 'Henry Armetta', 'Guido Trento', 'Alberto Rabagliati', 'cino conti', 'louis liggett', 'milton dickinson', 'helena herman', 'Dave Kashner', 'jennie bruno'];[];['Barney Wolf'];['Ernest Palmer'];A spirited young woman finds herself destitute and on the streets before joining a traveling carnival, where she meets a vagabond painter.
24;/film/la-roue/;50182;La Roue;5.806;7.2;1923-02-17;418;FR;fr;0;0;['Drama'];['Abel Gance'];[2];['Séverin-Mars', 'Ivy Close', 'Gabriel de Gravone', 'Pierre Magnier', 'Max Maxudian', 'Georges Térof', 'Gil Clary', 'Abel Gance'];[];['Marguerite Beaugé', 'Abel Gance'];['Léonce-Henri Burel', 'Marc Bujard', 'Gaston Brun', 'Maurice Duverger'];Sisif, a railwayman, saves a young girl named Norma orphaned by a train crash and raises her as his own daughter alongside his son, Elie. As she becomes an adult, Sisif grapples with whether to tell Norma the truth about her parentage.
