,Pos,Titulo,Anio,url_peli,url,Puntos
101,2,The Whispering Chorus,1918,/film/the-whispering-chorus/,https://letterboxd.com/josetteandriot/list/tft1919/detail,4
102,3,The Cheat,1915,/film/the-cheat/,https://letterboxd.com/josetteandriot/list/tft1919/detail,4
103,4,Germinal,1913,/film/germinal-1913/,https://letterboxd.com/josetteandriot/list/tft1919/detail,4
104,5,The Bargain,1914,/film/the-bargain/,https://letterboxd.com/josetteandriot/list/tft1919/detail,3
105,6,The Life and Passion of Jesus Christ,1903,/film/the-life-and-passion-of-jesus-christ/,https://letterboxd.com/josetteandriot/list/tft1919/detail,3
106,7,Children of Eve,1915,/film/children-of-eve/,https://letterboxd.com/josetteandriot/list/tft1919/detail,3
107,8,Prinsesse Elena,1913,/film/prinsesse-elena/,https://letterboxd.com/josetteandriot/list/tft1919/detail,3
108,9,Ingeborg Holm,1913,/film/ingeborg-holm/,https://letterboxd.com/josetteandriot/list/tft1919/detail,3
109,10,After Death,1915,/film/after-death/,https://letterboxd.com/josetteandriot/list/tft1919/detail,2
110,11,Blind Justice,1916,/film/blind-justice-1916/,https://letterboxd.com/josetteandriot/list/tft1919/detail,2
111,12,The Italian,1915,/film/the-italian-1915/,https://letterboxd.com/josetteandriot/list/tft1919/detail,2
112,13,The Mystery of the Rocks of Kador,1912,/film/the-mystery-of-the-rocks-of-kador/,https://letterboxd.com/josetteandriot/list/tft1919/detail,2
113,14,A Tin-Type Romance,1910,/film/a-tin-type-romance/,https://letterboxd.com/josetteandriot/list/tft1919/detail,2
114,15,Banks of the Nile,1911,/film/banks-of-the-nile/,https://letterboxd.com/josetteandriot/list/tft1919/detail,2
115,16,The Girl Behind the Counter,1911,/film/the-girl-behind-the-counter/,https://letterboxd.com/josetteandriot/list/tft1919/detail,2
116,17,Max Speaks English,1914,/film/max-speaks-english/,https://letterboxd.com/josetteandriot/list/tft1919/detail,1
117,18,The Innocence of Lizette,1916,/film/the-innocence-of-lizette/,https://letterboxd.com/josetteandriot/list/tft1919/detail,1
118,19,The Evidence of the Film,1913,/film/the-evidence-of-the-film/,https://letterboxd.com/josetteandriot/list/tft1919/detail,1
119,20,The Cook,1918,/film/the-cook/,https://letterboxd.com/josetteandriot/list/tft1919/detail,1
120,21,Shoes,1916,/film/shoes/,https://letterboxd.com/josetteandriot/list/tft1919/detail,1
121,22,I Don't Want to Be a Man,1918,/film/i-dont-want-to-be-a-man/,https://letterboxd.com/josetteandriot/list/tft1919/detail,1
122,23,Hearts and Flowers,1919,/film/hearts-and-flowers/,https://letterboxd.com/josetteandriot/list/tft1919/detail,1
123,24,Washerwomen on the River,1897,/film/washerwomen-on-the-river/,https://letterboxd.com/josetteandriot/list/tft1919/detail,1
124,25,Tango Tangles,1914,/film/tango-tangles/,https://letterboxd.com/josetteandriot/list/tft1919/detail,1
125,1,Down the Hudson,1903,/film/down-the-hudson/,https://letterboxd.com/fraca1993/list/tft1919/detail,5
126,2,Seeing New York by Yacht,1903,/film/seeing-new-york-by-yacht/,https://letterboxd.com/fraca1993/list/tft1919/detail,4
127,3,"Panorama View, Street Car Motor Room",1904,/film/panorama-view-street-car-motor-room/,https://letterboxd.com/fraca1993/list/tft1919/detail,4
128,4,Panorama of Machine Co. Aisle,1904,/film/panorama-of-machine-co-aisle/,https://letterboxd.com/fraca1993/list/tft1919/detail,4
129,5,Four Warships in Rough Seas,1900,/film/four-warships-in-rough-seas/,https://letterboxd.com/fraca1993/list/tft1919/detail,3
130,6,Demolishing and Building Up the Star Theatre,1901,/film/demolishing-and-building-up-the-star-theatre/,https://letterboxd.com/fraca1993/list/tft1919/detail,3
131,7,A Storm at Sea,1900,/film/a-storm-at-sea/,https://letterboxd.com/fraca1993/list/tft1919/detail,3
132,8,"Panoramic View, Aisle B, Westinghouse Works",1904,/film/panoramic-view-aisle-b-westinghouse-works/,https://letterboxd.com/fraca1993/list/tft1919/detail,3
133,9,Panorama Exterior Westinghouse Works,1904,/film/panorama-exterior-westinghouse-works/,https://letterboxd.com/fraca1993/list/tft1919/detail,3
134,10,"The Vampires or, The Arch Criminals of Paris",1915,/film/the-vampires-or-the-arch-criminals-of-paris/,https://letterboxd.com/fraca1993/list/tft1919/detail,2
135,11,Scene from the Elevator Ascending Eiffel Tower,1900,/film/scene-from-the-elevator-ascending-eiffel-tower/,https://letterboxd.com/fraca1993/list/tft1919/detail,2
