usuario;pelicula;rating_est
Lobo_Lopez;/film/neuropathology/;2.3613901196379943
Lobo_Lopez;/film/spirochoeta-pallida-de-la-syphilis/;2.0252291237497624
Lobo_Lopez;/film/ball-passing-through-a-soap-bubble/;2.276876046367862
Lobo_Lopez;/film/electrocuting-an-elephant/;2.2109485571003726
Lobo_Lopez;/film/je-vous-aime-1891/;2.122197421371554
Lobo_Lopez;/film/the-big-swallow/;1.9514360598942955
Lobo_Lopez;/film/lhomme-machine/;2.337386033548107
Lobo_Lopez;/film/the-birth-of-a-flower/;2.1628929615863988
Lobo_Lopez;/film/something-good-negro-kiss/;2.2140911683619864
Lobo_Lopez;/film/boys-playing-leapfrog-side-view/;2.1765595306688357
Lobo_Lopez;/film/workers-leaving-the-lumiere-factory/;2.117740940966257
Lobo_Lopez;/film/satans-rhapsody/;2.034468100414129
Lobo_Lopez;/film/fantasmagorie/;2.0517518280875313
Lobo_Lopez;/film/petites-causes-grands-effets/;2.207581069013477
Lobo_Lopez;/film/the-red-spectre/;1.7933563217512227
Lobo_Lopez;/film/the-ascent-of-the-matterhorn-1912/;2.0213126434258064
Lobo_Lopez;/film/the-doll/;1.9284718662316525
Lobo_Lopez;/film/solar-eclipse-1900/;2.053233228551532
Lobo_Lopez;/film/the-eclipse-courtship-of-the-sun-and-moon/;2.019172630899667
Lobo_Lopez;/film/the-consequences-of-feminism/;2.2826822859183693
Lobo_Lopez;/film/the-italian-war-at-3000m-up-the-adamello/;2.015969616968998
Lobo_Lopez;/film/sir-arnes-treasure/;2.0631698727120344
Lobo_Lopez;/film/hypocrites/;2.0526409704267987
Lobo_Lopez;/film/nerves/;2.1111298948331645
Lobo_Lopez;/film/anniversary-of-the-revolution/;2.2607018931047214
Lobo_Lopez;/film/washerwomen-on-the-river/;2.3578708210205854
Lobo_Lopez;/film/shoes/;2.2745590363847503
Lobo_Lopez;/film/a-corner-in-wheat/;2.3802688874761873
Lobo_Lopez;/film/film:625960/;2.3696103730397686
Lobo_Lopez;/film/alice-guy-films-a-phonoscene-in-the-studio-at-buttes-chaumont-paris/;2.1548423413541316
Lobo_Lopez;/film/workers-exit-from-the-confianca-shirt-factory/;2.186006660550703
Lobo_Lopez;/film/sortie-de-la-briqueterie-meffre-et-bourgoin-a-hanoi/;2.0834339076975246
Lobo_Lopez;/film/workers-repairing-a-sidewalk-with-bitumen/;2.1551622960112606
Lobo_Lopez;/film/girls-taking-time-checks/;2.1762222890627463
Lobo_Lopez;/film/les-mines-de-charbon-de-hon-gay/;2.1736560250432335
Lobo_Lopez;/film/the-brain-of-soviet-russia/;2.2569604679430366
Lobo_Lopez;/film/south/;2.2846391801310997
Lobo_Lopez;/film/passage-of-venus/;2.1302240504944923
Lobo_Lopez;/film/the-electric-hotel/;1.992266688389302
Lobo_Lopez;/film/the-cameramans-revenge/;2.209954897397993
Lobo_Lopez;/film/the-impossible-voyage/;2.28565775164466
Lobo_Lopez;/film/rochers-de-la-vierge-biarritz/;2.141975517844866
Lobo_Lopez;/film/film:85271/;2.244429470273115
Lobo_Lopez;/film/a-trip-to-the-moon/;1.9182275050986894
Lobo_Lopez;/film/broken-blossoms-1919/;2.693099193543162
Lobo_Lopez;/film/the-mothering-heart/;2.263031125231346
Lobo_Lopez;/film/the-great-train-robbery/;2.0493681364753367
Lobo_Lopez;/film/the-vagabond/;2.0939793989130564
Lobo_Lopez;/film/shoulder-arms/;2.043877142133348
Lobo_Lopez;/film/for-happiness/;2.3748896659315877
Lobo_Lopez;/film/the-president/;2.466340816001311
Lobo_Lopez;/film/blue-blood-1914/;2.095944017639974
Lobo_Lopez;/film/twilight-of-a-womans-soul/;2.241697177190433
Lobo_Lopez;/film/daisy-doodads-dial/;2.0670091103798356
Lobo_Lopez;/film/little-nemo/;2.110617533621421
Lobo_Lopez;/film/how-a-mosquito-operates/;1.9584173502476496
Lobo_Lopez;/film/the-poor-little-rich-girl/;2.2409328144979423
Lobo_Lopez;/film/the-whispering-chorus/;2.1977611078917336
Lobo_Lopez;/film/the-cheat/;2.2816843492865897
Lobo_Lopez;/film/the-bargain/;2.285648142886537
Lobo_Lopez;/film/the-life-and-passion-of-jesus-christ/;2.235222258179094
Lobo_Lopez;/film/children-of-eve/;2.0977579229733982
Lobo_Lopez;/film/prinsesse-elena/;2.2799211485460407
Lobo_Lopez;/film/ingeborg-holm/;2.501891117895557
Lobo_Lopez;/film/blind-justice-1916/;2.1254277154203596
Lobo_Lopez;/film/the-italian-1915/;2.0914407712627745
Lobo_Lopez;/film/the-mystery-of-the-rocks-of-kador/;2.1542669007687913
Lobo_Lopez;/film/a-tin-type-romance/;2.020032052614769
Lobo_Lopez;/film/banks-of-the-nile/;2.2188112014936476
Lobo_Lopez;/film/the-girl-behind-the-counter/;2.1699183276213043
Lobo_Lopez;/film/max-speaks-english/;2.0763340571847446
Lobo_Lopez;/film/the-innocence-of-lizette/;2.0634956012744374
Lobo_Lopez;/film/the-evidence-of-the-film/;2.1995165213430585
Lobo_Lopez;/film/the-cook/;2.0546918145403166
Lobo_Lopez;/film/i-dont-want-to-be-a-man/;2.167589037534355
Lobo_Lopez;/film/hearts-and-flowers/;2.0624194738364388
Lobo_Lopez;/film/tango-tangles/;2.181499604089676
Lobo_Lopez;/film/down-the-hudson/;2.320253322874307
Lobo_Lopez;/film/seeing-new-york-by-yacht/;2.336827773547735
Lobo_Lopez;/film/panorama-view-street-car-motor-room/;2.1489129556796613
