usuario_base;vecinos;similaridad
Angelopoulos;synthemesco;11.076570568089856
Angelopoulos;Paula_Arantzazu;3.0704955346798104
Angelopoulos;MarioIglesias;3.060270283658201
Angelopoulos;Pauixitador;7.049312396196352
Angelopoulos;FaildeGuionista;8.04719319201663
Angelopoulos;Padimo02;8.04122734378731
Angelopoulos;falgarin;4.0400698033308835
Angelopoulos;Mann_Ohne_Namen;9.031952771500698
Angelopoulos;alvmb;12.02982282487069
Angelopoulos;nichedeath;7.018930388239715
Angelopoulos;Vareludo;8.009505650517147
Angelopoulos;Colmener;3.9947159744766574
Angelopoulos;malala;5.992647954601166
Angelopoulos;uwugorka;7.988836205609877
Angelopoulos;mabusecaligari;5.957563246309743
Angelopoulos;martasalvador;5.957341201574469
Angelopoulos;cinesinfin;8.945902837327969
Angelopoulos;ExplodingBoy;4.945730098504007
Angelopoulos;XaviPT;4.928331695198006
Angelopoulos;carloslara;7.920021067295697
Angelopoulos;bander7;9.890588166734329
Angelopoulos;firejuice;2.8869145327478036
Angelopoulos;diegoceprez;2.886583577733183
Angelopoulos;marioquema;5.871918121134801
Angelopoulos;jjm_24;8.868978679455864
Angelopoulos;danielquinn;4.8654868354718666
Angelopoulos;Ivan_Suarez;5.856373723550671
Angelopoulos;josetteandriot;2.8470133510462894
Angelopoulos;RafaNasal_leFou;5.842409979379191
Angelopoulos;JonSanSK8;10.841034981916366
Angelopoulos;Lobo_Lopez;2.8345712657722557
Angelopoulos;JepGambardella;6.816998277877522
Angelopoulos;francorizzo;3.799708717242848
Angelopoulos;jal90;4.797224151696326
Angelopoulos;rafaqc97;9.782463551556773
Angelopoulos;mrtoldo;4.769057724562719
Angelopoulos;Saba1e7e;9.765546161628993
Angelopoulos;bergmantonioni;8.689608216026079
RafaNasal_leFou;bergmantonioni;5.262253084953177
RafaNasal_leFou;JonSanSK8;9.248247525364269
RafaNasal_leFou;martasalvador;8.189209274393486
RafaNasal_leFou;nichedeath;4.183444079226999
RafaNasal_leFou;Didacus;7.179494357790009
RafaNasal_leFou;jal90;6.177118355892442
RafaNasal_leFou;marioquema;7.1514716343831015
RafaNasal_leFou;Ivan_Suarez;6.149030474316612
RafaNasal_leFou;bander7;12.139271796340196
RafaNasal_leFou;Saba1e7e;3.1391368899437393
RafaNasal_leFou;Lobo_Lopez;3.126078870488669
RafaNasal_leFou;francorizzo;4.119343465066231
RafaNasal_leFou;Alberto87FR;5.118432477650823
RafaNasal_leFou;pele_alvaro;3.1074880982577584
RafaNasal_leFou;hobbitillo;6.085499132808217
RafaNasal_leFou;synthemesco;3.0710306987105827
RafaNasal_leFou;Mann_Ohne_Namen;6.052002587446585
RafaNasal_leFou;MarioIglesias;3.0519450377653303
RafaNasal_leFou;jjm_24;7.050217222731624
RafaNasal_leFou;Faure;4.049490937000955
RafaNasal_leFou;danielquinn;2.0456228107728136
RafaNasal_leFou;DanielEscaners;5.043889769391644
RafaNasal_leFou;malala;4.038387060425681
RafaNasal_leFou;aaleeeex;2.0374008637635206
RafaNasal_leFou;XaviPT;5.022180735160549
RafaNasal_leFou;uryenbg;5.011836269859516
RafaNasal_leFou;Colmener;5.0104711647900215
RafaNasal_leFou;FaildeGuionista;6.0036541163214725
RafaNasal_leFou;Paula_Arantzazu;1.0
RafaNasal_leFou;josetteandriot;0.0
RafaNasal_leFou;paloma55;1.0
RafaNasal_leFou;ezequiel2517;0.0
RafaNasal_leFou;RachelMyGod;1.0
RafaNasal_leFou;SohoVictor;1.0
RafaNasal_leFou;ExplodingBoy;1.0
RafaNasal_leFou;diegoceprez;1.0
RafaNasal_leFou;mrtoldo;1.0
RafaNasal_leFou;falgarin;1.0
RafaNasal_leFou;fshtravis;1.9803639856163224
RafaNasal_leFou;Ninotchka;3.97712020906868
RafaNasal_leFou;JepGambardella;4.974264578710224
RafaNasal_leFou;isaac98tm;2.972897178056339
RafaNasal_leFou;firejuice;3.9703860450821913
RafaNasal_leFou;Klepshydra;2.9664454585108166
RafaNasal_leFou;Batty;3.9602253801551717
RafaNasal_leFou;mabusecaligari;2.959330668893126
RafaNasal_leFou;utges;2.9544257121295794
RafaNasal_leFou;igortxu;6.940110683107861
RafaNasal_leFou;carloslara;6.939208238045884
RafaNasal_leFou;Bracero;5.928466715041414
RafaNasal_leFou;uwugorka;3.8990977875891266
RafaNasal_leFou;alvmb;3.889115068458133
RafaNasal_leFou;austrohungaro;2.884698292380681
RafaNasal_leFou;Pauixitador;2.8768173638761145
RafaNasal_leFou;Ruben0;2.8728551263434916
RafaNasal_leFou;Carlos_;4.8583518791715035
RafaNasal_leFou;mmgarnica;3.848934379342897
RafaNasal_leFou;fraca1993;2.846294905351092
RafaNasal_leFou;Angelopoulos;5.842409979379191
RafaNasal_leFou;rafaqc97;5.842211590744228
RafaNasal_leFou;Padimo02;3.8322814517735377
RafaNasal_leFou;Will_llermo;4.788363890675539
RafaNasal_leFou;cinesinfin;5.7734493457056075
RafaNasal_leFou;albertsyco_;6.7566985620070055
RafaNasal_leFou;Vareludo;6.709380923880737
XaviPT;firejuice;4.194002195817989
XaviPT;bergmantonioni;5.191109532084927
XaviPT;mabusecaligari;6.190263809726995
XaviPT;Pauixitador;4.172115646222245
XaviPT;uryenbg;5.154410624086447
XaviPT;Klepshydra;10.15046859220893
XaviPT;malala;6.117076815407172
XaviPT;Saba1e7e;3.11373577905766
XaviPT;martasalvador;4.089404203342068
XaviPT;ezequiel2517;2.087238896000565
XaviPT;Ruben0;2.0868435164818115
XaviPT;marioquema;2.075549997718643
XaviPT;bander7;6.069157801019032
XaviPT;JepGambardella;10.06874481861571
XaviPT;Padimo02;6.068454628153474
XaviPT;DanielEscaners;4.059770107285581
XaviPT;carloslara;6.052233192695541
XaviPT;Mann_Ohne_Namen;9.051345446042781
XaviPT;Ivan_Suarez;7.0438494449656535
XaviPT;ExplodingBoy;2.043301224303403
XaviPT;alvmb;7.037353626388573
XaviPT;jal90;3.0298633678421107
XaviPT;danielquinn;8.029729377056132
XaviPT;austrohungaro;7.029179767559465
XaviPT;RafaNasal_leFou;5.022180735160549
XaviPT;aaleeeex;4.010182213799719
XaviPT;pele_alvaro;4.002502511930168
XaviPT;isaac98tm;1.0
XaviPT;diegoceprez;0.0
XaviPT;Carlos_;1.997405594368911
XaviPT;uwugorka;2.997104712027346
XaviPT;Colmener;2.992919831224648
