Title,Year,Review
Hannah and Her Sisters,1986,3 puntos con 2 menciones
Hapax Legomena I: (nostalgia),1971,3 puntos con 2 menciones
Husbands,1970,3 puntos con 2 menciones
I've Always Loved You,1946,3 puntos con 2 menciones
Lake Mungo,2008,3 puntos con 2 menciones
"Life, and Nothing More...",1992,3 puntos con 2 menciones
Ludwig,1973,3 puntos con 2 menciones
Manhattan,1979,3 puntos con 2 menciones
On Top of the Whale,1982,3 puntos con 2 menciones
Our Lady of Paris,1982,3 puntos con 2 menciones
Outer Space,1999,3 puntos con 2 menciones
Passion,2012,3 puntos con 2 menciones
Poem of the Sea,1958,3 puntos con 2 menciones
Ride Lonesome,1959,3 puntos con 2 menciones
Rosa de Areia,1989,3 puntos con 2 menciones
Satantango,1994,3 puntos con 2 menciones
Singin' in the Rain,1952,3 puntos con 2 menciones
Syndromes and a Century,2006,3 puntos con 2 menciones
Tale of Tales,1979,3 puntos con 2 menciones
"That Day, on the Beach",1983,3 puntos con 2 menciones
The Beyond,1981,3 puntos con 2 menciones
The Big Lebowski,1998,3 puntos con 2 menciones
The Children's Hour,1961,3 puntos con 2 menciones
The Doom Generation,1995,3 puntos con 2 menciones
The Ground,2001,3 puntos con 2 menciones
The Innocents,1961,3 puntos con 2 menciones
The Love of a Woman,1953,3 puntos con 2 menciones
The Master,2012,3 puntos con 2 menciones
The Match Factory Girl,1990,3 puntos con 2 menciones
The Passenger,1975,3 puntos con 2 menciones
The Seventh Seal,1957,3 puntos con 2 menciones
The Tale of the Princess Kaguya,2013,3 puntos con 2 menciones
The Treasure of the Sierra Madre,1948,3 puntos con 2 menciones
Underground,1995,3 puntos con 2 menciones
Voices Through Time,1996,3 puntos con 2 menciones
Zero for Conduct,1933,3 puntos con 2 menciones
4:44 Last Day on Earth,2011,3 puntos con 1 menciones
A Camel,1981,3 puntos con 1 menciones
A Dark Song,2016,3 puntos con 1 menciones
A Good Lad,1943,3 puntos con 1 menciones
Abraham Lincoln,1930,3 puntos con 1 menciones
Acto da Primavera,1963,3 puntos con 1 menciones
After Hours,1985,3 puntos con 1 menciones
"Aguirre, the Wrath of God",1972,3 puntos con 1 menciones
All About My Mother,1999,3 puntos con 1 menciones
Anatomy of a Murder,1959,3 puntos con 1 menciones
"As Above, So Below",1973,3 puntos con 1 menciones
Basic Instinct,1992,3 puntos con 1 menciones
"Baxter, Vera Baxter",1977,3 puntos con 1 menciones
Bells Are Ringing,1960,3 puntos con 1 menciones
Bob & Carol & Ted & Alice,1969,3 puntos con 1 menciones
Boom!,1968,3 puntos con 1 menciones
Brand Upon the Brain!,2006,3 puntos con 1 menciones
Cabaret,1972,3 puntos con 1 menciones
Cardcaptor Sakura: The Sealed Card,2000,3 puntos con 1 menciones
Cat People,1942,3 puntos con 1 menciones
Chronicle of a Boy Alone,1965,3 puntos con 1 menciones
Citizen Kane,1941,3 puntos con 1 menciones
Claire's Knee,1970,3 puntos con 1 menciones
Class Relations,1984,3 puntos con 1 menciones
Copacabana Mon Amour,1970,3 puntos con 1 menciones
"Cuadecuc, Vampir",1971,3 puntos con 1 menciones
Daguerréotypes,1975,3 puntos con 1 menciones
Death in Venice,1971,3 puntos con 1 menciones
Depression Focus Please,1984,3 puntos con 1 menciones
Drifter,2010,3 puntos con 1 menciones
Election,2005,3 puntos con 1 menciones
End,1992,3 puntos con 1 menciones
Enter the Void,2009,3 puntos con 1 menciones
Eternity and a Day,1998,3 puntos con 1 menciones
Etienne-Jules Marey: Chronophotographic Films 1890-1904,2007,3 puntos con 1 menciones
Every Revolution Is a Throw of the Dice,1977,3 puntos con 1 menciones
Exiled,2006,3 puntos con 1 menciones
Fantastic Planet,1973,3 puntos con 1 menciones
Fata Morgana,1971,3 puntos con 1 menciones
Faustfilm: An Opera: Part I,1987,3 puntos con 1 menciones
Ferris Bueller's Day Off,1986,3 puntos con 1 menciones
Freighters of Destiny,1980,3 puntos con 1 menciones
"Goodbye South, Goodbye",1996,3 puntos con 1 menciones
Grave of the Fireflies,1988,3 puntos con 1 menciones
"H.M. Pulham, Esq.",1941,3 puntos con 1 menciones
Hawks and Sparrows,1966,3 puntos con 1 menciones
Here and Elsewhere,1976,3 puntos con 1 menciones
I Don't Want to Be a Man,1918,3 puntos con 1 menciones
I'd Climb the Highest Mountain,1951,3 puntos con 1 menciones
In Vanda's Room,2000,3 puntos con 1 menciones
Intolerance: Love's Struggle Throughout the Ages,1916,3 puntos con 1 menciones
Jumping,1984,3 puntos con 1 menciones
Key,1968,3 puntos con 1 menciones
La Ciénaga,2001,3 puntos con 1 menciones
La La Land,2016,3 puntos con 1 menciones
La Visiteuse,1981,3 puntos con 1 menciones
Leolo,1992,3 puntos con 1 menciones
Liebelei,1933,3 puntos con 1 menciones
Limbo,2021,3 puntos con 1 menciones
Live to Live,2015,3 puntos con 1 menciones
Living in Shadows,1949,3 puntos con 1 menciones
Lonesome,1928,3 puntos con 1 menciones
Los Montes,1982,3 puntos con 1 menciones
Lou Didn't Say No,1994,3 puntos con 1 menciones
Love Exposure,2008,3 puntos con 1 menciones
Love Is Colder Than Death,1969,3 puntos con 1 menciones
Love Torn in Dreams,2000,3 puntos con 1 menciones
Love and Death,1975,3 puntos con 1 menciones
Love on Delivery,1994,3 puntos con 1 menciones
Make Way for Tomorrow,1937,3 puntos con 1 menciones
Margaret,2011,3 puntos con 1 menciones
Mario Banana I,1964,3 puntos con 1 menciones
Marketa Lazarová,1967,3 puntos con 1 menciones
Merrily We Go to Hell,1932,3 puntos con 1 menciones
"Merry Christmas, Mr. Lawrence",1983,3 puntos con 1 menciones
Milk and Glass,1993,3 puntos con 1 menciones
Ministry of Fear,1944,3 puntos con 1 menciones
Monkey Business,1952,3 puntos con 1 menciones
Moonfleet,1955,3 puntos con 1 menciones
Morocco,1930,3 puntos con 1 menciones
Next Time We Love,1936,3 puntos con 1 menciones
Night of the Living Dead,1968,3 puntos con 1 menciones
On Dangerous Ground,1951,3 puntos con 1 menciones
On the Empty Balcony,1961,3 puntos con 1 menciones
One Week,1920,3 puntos con 1 menciones
Oriental Elegy,1996,3 puntos con 1 menciones
Othello,1951,3 puntos con 1 menciones
Parasite,2019,3 puntos con 1 menciones
Pastourelle,2010,3 puntos con 1 menciones
Perfect Blue,1997,3 puntos con 1 menciones
Persepolis,2007,3 puntos con 1 menciones
Phantom Thread,2017,3 puntos con 1 menciones
Picnic at Hanging Rock,1975,3 puntos con 1 menciones
Princess Yang Kwei Fei,1955,3 puntos con 1 menciones
Rancho Notorious,1952,3 puntos con 1 menciones
Red Angel,1966,3 puntos con 1 menciones
"Right Now, Wrong Then",2015,3 puntos con 1 menciones
Rules of the Road,1993,3 puntos con 1 menciones
Run for Cover,1955,3 puntos con 1 menciones
Schindler's List,1993,3 puntos con 1 menciones
School of Rock,2003,3 puntos con 1 menciones
Scream,1996,3 puntos con 1 menciones
Short Cuts,1993,3 puntos con 1 menciones
Silvia Prieto,1999,3 puntos con 1 menciones
Small Axe,2020,3 puntos con 1 menciones
Snow White,2000,3 puntos con 1 menciones
Sorrows,1969,3 puntos con 1 menciones
Star Wars: Episode II - Attack of the Clones,2002,3 puntos con 1 menciones
Still in Cosmos,2009,3 puntos con 1 menciones
Summer with Monika,1953,3 puntos con 1 menciones
The Adventures of Prince Achmed,1926,3 puntos con 1 menciones
The August Virgin,2019,3 puntos con 1 menciones
The Birds,1963,3 puntos con 1 menciones
The Blackcoat's Daughter,2015,3 puntos con 1 menciones
The Cardinal,1963,3 puntos con 1 menciones
The Country Doctor,1909,3 puntos con 1 menciones
The Criminal Life of Archibaldo de la Cruz,1955,3 puntos con 1 menciones
The Death of Empedocles,1987,3 puntos con 1 menciones
The Devils,1971,3 puntos con 1 menciones
The Eighties,1983,3 puntos con 1 menciones
The General Line,1929,3 puntos con 1 menciones
The Horse Soldiers,1959,3 puntos con 1 menciones
The Incident,1967,3 puntos con 1 menciones
The Last Sunset,1961,3 puntos con 1 menciones
The Letter,1999,3 puntos con 1 menciones
The Lord of the Rings: The Fellowship of the Ring,2001,3 puntos con 1 menciones
The Magnificent Ambersons,1942,3 puntos con 1 menciones
The Man Without a Past,2002,3 puntos con 1 menciones
The Naked Island,1960,3 puntos con 1 menciones
The Poughkeepsie Tapes,2007,3 puntos con 1 menciones
The Quince Tree Sun,1992,3 puntos con 1 menciones
The Salvation Hunters,1925,3 puntos con 1 menciones
The Shepherd of the Hills,1941,3 puntos con 1 menciones
The Silence of Others,2018,3 puntos con 1 menciones
The Soft Skin,1964,3 puntos con 1 menciones
The Strawberry Blonde,1941,3 puntos con 1 menciones
The Unspeakable Act,2012,3 puntos con 1 menciones
Them!,1954,3 puntos con 1 menciones
Tiovivo c. 1950,2004,3 puntos con 1 menciones
Toby Dammit,1968,3 puntos con 1 menciones
Turner,1987,3 puntos con 1 menciones
Visaranai,2015,3 puntos con 1 menciones
We Spin Around the Night Consumed by the Fire,1978,3 puntos con 1 menciones
What Time Is It There?,2001,3 puntos con 1 menciones
While the City Sleeps,1956,3 puntos con 1 menciones
Who Framed Roger Rabbit,1988,3 puntos con 1 menciones
Work Done,1973,3 puntos con 1 menciones
You've Got Mail,1998,3 puntos con 1 menciones
Z,1969,3 puntos con 1 menciones
Zama,2017,3 puntos con 1 menciones
3 Women,1977,2 puntos con 2 menciones
A Streetcar Named Desire,1951,2 puntos con 2 menciones
Barrabas,1919,2 puntos con 2 menciones
Black Sky,1951,2 puntos con 2 menciones
Boyfriends and Girlfriends,1987,2 puntos con 2 menciones
Cloak and Dagger,1946,2 puntos con 2 menciones
Dog Star Man,1965,2 puntos con 2 menciones
Gentleman Jim,1942,2 puntos con 2 menciones
"Hail, Sarajevo",1993,2 puntos con 2 menciones
Halloween II,2009,2 puntos con 2 menciones
Hand Held Day,1975,2 puntos con 2 menciones
Il Posto,1961,2 puntos con 2 menciones
In Praise of Love,2001,2 puntos con 2 menciones
Judex,1963,2 puntos con 2 menciones
Jules and Jim,1962,2 puntos con 2 menciones
"La Commune (Paris, 1871)",2000,2 puntos con 2 menciones
La Dolce Vita,1960,2 puntos con 2 menciones
Les Deux mémoires,1974,2 puntos con 2 menciones
Mamma Roma,1962,2 puntos con 2 menciones
Monsieur Hulot's Holiday,1953,2 puntos con 2 menciones
Mountains May Depart,2015,2 puntos con 2 menciones
Mystic River,2003,2 puntos con 2 menciones
Platform,2000,2 puntos con 2 menciones
Raising Cain,1992,2 puntos con 2 menciones
Shadow of a Doubt,1943,2 puntos con 2 menciones
Skagafjördur,2004,2 puntos con 2 menciones
Smorgasbord,1983,2 puntos con 2 menciones
Spring Breakers,2012,2 puntos con 2 menciones
Tabu,2012,2 puntos con 2 menciones
The Age of Innocence,1993,2 puntos con 2 menciones
The Bellboy,1960,2 puntos con 2 menciones
The Kid,1921,2 puntos con 2 menciones
The Set-Up,1949,2 puntos con 2 menciones
The Tall T,1957,2 puntos con 2 menciones
The Tenant,1976,2 puntos con 2 menciones
The Village,2004,2 puntos con 2 menciones
The World of Apu,1959,2 puntos con 2 menciones
Tree of Knowledge,1981,2 puntos con 2 menciones
Tristana,1970,2 puntos con 2 menciones
Under the Silver Lake,2018,2 puntos con 2 menciones
"Up, Down, Fragile",1995,2 puntos con 2 menciones
Van Gogh,1991,2 puntos con 2 menciones
Variations,1998,2 puntos con 2 menciones
Work in Progress,2001,2 puntos con 2 menciones
Yojimbo,1961,2 puntos con 2 menciones
025 Sunset Red,2016,2 puntos con 1 menciones
25th Hour,2002,2 puntos con 1 menciones
930,2006,2 puntos con 1 menciones
A Bride for Rip Van Winkle,2016,2 puntos con 1 menciones
A Margem,1967,2 puntos con 1 menciones
A Page of Madness,1926,2 puntos con 1 menciones
A Short Film About Love,1988,2 puntos con 1 menciones
A Time to Love and a Time to Die,1958,2 puntos con 1 menciones
Abraham's Valley,1993,2 puntos con 1 menciones
Actus,1986,2 puntos con 1 menciones
Ae Dil Hai Mushkil,2016,2 puntos con 1 menciones
All About Eve,1950,2 puntos con 1 menciones
An American Tragedy,1931,2 puntos con 1 menciones
Annie Hall,1977,2 puntos con 1 menciones
Anybody's Woman,1981,2 puntos con 1 menciones
Arabian Nights,2015,2 puntos con 1 menciones
At the Horizon,2017,2 puntos con 1 menciones
Audition,1999,2 puntos con 1 menciones
BU・SU,1987,2 puntos con 1 menciones
Babel - A Letter to My Friends Left Behind in Belgium,1991,2 puntos con 1 menciones
Bad Lieutenant,1992,2 puntos con 1 menciones
Before Sunrise,1995,2 puntos con 1 menciones
Best in Show,2000,2 puntos con 1 menciones
Blight,1996,2 puntos con 1 menciones
Boyz n the Hood,1991,2 puntos con 1 menciones
Branded to Kill,1967,2 puntos con 1 menciones
Breezy,1973,2 puntos con 1 menciones
Calle 54,2000,2 puntos con 1 menciones
Carriage to Vienna,1966,2 puntos con 1 menciones
Children in the Wind,1937,2 puntos con 1 menciones
Chronicle of Anna Magdalena Bach,1968,2 puntos con 1 menciones
Circle of Danger,1951,2 puntos con 1 menciones
City of God,1997,2 puntos con 1 menciones
Cléo from 5 to 7,1962,2 puntos con 1 menciones
Colorado Territory,1949,2 puntos con 1 menciones
Conversation Piece,1974,2 puntos con 1 menciones
Crime Wave,1985,2 puntos con 1 menciones
Cry When It Happens,2010,2 puntos con 1 menciones
Crystal,1988,2 puntos con 1 menciones
Dear Mr. Fukuma,1993,2 puntos con 1 menciones
Dekalog,1989,2 puntos con 1 menciones
Demons,1971,2 puntos con 1 menciones
Diabolique,1955,2 puntos con 1 menciones
Dracula,1992,2 puntos con 1 menciones
Duck Amuck,1953,2 puntos con 1 menciones
Duelle,1976,2 puntos con 1 menciones
E.T. the Extra-Terrestrial,1982,2 puntos con 1 menciones
Easy A,2010,2 puntos con 1 menciones
Eega,2012,2 puntos con 1 menciones
Elephant,1989,2 puntos con 1 menciones
Ethel & Ernest,2016,2 puntos con 1 menciones
Every Song Is About Me,2010,2 puntos con 1 menciones
Everybody Wants Some!!,2016,2 puntos con 1 menciones
Everybody's Woman,1934,2 puntos con 1 menciones
Faces,1968,2 puntos con 1 menciones
Fake Fruit Factory,1986,2 puntos con 1 menciones
Fallen Angels,1995,2 puntos con 1 menciones
Femmes femmes,1974,2 puntos con 1 menciones
Film,1965,2 puntos con 1 menciones
Film Is. 1-12,2004,2 puntos con 1 menciones
First Cow,2019,2 puntos con 1 menciones
Five-Year Diary,1982,2 puntos con 1 menciones
Foolish Wives,1922,2 puntos con 1 menciones
Fountain,2000,2 puntos con 1 menciones
Fragment of Seeking,1946,2 puntos con 1 menciones
From the Life of the Marionettes,1980,2 puntos con 1 menciones
Ganja & Hess,1973,2 puntos con 1 menciones
Girls of the Night,1961,2 puntos con 1 menciones
Go! Go! Go!,1964,2 puntos con 1 menciones
Guilt,1988,2 puntos con 1 menciones
Géminga,2003,2 puntos con 1 menciones
He Who Gets Slapped,1924,2 puntos con 1 menciones
Honkytonk Man,1982,2 puntos con 1 menciones
House of Usher,1960,2 puntos con 1 menciones
I Hired a Contract Killer,1990,2 puntos con 1 menciones
Ikiru,1952,2 puntos con 1 menciones
Inception,2010,2 puntos con 1 menciones
Indiana Jones and the Last Crusade,1989,2 puntos con 1 menciones
Inside Llewyn Davis,2013,2 puntos con 1 menciones
Inside Out,2015,2 puntos con 1 menciones
Jab Harry Met Sejal,2017,2 puntos con 1 menciones
Jamon Jamon,1992,2 puntos con 1 menciones
Kaldalon,1971,2 puntos con 1 menciones
Kuroneko,1968,2 puntos con 1 menciones
L'homme qui tousse,1969,2 puntos con 1 menciones
La París,2018,2 puntos con 1 menciones
Las verdes praderas,1979,2 puntos con 1 menciones
Les Misérables - Manhunt,1948,2 puntos con 1 menciones
Life Ahead,1958,2 puntos con 1 menciones
Lili,1953,2 puntos con 1 menciones
Little Otik,2000,2 puntos con 1 menciones
Little Women,2019,2 puntos con 1 menciones
Looking for Mr. Goodbar,1977,2 puntos con 1 menciones
Love Affair,1939,2 puntos con 1 menciones
Love Under the Crucifix,1962,2 puntos con 1 menciones
Love at Sea,1964,2 puntos con 1 menciones
Main Street,1956,2 puntos con 1 menciones
Mammame,1986,2 puntos con 1 menciones
Manhunter,1986,2 puntos con 1 menciones
Martin Eden,2019,2 puntos con 1 menciones
Maya,1979,2 puntos con 1 menciones
Memories of Murder,2003,2 puntos con 1 menciones
Metropolis,1927,2 puntos con 1 menciones
Milestones,1975,2 puntos con 1 menciones
Miss Oyu,1951,2 puntos con 1 menciones
Misunderstood,1967,2 puntos con 1 menciones
Mobile Men,2008,2 puntos con 1 menciones
Mommy,2014,2 puntos con 1 menciones
Morvern Callar,2002,2 puntos con 1 menciones
Ms .45,1981,2 puntos con 1 menciones
Night Wind,1999,2 puntos con 1 menciones
Night and the City,1950,2 puntos con 1 menciones
Nightfall,1956,2 puntos con 1 menciones
Nine Letters to Berta,1966,2 puntos con 1 menciones
Ninotchka,1939,2 puntos con 1 menciones
ORG,1979,2 puntos con 1 menciones
October (Ten Days that Shook the World),1927,2 puntos con 1 menciones
Once Upon a Time in Anatolia,2011,2 puntos con 1 menciones
One Way or Another,1977,2 puntos con 1 menciones
Opera,1987,2 puntos con 1 menciones
Otherwise Unexplained Fires,1976,2 puntos con 1 menciones
Our Sunhi,2013,2 puntos con 1 menciones
Paprika,2006,2 puntos con 1 menciones
Passage Through: A Ritual,1990,2 puntos con 1 menciones
Pat Garrett & Billy the Kid,1973,2 puntos con 1 menciones
Pine Flat,2006,2 puntos con 1 menciones
Pink Flamingos,1972,2 puntos con 1 menciones
Polly One,2017,2 puntos con 1 menciones
Ponyo,2008,2 puntos con 1 menciones
Porto das Caixas,1963,2 puntos con 1 menciones
Post Tenebras Lux,2012,2 puntos con 1 menciones
Profit Motive and the Whispering Wind,2007,2 puntos con 1 menciones
Puchuncaví,2014,2 puntos con 1 menciones
Ray of Sunshine,1933,2 puntos con 1 menciones
Rebecca,1940,2 puntos con 1 menciones
Red Line 7000,1965,2 puntos con 1 menciones
Red River,1948,2 puntos con 1 menciones
Remember the Night,1940,2 puntos con 1 menciones
Reminiscences of a Journey to Lithuania,1972,2 puntos con 1 menciones
Resident Evil: Retribution,2012,2 puntos con 1 menciones
Retribution,2006,2 puntos con 1 menciones
"Rome, Open City",1945,2 puntos con 1 menciones
Romeo + Juliet,1996,2 puntos con 1 menciones
Running on Karma,2003,2 puntos con 1 menciones
Ryan's Daughter,1970,2 puntos con 1 menciones
Samsara,2011,2 puntos con 1 menciones
Saturday Night Fever,1977,2 puntos con 1 menciones
Scala Milan AC,2005,2 puntos con 1 menciones
Secret Defense,1998,2 puntos con 1 menciones
Side/Walk/Shuttle,1992,2 puntos con 1 menciones
Space,1965,2 puntos con 1 menciones
Sparrow,2008,2 puntos con 1 menciones
Spider-Man 2,2004,2 puntos con 1 menciones
Spies,1928,2 puntos con 1 menciones
Stockholm,2013,2 puntos con 1 menciones
Sullivan's Banks,2001,2 puntos con 1 menciones
Sweet Smell of Success,1957,2 puntos con 1 menciones
Tales from the Hood,1995,2 puntos con 1 menciones
Tennessee's Partner,1955,2 puntos con 1 menciones
The Abominable Dr. Phibes,1971,2 puntos con 1 menciones
The Age of the Medici,1972,2 puntos con 1 menciones
The Ambulance,1990,2 puntos con 1 menciones
The Barefoot Contessa,1954,2 puntos con 1 menciones
The Beach Bum,2019,2 puntos con 1 menciones
The Birth of a Nation,1915,2 puntos con 1 menciones
The Bitter Tears of Petra von Kant,1972,2 puntos con 1 menciones
The Blood of a Poet,1932,2 puntos con 1 menciones
The Bridge of Arts,2004,2 puntos con 1 menciones
The Cameraman,1928,2 puntos con 1 menciones
The Cool World,1963,2 puntos con 1 menciones
"The Devil, Probably",1977,2 puntos con 1 menciones
The Enclosed Valley,1995,2 puntos con 1 menciones
The Family,1987,2 puntos con 1 menciones
The Good Fairy,1935,2 puntos con 1 menciones
The Good Girls,1960,2 puntos con 1 menciones
The Good Love,1963,2 puntos con 1 menciones
The Greatest Show on Earth,1952,2 puntos con 1 menciones
The Heartbreak Kid,1972,2 puntos con 1 menciones
The Hero,1966,2 puntos con 1 menciones
The Hour of the Furnaces,1968,2 puntos con 1 menciones
The House in the Woods,1971,2 puntos con 1 menciones
The Hunt,1966,2 puntos con 1 menciones
The Image Book,2018,2 puntos con 1 menciones
The Joy of Learning,1969,2 puntos con 1 menciones
The Last Movie,1971,2 puntos con 1 menciones
The Last Picture Show,1971,2 puntos con 1 menciones
The Lion Sleeps Tonight,2017,2 puntos con 1 menciones
The Lost City of Z,2016,2 puntos con 1 menciones
The Love Witch,2016,2 puntos con 1 menciones
The Lusty Men,1952,2 puntos con 1 menciones
The Mad Songs of Fernanda Hussein,2001,2 puntos con 1 menciones
The Marriage of Maria Braun,1979,2 puntos con 1 menciones
The Mirage,1992,2 puntos con 1 menciones
The Mission,1999,2 puntos con 1 menciones
The Music Room,1958,2 puntos con 1 menciones
The Place Beyond the Pines,2012,2 puntos con 1 menciones
The Rendez-Vous of Déjà-Vu,2013,2 puntos con 1 menciones
The Rules of Attraction,2002,2 puntos con 1 menciones
The Secret of NIMH,1982,2 puntos con 1 menciones
The Silence of the Sea,1949,2 puntos con 1 menciones
The Son's Room,2001,2 puntos con 1 menciones
The Song of Bernadette,1943,2 puntos con 1 menciones
The Story of Marie and Julien,2003,2 puntos con 1 menciones
The Swimmer,1968,2 puntos con 1 menciones
The Tarnished Angels,1957,2 puntos con 1 menciones
The Thing,1982,2 puntos con 1 menciones
The Traitor,2019,2 puntos con 1 menciones
The Traveler,1974,2 puntos con 1 menciones
The Wedding March,1928,2 puntos con 1 menciones
The White Rose,1967,2 puntos con 1 menciones
The Wild Bunch,1969,2 puntos con 1 menciones
The Wind Will Carry Us,1999,2 puntos con 1 menciones
The Wings of Eagles,1957,2 puntos con 1 menciones
The Wishful Thinkers,2013,2 puntos con 1 menciones
There Will Be Blood,2007,2 puntos con 1 menciones
They Were Expendable,1945,2 puntos con 1 menciones
Threads,1984,2 puntos con 1 menciones
Three Crowns of the Sailor,1983,2 puntos con 1 menciones
Through the Ruins,1982,2 puntos con 1 menciones
"Throw Away Your Books, Rally in the Streets",1971,2 puntos con 1 menciones
Tie Xi Qu: West of the Tracks,2002,2 puntos con 1 menciones
Tout Va Bien,1972,2 puntos con 1 menciones
Two Lovers,2008,2 puntos con 1 menciones
Underground,1928,2 puntos con 1 menciones
Unheimlich II: Astarti,1980,2 puntos con 1 menciones
Valparaiso,1963,2 puntos con 1 menciones
Venom and Eternity,1951,2 puntos con 1 menciones
Vincere,2009,2 puntos con 1 menciones
Wagon Master,1950,2 puntos con 1 menciones
Way Down East,1920,2 puntos con 1 menciones
We Are Who We Are,2020,2 puntos con 1 menciones
What Ever Happened to Baby Jane?,1962,2 puntos con 1 menciones
When a Woman Ascends the Stairs,1960,2 puntos con 1 menciones
Willow Springs,1973,2 puntos con 1 menciones
Wings of Desire,1987,2 puntos con 1 menciones
Winter Light,1963,2 puntos con 1 menciones
Witness,1985,2 puntos con 1 menciones
Women in Love,1969,2 puntos con 1 menciones
Zefiro Torna or Scenes from the Life of George Maciunas (Fluxus),1992,2 puntos con 1 menciones
Zero Dark Thirty,2012,2 puntos con 1 menciones
Zone,1995,2 puntos con 1 menciones
… ere erera baleibu izik subua aruaren…,1970,2 puntos con 1 menciones
'R Xmas,2001,1 puntos con 1 menciones
'Til Madness Do Us Part,2013,1 puntos con 1 menciones
2012,2009,1 puntos con 1 menciones
3/60: Trees in Autumn,1960,1 puntos con 1 menciones
35 Shots of Rum,2008,1 puntos con 1 menciones
A Confucian Confusion,1994,1 puntos con 1 menciones
A Grin Without a Cat,1977,1 puntos con 1 menciones
A Lullaby to the Sorrowful Mystery,2016,1 puntos con 1 menciones
A Night at the Opera,1935,1 puntos con 1 menciones
A Summer's Tale,1996,1 puntos con 1 menciones
A.I. Artificial Intelligence,2001,1 puntos con 1 menciones
A.K.A. Serial Killer,1975,1 puntos con 1 menciones
Aelita: Queen of Mars,1924,1 puntos con 1 menciones
Afrique 50,1950,1 puntos con 1 menciones
All Hands on Deck!,2020,1 puntos con 1 menciones
All the Ships at Sea,2004,1 puntos con 1 menciones
Allied,2016,1 puntos con 1 menciones
An Actor's Revenge,1963,1 puntos con 1 menciones
An American Romance,1944,1 puntos con 1 menciones
Anchorman: The Legend of Ron Burgundy,2004,1 puntos con 1 menciones
And Still I Believe,1974,1 puntos con 1 menciones
Angel's Egg,1985,1 puntos con 1 menciones
Apologies,1990,1 puntos con 1 menciones
Arcana,1972,1 puntos con 1 menciones
Arima,2019,1 puntos con 1 menciones
Arrival,2016,1 puntos con 1 menciones
At Uluru,1978,1 puntos con 1 menciones
Autohystoria,2007,1 puntos con 1 menciones
Baby Face,1933,1 puntos con 1 menciones
Bad Education,2004,1 puntos con 1 menciones
Baltimore,2003,1 puntos con 1 menciones
Band of Outsiders,1964,1 puntos con 1 menciones
Barton Fink,1991,1 puntos con 1 menciones
Beggars of Life,1928,1 puntos con 1 menciones
"Belfast, Maine",1999,1 puntos con 1 menciones
Berlin Alexanderplatz,1980,1 puntos con 1 menciones
Beyond the Black Rainbow,2010,1 puntos con 1 menciones
"Black Cat, White Cat",1998,1 puntos con 1 menciones
Black Girl,1966,1 puntos con 1 menciones
Black Metal Veins,2012,1 puntos con 1 menciones
Blackhat,2015,1 puntos con 1 menciones
Blind Spot,1981,1 puntos con 1 menciones
Blow-Up,1966,1 puntos con 1 menciones
Blue Black Permanent,1992,1 puntos con 1 menciones
Brasil,1981,1 puntos con 1 menciones
Brave Little Tailor,1938,1 puntos con 1 menciones
Bullet Ballet,1998,1 puntos con 1 menciones
Cafe Noir,2009,1 puntos con 1 menciones
Captain Horatio Hornblower R.N.,1951,1 puntos con 1 menciones
Carnival of Souls,1962,1 puntos con 1 menciones
Chain,2004,1 puntos con 1 menciones
Charlie's Angels,2000,1 puntos con 1 menciones
Charulata,1964,1 puntos con 1 menciones
Cinematic Correspondences: Jonas Mekas - J.L. Guerin,2011,1 puntos con 1 menciones
City of the Living Dead,1980,1 puntos con 1 menciones
Come Next Spring,1956,1 puntos con 1 menciones
Cop,1988,1 puntos con 1 menciones
Correspondences,2016,1 puntos con 1 menciones
Cuarteto,1978,1 puntos con 1 menciones
Dante's Inferno,1911,1 puntos con 1 menciones
Day for Night,1973,1 puntos con 1 menciones
Day of Wrath,1943,1 puntos con 1 menciones
Day of the Dead,1985,1 puntos con 1 menciones
Days,2020,1 puntos con 1 menciones
Death of a Cyclist,1955,1 puntos con 1 menciones
Deep Cover,1992,1 puntos con 1 menciones
Detour,1945,1 puntos con 1 menciones
Dilwale Dulhania Le Jayenge,1995,1 puntos con 1 menciones
Dishonored,1931,1 puntos con 1 menciones
Disquiet,2011,1 puntos con 1 menciones
Do the Right Thing,1989,1 puntos con 1 menciones
Dogtooth,2009,1 puntos con 1 menciones
Don't Look Now,1973,1 puntos con 1 menciones
Down the Hudson,1903,1 puntos con 1 menciones
Dusty Stacks of Mom: The Poster Project,2013,1 puntos con 1 menciones
Echoes of Silence,1965,1 puntos con 1 menciones
Edvard Munch,1974,1 puntos con 1 menciones
El campo para el hombre,1975,1 puntos con 1 menciones
Electra Glide in Blue,1973,1 puntos con 1 menciones
Elephant,2003,1 puntos con 1 menciones
Embrace of the Serpent,2015,1 puntos con 1 menciones
Encanto,2021,1 puntos con 1 menciones
Eureka,2000,1 puntos con 1 menciones
Evolution of a Filipino Family,2004,1 puntos con 1 menciones
Extreme Private Eros: Love Song 1974,1974,1 puntos con 1 menciones
FLCL,2000,1 puntos con 1 menciones
Face/Off,1997,1 puntos con 1 menciones
Fake Blond,2007,1 puntos con 1 menciones
Fanny and Alexander,1983,1 puntos con 1 menciones
Fat Choi Spirit,2002,1 puntos con 1 menciones
Faust,1926,1 puntos con 1 menciones
Febrero en Gaucín,2020,1 puntos con 1 menciones
