,Pos,Titulo,Anio,url,Puntos
1334,10,Imitation of Life,1959,https://letterboxd.com/Edissa/list/top-filmtuiter/detail,2
1335,11,The Rules of the Game,1939,https://letterboxd.com/Edissa/list/top-filmtuiter/detail,2
1336,12,Rapture,1979,https://letterboxd.com/Edissa/list/top-filmtuiter/detail,2
1337,13,Paprika,2006,https://letterboxd.com/Edissa/list/top-filmtuiter/detail,2
1338,14,Meshes of the Afternoon,1943,https://letterboxd.com/Edissa/list/top-filmtuiter/detail,2
1339,15,Persona,1966,https://letterboxd.com/Edissa/list/top-filmtuiter/detail,2
1340,16,Zodiac,2007,https://letterboxd.com/Edissa/list/top-filmtuiter/detail,2
1341,17,Raising Cain,1992,https://letterboxd.com/Edissa/list/top-filmtuiter/detail,1
1342,18,"Jeanne Dielman, 23, Quai du Commerce 1080 Bruxelles",1975,https://letterboxd.com/Edissa/list/top-filmtuiter/detail,1
1343,19,El sur,1983,https://letterboxd.com/Edissa/list/top-filmtuiter/detail,1
1344,20,They Live,1988,https://letterboxd.com/Edissa/list/top-filmtuiter/detail,1
1345,21,Tropical Malady,2004,https://letterboxd.com/Edissa/list/top-filmtuiter/detail,1
1346,22,Punch-Drunk Love,2002,https://letterboxd.com/Edissa/list/top-filmtuiter/detail,1
1347,23,The Conversation,1974,https://letterboxd.com/Edissa/list/top-filmtuiter/detail,1
1348,24,Dersu Uzala,1975,https://letterboxd.com/Edissa/list/top-filmtuiter/detail,1
1349,25,Raising Arizona,1987,https://letterboxd.com/Edissa/list/top-filmtuiter/detail,1
1350,1,Vertigo,1958,https://letterboxd.com/daniblacksmoke/list/top-filmtuiter/detail,5
1351,2,Mulholland Drive,2001,https://letterboxd.com/daniblacksmoke/list/top-filmtuiter/detail,4
1352,3,It's Such a Beautiful Day,2012,https://letterboxd.com/daniblacksmoke/list/top-filmtuiter/detail,4
1353,4,The Searchers,1956,https://letterboxd.com/daniblacksmoke/list/top-filmtuiter/detail,4
1354,5,Spirited Away,2001,https://letterboxd.com/daniblacksmoke/list/top-filmtuiter/detail,3
1355,6,El sur,1983,https://letterboxd.com/daniblacksmoke/list/top-filmtuiter/detail,3
1356,7,The Night of the Hunter,1955,https://letterboxd.com/daniblacksmoke/list/top-filmtuiter/detail,3
1357,8,Barry Lyndon,1975,https://letterboxd.com/daniblacksmoke/list/top-filmtuiter/detail,3
1358,9,Blow Out,1981,https://letterboxd.com/daniblacksmoke/list/top-filmtuiter/detail,3
1359,10,"Sherlock, Jr.",1924,https://letterboxd.com/daniblacksmoke/list/top-filmtuiter/detail,2
1360,11,The Tale of the Princess Kaguya,2013,https://letterboxd.com/daniblacksmoke/list/top-filmtuiter/detail,2
1361,12,Condemned,1953,https://letterboxd.com/daniblacksmoke/list/top-filmtuiter/detail,2
1362,13,Rio Bravo,1959,https://letterboxd.com/daniblacksmoke/list/top-filmtuiter/detail,2
1363,14,Two Lovers,2008,https://letterboxd.com/daniblacksmoke/list/top-filmtuiter/detail,2
1364,15,Sunset Boulevard,1950,https://letterboxd.com/daniblacksmoke/list/top-filmtuiter/detail,2
1365,16,Scarlet Street,1945,https://letterboxd.com/daniblacksmoke/list/top-filmtuiter/detail,2
1366,17,The Godfather: Part II,1974,https://letterboxd.com/daniblacksmoke/list/top-filmtuiter/detail,1
1367,18,Tea and Sympathy,1956,https://letterboxd.com/daniblacksmoke/list/top-filmtuiter/detail,1
1368,19,The Green Ray,1986,https://letterboxd.com/daniblacksmoke/list/top-filmtuiter/detail,1
1369,20,All That Heaven Allows,1955,https://letterboxd.com/daniblacksmoke/list/top-filmtuiter/detail,1
1370,21,Invasion of the Body Snatchers,1956,https://letterboxd.com/daniblacksmoke/list/top-filmtuiter/detail,1
1371,22,Kiss Me Deadly,1955,https://letterboxd.com/daniblacksmoke/list/top-filmtuiter/detail,1
1372,23,Underworld U.S.A.,1961,https://letterboxd.com/daniblacksmoke/list/top-filmtuiter/detail,1
1373,24,Letter from an Unknown Woman,1948,https://letterboxd.com/daniblacksmoke/list/top-filmtuiter/detail,1
1374,25,The Set-Up,1949,https://letterboxd.com/daniblacksmoke/list/top-filmtuiter/detail,1
1375,1,La Flor,2018,https://letterboxd.com/guillehormigo/list/top-filmtuiter/detail,5
1376,2,Los Angeles Plays Itself,2003,https://letterboxd.com/guillehormigo/list/top-filmtuiter/detail,4
1377,3,Bamako,2006,https://letterboxd.com/guillehormigo/list/top-filmtuiter/detail,4
1378,4,Harlan County U.S.A.,1976,https://letterboxd.com/guillehormigo/list/top-filmtuiter/detail,4
1379,5,The Eighties,1983,https://letterboxd.com/guillehormigo/list/top-filmtuiter/detail,3
1380,6,Cabaret,1972,https://letterboxd.com/guillehormigo/list/top-filmtuiter/detail,3
1381,7,Water-Mirror of Granada,1955,https://letterboxd.com/guillehormigo/list/top-filmtuiter/detail,3
1382,8,Our Music,2004,https://letterboxd.com/guillehormigo/list/top-filmtuiter/detail,3
1383,9,Still in Cosmos,2009,https://letterboxd.com/guillehormigo/list/top-filmtuiter/detail,3
1384,10,Night Function,1981,https://letterboxd.com/guillehormigo/list/top-filmtuiter/detail,2
1385,11,Rio Bravo,1959,https://letterboxd.com/guillehormigo/list/top-filmtuiter/detail,2
1386,12,On Top of the Whale,1982,https://letterboxd.com/guillehormigo/list/top-filmtuiter/detail,2
1387,13,The Last Laugh,1924,https://letterboxd.com/guillehormigo/list/top-filmtuiter/detail,2
1388,14,Scala Milan AC,2005,https://letterboxd.com/guillehormigo/list/top-filmtuiter/detail,2
1389,15,The Dreamed Films,2010,https://letterboxd.com/guillehormigo/list/top-filmtuiter/detail,2
1390,16,Mommy,2014,https://letterboxd.com/guillehormigo/list/top-filmtuiter/detail,2
1391,17,My Best Friend's Wedding,1997,https://letterboxd.com/guillehormigo/list/top-filmtuiter/detail,1
1392,18,The Loneliness of the Long Distance Runner,1962,https://letterboxd.com/guillehormigo/list/top-filmtuiter/detail,1
1393,19,An Affair to Remember,1957,https://letterboxd.com/guillehormigo/list/top-filmtuiter/detail,1
1394,20,Sound of the Mountain,1954,https://letterboxd.com/guillehormigo/list/top-filmtuiter/detail,1
1395,21,The Village,2004,https://letterboxd.com/guillehormigo/list/top-filmtuiter/detail,1
1396,22,North by Northwest,1959,https://letterboxd.com/guillehormigo/list/top-filmtuiter/detail,1
1397,23,The Scarlet Empress,1934,https://letterboxd.com/guillehormigo/list/top-filmtuiter/detail,1
1398,24,Work in Progress,2001,https://letterboxd.com/guillehormigo/list/top-filmtuiter/detail,1
1399,25,Only Yesterday,1991,https://letterboxd.com/guillehormigo/list/top-filmtuiter/detail,1
1400,1,Speed Racer,2008,https://letterboxd.com/slayerkinney/list/top-filmtuiter/detail,5
1401,2,Collateral,2004,https://letterboxd.com/slayerkinney/list/top-filmtuiter/detail,4
1402,3,Cemetery of Splendor,2015,https://letterboxd.com/slayerkinney/list/top-filmtuiter/detail,4
1403,4,My Best Friend's Wedding,1997,https://letterboxd.com/slayerkinney/list/top-filmtuiter/detail,4
1404,5,New Rose Hotel,1998,https://letterboxd.com/slayerkinney/list/top-filmtuiter/detail,3
1405,6,Star Wars: Episode II - Attack of the Clones,2002,https://letterboxd.com/slayerkinney/list/top-filmtuiter/detail,3
1406,7,The Unspeakable Act,2012,https://letterboxd.com/slayerkinney/list/top-filmtuiter/detail,3
1407,8,We Can't Go Home Again,1973,https://letterboxd.com/slayerkinney/list/top-filmtuiter/detail,3
1408,9,The Last Days of Disco,1998,https://letterboxd.com/slayerkinney/list/top-filmtuiter/detail,3
1409,10,Chilly Scenes of Winter,1979,https://letterboxd.com/slayerkinney/list/top-filmtuiter/detail,2
1410,11,When Harry Met Sally...,1989,https://letterboxd.com/slayerkinney/list/top-filmtuiter/detail,2
1411,12,Stella Dallas,1937,https://letterboxd.com/slayerkinney/list/top-filmtuiter/detail,2
1412,13,Johnny Guitar,1954,https://letterboxd.com/slayerkinney/list/top-filmtuiter/detail,2
1413,14,Heaven's Gate,1980,https://letterboxd.com/slayerkinney/list/top-filmtuiter/detail,2
1414,15,Dracula,1992,https://letterboxd.com/slayerkinney/list/top-filmtuiter/detail,2
1415,16,Romeo + Juliet,1996,https://letterboxd.com/slayerkinney/list/top-filmtuiter/detail,2
1416,17,Twin Peaks: Fire Walk with Me,1992,https://letterboxd.com/slayerkinney/list/top-filmtuiter/detail,1
1417,18,Blackhat,2015,https://letterboxd.com/slayerkinney/list/top-filmtuiter/detail,1
1418,19,Pain and Glory,2019,https://letterboxd.com/slayerkinney/list/top-filmtuiter/detail,1
1419,20,The Red Shoes,1948,https://letterboxd.com/slayerkinney/list/top-filmtuiter/detail,1
1420,21,Broadcast News,1987,https://letterboxd.com/slayerkinney/list/top-filmtuiter/detail,1
1421,22,Funny Girl,1968,https://letterboxd.com/slayerkinney/list/top-filmtuiter/detail,1
1422,23,Frances Ha,2012,https://letterboxd.com/slayerkinney/list/top-filmtuiter/detail,1
1423,24,Design for Living,1933,https://letterboxd.com/slayerkinney/list/top-filmtuiter/detail,1
1424,25,Bringing Up Baby,1938,https://letterboxd.com/slayerkinney/list/top-filmtuiter/detail,1
1425,1,A Man Escaped,1956,https://letterboxd.com/meandmyself970/list/top-filmtuiter/detail,5
1426,2,Vertigo,1958,https://letterboxd.com/meandmyself970/list/top-filmtuiter/detail,4
1427,3,Sunrise: A Song of Two Humans,1927,https://letterboxd.com/meandmyself970/list/top-filmtuiter/detail,4
1428,4,Late Spring,1949,https://letterboxd.com/meandmyself970/list/top-filmtuiter/detail,4
1429,5,Gertrud,1964,https://letterboxd.com/meandmyself970/list/top-filmtuiter/detail,3
1430,6,M,1931,https://letterboxd.com/meandmyself970/list/top-filmtuiter/detail,3
1431,7,How Green Was My Valley,1941,https://letterboxd.com/meandmyself970/list/top-filmtuiter/detail,3
1432,8,The Cabinet of Dr. Caligari,1920,https://letterboxd.com/meandmyself970/list/top-filmtuiter/detail,3
1433,9,Opening Night,1977,https://letterboxd.com/meandmyself970/list/top-filmtuiter/detail,3
1434,10,Mirror,1975,https://letterboxd.com/meandmyself970/list/top-filmtuiter/detail,2
1435,11,Profit Motive and the Whispering Wind,2007,https://letterboxd.com/meandmyself970/list/top-filmtuiter/detail,2
1436,12,Twin Peaks: The Return,2017,https://letterboxd.com/meandmyself970/list/top-filmtuiter/detail,2
1437,13,The Scarlet Empress,1934,https://letterboxd.com/meandmyself970/list/top-filmtuiter/detail,2
1438,14,Taxi Driver,1976,https://letterboxd.com/meandmyself970/list/top-filmtuiter/detail,2
1439,15,From the Life of the Marionettes,1980,https://letterboxd.com/meandmyself970/list/top-filmtuiter/detail,2
1440,16,The Last Movie,1971,https://letterboxd.com/meandmyself970/list/top-filmtuiter/detail,2
1441,17,The Texas Chain Saw Massacre,1974,https://letterboxd.com/meandmyself970/list/top-filmtuiter/detail,1
1442,18,The Apartment,1960,https://letterboxd.com/meandmyself970/list/top-filmtuiter/detail,1
1443,19,The Young Girls of Rochefort,1967,https://letterboxd.com/meandmyself970/list/top-filmtuiter/detail,1
1444,20,Killer Klowns from Outer Space,1988,https://letterboxd.com/meandmyself970/list/top-filmtuiter/detail,1
1445,21,Detour,1945,https://letterboxd.com/meandmyself970/list/top-filmtuiter/detail,1
1446,22,The Master,2012,https://letterboxd.com/meandmyself970/list/top-filmtuiter/detail,1
1447,23,Neon Genesis Evangelion: The End of Evangelion,1997,https://letterboxd.com/meandmyself970/list/top-filmtuiter/detail,1
1448,24,My Bloody Valentine,1981,https://letterboxd.com/meandmyself970/list/top-filmtuiter/detail,1
1449,25,Million Dollar Baby,2004,https://letterboxd.com/meandmyself970/list/top-filmtuiter/detail,1
1450,1,In the Mood for Love,2000,https://letterboxd.com/Jadzcor/list/top-filmtuiter/detail,5
1451,2,Once Upon a Time in the West,1968,https://letterboxd.com/Jadzcor/list/top-filmtuiter/detail,4
1452,3,Once Upon a Time in America,1984,https://letterboxd.com/Jadzcor/list/top-filmtuiter/detail,4
1453,4,The Sacrifice,1986,https://letterboxd.com/Jadzcor/list/top-filmtuiter/detail,4
1454,5,The Godfather,1972,https://letterboxd.com/Jadzcor/list/top-filmtuiter/detail,3
1455,6,The Godfather: Part II,1974,https://letterboxd.com/Jadzcor/list/top-filmtuiter/detail,3
1456,7,2001: A Space Odyssey,1968,https://letterboxd.com/Jadzcor/list/top-filmtuiter/detail,3
1457,8,Carlito's Way,1993,https://letterboxd.com/Jadzcor/list/top-filmtuiter/detail,3
1458,9,Eternity and a Day,1998,https://letterboxd.com/Jadzcor/list/top-filmtuiter/detail,3
1459,10,Chungking Express,1994,https://letterboxd.com/Jadzcor/list/top-filmtuiter/detail,2
1460,11,The Apartment,1960,https://letterboxd.com/Jadzcor/list/top-filmtuiter/detail,2
1461,12,The Man Who Shot Liberty Valance,1962,https://letterboxd.com/Jadzcor/list/top-filmtuiter/detail,2
1462,13,Apocalypse Now,1979,https://letterboxd.com/Jadzcor/list/top-filmtuiter/detail,2
1463,14,Magnolia,1999,https://letterboxd.com/Jadzcor/list/top-filmtuiter/detail,2
1464,15,Blade Runner,1982,https://letterboxd.com/Jadzcor/list/top-filmtuiter/detail,2
1465,16,Double Indemnity,1944,https://letterboxd.com/Jadzcor/list/top-filmtuiter/detail,2
1466,17,Barton Fink,1991,https://letterboxd.com/Jadzcor/list/top-filmtuiter/detail,1
1467,18,Chinatown,1974,https://letterboxd.com/Jadzcor/list/top-filmtuiter/detail,1
1468,19,Mirror,1975,https://letterboxd.com/Jadzcor/list/top-filmtuiter/detail,1
1469,20,El sur,1983,https://letterboxd.com/Jadzcor/list/top-filmtuiter/detail,1
1470,21,12 Angry Men,1957,https://letterboxd.com/Jadzcor/list/top-filmtuiter/detail,1
1471,22,Rapture,1979,https://letterboxd.com/Jadzcor/list/top-filmtuiter/detail,1
1472,23,Raging Bull,1980,https://letterboxd.com/Jadzcor/list/top-filmtuiter/detail,1
1473,24,Happy Together,1997,https://letterboxd.com/Jadzcor/list/top-filmtuiter/detail,1
1474,25,Her,2013,https://letterboxd.com/Jadzcor/list/top-filmtuiter/detail,1
1475,1,The Docks of New York,1928,https://letterboxd.com/albertolechuga/list/top-filmtuiter/detail,5
1476,2,Let's Go with Pancho Villa!,1936,https://letterboxd.com/albertolechuga/list/top-filmtuiter/detail,4
1477,3,Yellow Sky,1948,https://letterboxd.com/albertolechuga/list/top-filmtuiter/detail,4
1478,4,Remember to Live,1953,https://letterboxd.com/albertolechuga/list/top-filmtuiter/detail,4
1479,5,The Criminal Life of Archibaldo de la Cruz,1955,https://letterboxd.com/albertolechuga/list/top-filmtuiter/detail,3
1480,6,An Affair to Remember,1957,https://letterboxd.com/albertolechuga/list/top-filmtuiter/detail,3
1481,7,The Last Sunset,1961,https://letterboxd.com/albertolechuga/list/top-filmtuiter/detail,3
1482,8,L'Eclisse,1962,https://letterboxd.com/albertolechuga/list/top-filmtuiter/detail,3
1483,9,High and Low,1963,https://letterboxd.com/albertolechuga/list/top-filmtuiter/detail,3
1484,10,7 Women,1966,https://letterboxd.com/albertolechuga/list/top-filmtuiter/detail,2
1485,11,Husbands,1970,https://letterboxd.com/albertolechuga/list/top-filmtuiter/detail,2
1486,12,The House in the Woods,1971,https://letterboxd.com/albertolechuga/list/top-filmtuiter/detail,2
1487,13,Sometimes a Great Notion,1971,https://letterboxd.com/albertolechuga/list/top-filmtuiter/detail,2
1488,14,Belladonna of Sadness,1973,https://letterboxd.com/albertolechuga/list/top-filmtuiter/detail,2
1489,15,Breezy,1973,https://letterboxd.com/albertolechuga/list/top-filmtuiter/detail,2
1490,16,Tale of Tales,1979,https://letterboxd.com/albertolechuga/list/top-filmtuiter/detail,2
1491,17,Smorgasbord,1983,https://letterboxd.com/albertolechuga/list/top-filmtuiter/detail,1
1492,18,El sur,1983,https://letterboxd.com/albertolechuga/list/top-filmtuiter/detail,1
1493,19,Carlito's Way,1993,https://letterboxd.com/albertolechuga/list/top-filmtuiter/detail,1
1494,20,The Last Days of Disco,1998,https://letterboxd.com/albertolechuga/list/top-filmtuiter/detail,1
1495,21,The Brown Bunny,2003,https://letterboxd.com/albertolechuga/list/top-filmtuiter/detail,1
1496,22,Miami Vice,2006,https://letterboxd.com/albertolechuga/list/top-filmtuiter/detail,1
1497,23,The Wind Rises,2013,https://letterboxd.com/albertolechuga/list/top-filmtuiter/detail,1
1498,24,Under the Silver Lake,2018,https://letterboxd.com/albertolechuga/list/top-filmtuiter/detail,1
1499,25,Two-Lane Blacktop,1971,https://letterboxd.com/albertolechuga/list/top-filmtuiter/detail,1
1500,1,Mulholland Drive,2001,https://letterboxd.com/albertsyco_/list/top-filmtuiter/detail,5
1501,2,Vertigo,1958,https://letterboxd.com/albertsyco_/list/top-filmtuiter/detail,4
1502,3,Signs,2002,https://letterboxd.com/albertsyco_/list/top-filmtuiter/detail,4
1503,4,There's Always Tomorrow,1955,https://letterboxd.com/albertsyco_/list/top-filmtuiter/detail,4
1504,5,Heat,1995,https://letterboxd.com/albertsyco_/list/top-filmtuiter/detail,3
1505,6,The Texas Chain Saw Massacre,1974,https://letterboxd.com/albertsyco_/list/top-filmtuiter/detail,3
1506,7,The Man Who Shot Liberty Valance,1962,https://letterboxd.com/albertsyco_/list/top-filmtuiter/detail,3
1507,8,Blow Out,1981,https://letterboxd.com/albertsyco_/list/top-filmtuiter/detail,3
1508,9,Basic Instinct,1992,https://letterboxd.com/albertsyco_/list/top-filmtuiter/detail,3
1509,10,Halloween,1978,https://letterboxd.com/albertsyco_/list/top-filmtuiter/detail,2
1510,11,Spirited Away,2001,https://letterboxd.com/albertsyco_/list/top-filmtuiter/detail,2
1511,12,Rear Window,1954,https://letterboxd.com/albertsyco_/list/top-filmtuiter/detail,2
1512,13,Tea and Sympathy,1956,https://letterboxd.com/albertsyco_/list/top-filmtuiter/detail,2
1513,14,Spider-Man 2,2004,https://letterboxd.com/albertsyco_/list/top-filmtuiter/detail,2
1514,15,Contempt,1963,https://letterboxd.com/albertsyco_/list/top-filmtuiter/detail,2
1515,16,Notorious,1946,https://letterboxd.com/albertsyco_/list/top-filmtuiter/detail,2
1516,17,"Jeanne Dielman, 23, Quai du Commerce 1080 Bruxelles",1975,https://letterboxd.com/albertsyco_/list/top-filmtuiter/detail,1
1517,18,El sur,1983,https://letterboxd.com/albertsyco_/list/top-filmtuiter/detail,1
1518,19,Strange Days,1995,https://letterboxd.com/albertsyco_/list/top-filmtuiter/detail,1
1519,20,Man's Favorite Sport?,1964,https://letterboxd.com/albertsyco_/list/top-filmtuiter/detail,1
1520,21,Written on the Wind,1956,https://letterboxd.com/albertsyco_/list/top-filmtuiter/detail,1
1521,22,"Sherlock, Jr.",1924,https://letterboxd.com/albertsyco_/list/top-filmtuiter/detail,1
1522,23,Vitalina Varela,2019,https://letterboxd.com/albertsyco_/list/top-filmtuiter/detail,1
1523,24,Double Indemnity,1944,https://letterboxd.com/albertsyco_/list/top-filmtuiter/detail,1
1524,25,Crash,1996,https://letterboxd.com/albertsyco_/list/top-filmtuiter/detail,1
1525,1,Man's Favorite Sport?,1964,https://letterboxd.com/A_DE_LA_HOZ/list/top-filmtuiter/detail,5
1526,2,Rear Window,1954,https://letterboxd.com/A_DE_LA_HOZ/list/top-filmtuiter/detail,4
1527,3,Apocalypse Now,1979,https://letterboxd.com/A_DE_LA_HOZ/list/top-filmtuiter/detail,4
1528,4,Germany Year Zero,1948,https://letterboxd.com/A_DE_LA_HOZ/list/top-filmtuiter/detail,4
1529,5,Doctor Zhivago,1965,https://letterboxd.com/A_DE_LA_HOZ/list/top-filmtuiter/detail,3
1530,6,The Deer Hunter,1978,https://letterboxd.com/A_DE_LA_HOZ/list/top-filmtuiter/detail,3
1531,7,Rocco and His Brothers,1960,https://letterboxd.com/A_DE_LA_HOZ/list/top-filmtuiter/detail,3
1532,8,2001: A Space Odyssey,1968,https://letterboxd.com/A_DE_LA_HOZ/list/top-filmtuiter/detail,3
1533,9,Blue Velvet,1986,https://letterboxd.com/A_DE_LA_HOZ/list/top-filmtuiter/detail,3
1534,10,Blade Runner,1982,https://letterboxd.com/A_DE_LA_HOZ/list/top-filmtuiter/detail,2
1535,11,Taxi Driver,1976,https://letterboxd.com/A_DE_LA_HOZ/list/top-filmtuiter/detail,2
1536,12,An Affair to Remember,1957,https://letterboxd.com/A_DE_LA_HOZ/list/top-filmtuiter/detail,2
1537,13,Casablanca,1942,https://letterboxd.com/A_DE_LA_HOZ/list/top-filmtuiter/detail,2
1538,14,Late Autumn,1960,https://letterboxd.com/A_DE_LA_HOZ/list/top-filmtuiter/detail,2
1539,15,Touch of Evil,1958,https://letterboxd.com/A_DE_LA_HOZ/list/top-filmtuiter/detail,2
1540,16,Viridiana,1961,https://letterboxd.com/A_DE_LA_HOZ/list/top-filmtuiter/detail,2
1541,17,Some Like It Hot,1959,https://letterboxd.com/A_DE_LA_HOZ/list/top-filmtuiter/detail,1
1542,18,The Quiet Man,1952,https://letterboxd.com/A_DE_LA_HOZ/list/top-filmtuiter/detail,1
1543,19,Hour of the Wolf,1968,https://letterboxd.com/A_DE_LA_HOZ/list/top-filmtuiter/detail,1
1544,20,Sunrise: A Song of Two Humans,1927,https://letterboxd.com/A_DE_LA_HOZ/list/top-filmtuiter/detail,1
1545,21,Sansho the Bailiff,1954,https://letterboxd.com/A_DE_LA_HOZ/list/top-filmtuiter/detail,1
1546,22,Day of Wrath,1943,https://letterboxd.com/A_DE_LA_HOZ/list/top-filmtuiter/detail,1
1547,23,Out of the Past,1947,https://letterboxd.com/A_DE_LA_HOZ/list/top-filmtuiter/detail,1
1548,24,Le Trou,1960,https://letterboxd.com/A_DE_LA_HOZ/list/top-filmtuiter/detail,1
1549,25,Umberto D.,1952,https://letterboxd.com/A_DE_LA_HOZ/list/top-filmtuiter/detail,1
1550,1,Lucky Star,1929,https://letterboxd.com/nichedeath/list/top-filmtuiter/detail,5
1551,2,Street Scene,1931,https://letterboxd.com/nichedeath/list/top-filmtuiter/detail,4
1552,3,The Long Gray Line,1955,https://letterboxd.com/nichedeath/list/top-filmtuiter/detail,4
1553,4,Francisca,1981,https://letterboxd.com/nichedeath/list/top-filmtuiter/detail,4
1554,5,Stella Dallas,1937,https://letterboxd.com/nichedeath/list/top-filmtuiter/detail,3
1555,6,Smilin' Through,1941,https://letterboxd.com/nichedeath/list/top-filmtuiter/detail,3
1556,7,Othon,1970,https://letterboxd.com/nichedeath/list/top-filmtuiter/detail,3
1557,8,Bells Are Ringing,1960,https://letterboxd.com/nichedeath/list/top-filmtuiter/detail,3
1558,9,Moonrise,1948,https://letterboxd.com/nichedeath/list/top-filmtuiter/detail,3
1559,10,Sansho the Bailiff,1954,https://letterboxd.com/nichedeath/list/top-filmtuiter/detail,2
1560,11,Doomed Love,1978,https://letterboxd.com/nichedeath/list/top-filmtuiter/detail,2
1561,12,La Belle Noiseuse,1991,https://letterboxd.com/nichedeath/list/top-filmtuiter/detail,2
1562,13,The Sound of the Shaking Earth,1990,https://letterboxd.com/nichedeath/list/top-filmtuiter/detail,2
1563,14,Lili,1953,https://letterboxd.com/nichedeath/list/top-filmtuiter/detail,2
1564,15,Ordet,1955,https://letterboxd.com/nichedeath/list/top-filmtuiter/detail,2
1565,16,Yearning,1964,https://letterboxd.com/nichedeath/list/top-filmtuiter/detail,2
1566,17,Enthusiasm,1930,https://letterboxd.com/nichedeath/list/top-filmtuiter/detail,1
1567,18,The Tiger of Eschnapur,1959,https://letterboxd.com/nichedeath/list/top-filmtuiter/detail,1
1568,19,Happy Ghost III,1986,https://letterboxd.com/nichedeath/list/top-filmtuiter/detail,1
1569,20,Ruby Gentry,1952,https://letterboxd.com/nichedeath/list/top-filmtuiter/detail,1
1570,21,Dilwale Dulhania Le Jayenge,1995,https://letterboxd.com/nichedeath/list/top-filmtuiter/detail,1
1571,22,River of Gold,1998,https://letterboxd.com/nichedeath/list/top-filmtuiter/detail,1
1572,23,Halloween,1978,https://letterboxd.com/nichedeath/list/top-filmtuiter/detail,1
1573,24,Mind of Clay,1985,https://letterboxd.com/nichedeath/list/top-filmtuiter/detail,1
1574,25,My Darling Clementine,1946,https://letterboxd.com/nichedeath/list/top-filmtuiter/detail,1
1575,26,Island of Loves,1982,https://letterboxd.com/nichedeath/list/top-filmtuiter/detail,0
1576,27,Stars in My Crown,1950,https://letterboxd.com/nichedeath/list/top-filmtuiter/detail,0
1577,1,Heat,1995,https://letterboxd.com/fvlluis/list/top-filmtuiter/detail,5
1578,2,It's Such a Beautiful Day,2012,https://letterboxd.com/fvlluis/list/top-filmtuiter/detail,4
1579,3,Nocturama,2016,https://letterboxd.com/fvlluis/list/top-filmtuiter/detail,4
1580,4,Unstoppable,2010,https://letterboxd.com/fvlluis/list/top-filmtuiter/detail,4
1581,5,Sans Soleil,1983,https://letterboxd.com/fvlluis/list/top-filmtuiter/detail,3
1582,6,Speed Racer,2008,https://letterboxd.com/fvlluis/list/top-filmtuiter/detail,3
1583,7,Point Break,1991,https://letterboxd.com/fvlluis/list/top-filmtuiter/detail,3
1584,8,Beau Travail,1999,https://letterboxd.com/fvlluis/list/top-filmtuiter/detail,3
1585,9,Johnny Guitar,1954,https://letterboxd.com/fvlluis/list/top-filmtuiter/detail,3
1586,10,Mulholland Drive,2001,https://letterboxd.com/fvlluis/list/top-filmtuiter/detail,2
1587,11,Train of Shadows,1997,https://letterboxd.com/fvlluis/list/top-filmtuiter/detail,2
1588,12,L'Argent,1983,https://letterboxd.com/fvlluis/list/top-filmtuiter/detail,2
1589,13,Antigone,1992,https://letterboxd.com/fvlluis/list/top-filmtuiter/detail,2
1590,14,News from Home,1976,https://letterboxd.com/fvlluis/list/top-filmtuiter/detail,2
1591,15,Resident Evil: Retribution,2012,https://letterboxd.com/fvlluis/list/top-filmtuiter/detail,2
1592,16,Go! Go! Go!,1964,https://letterboxd.com/fvlluis/list/top-filmtuiter/detail,2
1593,17,Wendy and Lucy,2008,https://letterboxd.com/fvlluis/list/top-filmtuiter/detail,1
1594,18,Ordet,1955,https://letterboxd.com/fvlluis/list/top-filmtuiter/detail,1
1595,19,Body Double,1984,https://letterboxd.com/fvlluis/list/top-filmtuiter/detail,1
1596,20,Last Year at Marienbad,1961,https://letterboxd.com/fvlluis/list/top-filmtuiter/detail,1
1597,21,Face/Off,1997,https://letterboxd.com/fvlluis/list/top-filmtuiter/detail,1
1598,22,As I Was Moving Ahead Occasionally I Saw Brief Glimpses of Beauty,2000,https://letterboxd.com/fvlluis/list/top-filmtuiter/detail,1
1599,23,L'Eclisse,1962,https://letterboxd.com/fvlluis/list/top-filmtuiter/detail,1
1600,24,Tabu,1931,https://letterboxd.com/fvlluis/list/top-filmtuiter/detail,1
1601,25,How Green Was My Valley,1941,https://letterboxd.com/fvlluis/list/top-filmtuiter/detail,1
1602,1,Cemetery of Splendor,2015,https://letterboxd.com/bonetellez/list/top-filmtuiter/detail,5
1603,2,All About Lily Chou-Chou,2001,https://letterboxd.com/bonetellez/list/top-filmtuiter/detail,4
1604,3,The Woman Who Ran,2020,https://letterboxd.com/bonetellez/list/top-filmtuiter/detail,4
1605,4,All Star Video,1985,https://letterboxd.com/bonetellez/list/top-filmtuiter/detail,4
1606,5,Turner,1987,https://letterboxd.com/bonetellez/list/top-filmtuiter/detail,3
1607,6,Cardcaptor Sakura: The Sealed Card,2000,https://letterboxd.com/bonetellez/list/top-filmtuiter/detail,3
1608,7,Magic Mike XXL,2015,https://letterboxd.com/bonetellez/list/top-filmtuiter/detail,3
1609,8,"Merry Christmas, Mr. Lawrence",1983,https://letterboxd.com/bonetellez/list/top-filmtuiter/detail,3
1610,9,On the Beach at Night Alone,2017,https://letterboxd.com/bonetellez/list/top-filmtuiter/detail,3
1611,10,August in the Water,1995,https://letterboxd.com/bonetellez/list/top-filmtuiter/detail,2
