Votos;Id_peli;Titulo;Popularidad;Rating;Fecha;Duracion;Pais;Idioma;Presupuesto;Ganancia;Generos;Director;Casting;Guion;Montaje;DOP;Resumen
1;148536;My Apprenticeship;0.983;6.4;1939;100;[];Pусский;0;0;[];['Mark Donskoy'];['Aleksei Lyarsky', 'Irina Zarubina', 'Varvara Massalitinova', 'Ye. Lilina', 'Ivan Kudryavtsev', 'N. Berezovskaya', 'Ye. Seleznyov', 'Darya Zerkalova', 'Aleksandr Timontayev', 'Mikhail Povolotsky', 'Nikolay Gorlov', 'Mikhail Troyanovsky', 'Vasili Novikov', 'Nikolai Plotnikov', 'N. Chugunov', 'Ivan Chuvelyov', 'V. Terentyev', 'Vladimir Maruta', 'Nikolai Valbert'];[];[];[];"Second entry in Russian director Mark Donskoy's ""Maxim Gorki"" trilogy. Picking up where 1938's My Childhood left off, the story covers the years in Gorki's life when the future writer (Alexei Lyarsky) was on his own, looking for a purpose and place in life."
1;39874;My Bloody Valentine;13.687;6.494;1981;90;Canada;English;2200000;5672031;['Horror', 'Thriller', 'Mystery'];['George Mihalka'];['Paul Kelman', 'Lori Hallier', 'Neil Affleck', 'Keith Knight', 'Cynthia Dale', 'Alf Humphreys', 'Helene Udy', 'Carl Marotte', 'Don Francks', 'Rob Stein', 'Thomas Kovacs', 'Peter Cowper', 'Terry Waterland', 'Jim Murchison', 'Gina Dick', 'Patricia Hamilton', 'Larry Reynolds', 'Jack Van Evera', 'Jeff Banks', 'Marguerite McNeil', 'Graham Whitehead'];[];['Rit Wallis', 'Gérald Vansier'];['Rodney Gibbons'];Twenty years ago in the sleepy mining town of Valentine Bluffs, a fatal mining disaster occurred on Valentine's Day while some of the crew was decorating for a party. The sole survivor of the accident killed the remaining crewmembers and warned the town not to celebrate Valentine's Day again. When a group of teenagers decides to defy that order, a murderous maniac in mining gear begins dispatching townsfolk in bloody and creative ways.
1;8129;My Name Is Joe;5.863;7.2;1998;105;France;English;0;0;['Drama', 'Romance', 'Crime'];['Ken Loach'];['Peter Mullan', 'Louise Goodall', 'David McKay', 'Gary Lewis', 'David Hayman', 'Lorraine McIntosh', 'Anne-Marie Kennedy', 'Stephen McCole', 'Stephen Docherty', 'David Peacock', 'Scott Hannah', 'Gordon McMurray', 'James McHendry', 'Simon Macallum', 'Paul Gillan', 'Paul Clark', 'Paul Doonan', 'Cary Carbin', 'Martin McCardie', 'James McNeish', 'Kevin Kelly', 'Brian Timoney', 'David Hough', 'Sandy West', 'John Comerford', 'Carol Pyper Rafferty', 'Elaine MacKenzie Ellis', 'Stewart Ennis', 'Andy Townsley', 'Ann Marie Lafferty', 'Bill Murdoch', 'Kate Black', 'Rab Affleck'];['Paul Laverty'];['Jonathan Morris'];['Barry Ackroyd'];Two thirtysomethings, unemployed former alcoholic Joe and community health worker Sarah, start a romantic relationship in the one of the toughest Glasgow neighbourhoods.
1;8392;My Neighbor Totoro;45.854;8.071;1988;86;Japan;日本語;3700000;45000000;['Fantasy', 'Animation', 'Family'];['Hayao Miyazaki'];['Noriko Hidaka', 'Hitoshi Takagi', 'Chika Sakamoto', 'Shigesato Itoi', 'Sumi Shimamoto', 'Tanie Kitabayashi', 'Masashi Hirose', 'Yûko Maruyama', 'Shigeru Chiba', 'Toshiyuki Amagasa'];[];['Takeshi Seyama'];['Mark Henley', 'Hisao Shirai'];Two sisters move to the country with their father in order to be closer to their hospitalized mother, and discover the surrounding trees are inhabited by Totoros, magical spirits of the forest. When the youngest runs away from home, the older sister seeks help from the spirits to find her.
1;13241;My Winnipeg;4.207;7.0;2007;80;Canada;English;0;0;['Comedy', 'Documentary', 'Drama', 'History'];['Guy Maddin'];['Ann Savage', 'Amy Stewart', 'Darcy Fehr', 'Louis Negin', 'Brendan Cade', 'Wesley Cade', 'Lou Profeta', 'Fred Dunsmore', 'Kate Yacula', 'Jacelyn Lobay', 'Eric Nipp', 'Jennifer Palichuk'];[];['John Gurdebeke'];['Jody Shapiro'];Fact, fantasy and memory are woven seamlessly together in a personal portrait of filmmaker Guy Maddin's hometown of Winnipeg, Manitoba.
1;18491;Neon Genesis Evangelion: The End of Evangelion;39.403;8.404;1997;87;Japan;日本語;0;20000000;['Drama', 'Animation', 'Science Fiction', 'Action'];['Hideaki Anno', 'Kazuya Tsurumaki'];['Megumi Ogata', 'Megumi Hayashibara', 'Kotono Mitsuishi', 'Yuko Miyamura', 'Fumihiko Tachiki', 'Miki Nagasawa', 'Takehito Koyasu', 'Hiro Yuuki', 'Yuriko Yamaguchi', 'Motomu Kiyokawa', 'Akira Ishida', 'Mugihito'];[];['Sachiko Miki'];['Hisao Shirai'];The second of two theatrically released follow-ups to the Neon Genesis Evangelion series. Comprising of two alternate episodes which were first intended to take the place of episodes 25 and 26, this finale answers many of the questions surrounding the series, while also opening up some new possibilities.
1;430214;Night Is Short, Walk on Girl;12.573;7.4;2017;93;Japan;日本語;0;3878208;['Comedy', 'Romance', 'Animation', 'Fantasy'];['Masaaki Yuasa'];['Gen Hoshino', 'Kana Hanazawa', 'Ami Koshimizu', 'Aoi Yuki', 'Hiroshi Kamiya', 'Chikara Honda', 'Hiroyuki Yoshino', 'Junichi Suwabe', 'Kazuhiro Yamaji', 'Kazuya Nakai', 'Mugihito', 'Nobuyuki Hiyama', 'Ryuji Akiyama', 'Seiko Niizuma', 'Sōichi Nakaoka', 'Yuko Kaida'];['Makoto Ueda'];['Akari Saito'];['Batiste Perron'];"As a group of university students go out for a night on the town, a sophomore known only as ""The Girl with Black Hair"" experiences a series of surreal encounters with the local nightlife – all the while unaware of the romantic longings of ""Senpai"", a senior student who has been creating increasingly fantastic and contrived reasons to run into her in an effort to win her heart."
1;653;Nosferatu;18.72;7.722;1922;94;Germany;No Language;0;19054;['Fantasy', 'Horror'];['F. W. Murnau'];['Max Schreck', 'Gustav von Wangenheim', 'Greta Schröder', 'Georg H. Schnell', 'Ruth Landshoff', 'Gustav Botz', 'Alexander Granach', 'John Gottowt', 'Max Nemetz', 'Wolfgang Heinz', 'Albert Venohr', 'Eric van Viele', 'Karl Etlinger', 'Guido Herzfeld', 'Hans Lanser-Rudolf', 'Loni Nest', 'Josef Sareny', 'Fanny Schreck', 'Hardy von Francois', 'Heinrich Witte'];['Henrik Galeen'];[];['Fritz Arno Wagner', 'Günther Krampf'];Vampire Count Orlok is interested in a new residence and in his real estate agent’s young wife. F. W. Murnau’s unauthorized adaptation of Bram Stoker’s “Dracula.”
1;257626;Notes of an Itinerant Performer;0.6;6.8;1941;98;Japan;日本語;0;0;['Drama'];['Hiroshi Shimizu'];['Yaeko Mizutani', 'Ken Uehara', 'Hideo Fujino', 'Kyoko Asagiri', 'Haruhiko Tsuda', 'Reikichi Kawamura', 'Hideko Kasuga', 'Minpei Tomimoto', 'Einosuke Naka', 'Hiroshi Mizuhara', 'Ryōtarō Mizushima', 'Hideo Takeda', 'Kanji Kawahara', 'Toshiaki Konoe', 'Chōko Iida', 'Jun Nemoto', 'M. Ukraintsev', 'Eiko Miyoshi', 'Shinichi Himori'];['Kihan Nagase', 'Taketaka Yagisawa'];['Yoshiyasu Hamamura'];['Suketarô Inokai'];"Uta’s mother died when she was six years old; her father she never met. She was forced to adopt a traveller’s life when her grandmother died, and now she is a dancer and part of a family of actors who travel from town to town, setting up street performances. A way of escape from this marginal existence arises when she gets the chance to move to tea merchant Hiramatsu’s place, where she is asked to teach his daughter to dance."
1;4780;Obsession;11.648;6.556;1976;99;United States of America;English;1400000;4468000;['Drama', 'Thriller', 'Mystery'];['Brian De Palma'];['Cliff Robertson', 'Geneviève Bujold', 'John Lithgow', 'Sylvia Kuumba Williams', 'Wanda Blackman', 'J. Patrick McNamara', 'Stanley J. Reyes', 'Nick Kreiger', 'Stocker Fontelieu', 'Don Hood', 'Andrea Esterhazy', 'Thomas Carr', 'Tom Felleghy', 'Nella Simoncini Barbieri', 'John Creamer', 'Regis Cordic', 'Loraine Despres', 'Clyde Ventura', 'Fain M. Cogrove', 'Robert Harper'];[];['Paul Hirsch'];['Vilmos Zsigmond'];New Orleans businessman Michael Courtland’s life is shattered when his wife and daughter are tragically killed in a botched kidnap rescue attempt. Many years later whilst visiting Italy he meets and falls in in love with Sandra Portinari, who bears a striking resemblance to his wife.
1;400059;Ociel Del Toa;0.6;5.0;1965;16;Cuba;[];0;0;['Documentary'];['Nicolás Guillén Landrián'];[];[];[];[];Ociel del Toa is a poetic vision of the lives and actions of the people along the Toa River, in the Oriente province of Cuba.
1;670;Oldboy;24.435;8.273;2003;120;South Korea;한국어/조선말;3000000;15194593;['Drama', 'Thriller', 'Mystery', 'Action'];['Park Chan-wook'];['Choi Min-sik', 'Yoo Ji-tae', 'Kang Hye-jung', 'Kim Byeong-ok', 'Ji Dae-han', 'Oh Dal-su', 'Lee Seung-shin', 'Yoon Jin-seo', 'Oh Tae-kyung', 'Yoo Yeon-seok', 'Yoo Il-han', 'Oh Gwang-rok', 'Park Myung-shin', 'Kim Su-hyun', 'Yong-ih', 'Seo Myeong-Seok', 'Mun Seong-Bok', 'Syd Lim', 'Lee Young-hee', 'Han Jae-duk', 'Kim San', 'Kwak Jung-ae', 'Yoon Jin-yul'];['Park Chan-wook', 'Hwang Jo-yoon', 'Lim Joon-hyung'];['Kim Sang-bum', 'Kim Jae-beom'];['Jeong Jeong-hun'];With no clue how he came to be imprisoned, drugged and tortured for 15 years, a desperate businessman seeks revenge on his captors.
1;654;On the Waterfront;13.471;8.0;1954;108;United States of America;English;910000;9600000;['Crime', 'Drama'];['Elia Kazan'];['Marlon Brando', 'Karl Malden', 'Lee J. Cobb', 'Eva Marie Saint', 'Rod Steiger', 'Pat Henning', 'Leif Erickson', 'James Westerfield', 'Tony Galento', 'Tami Mauriello', 'John F. Hamilton', 'John Heldabrand', 'Rudy Bond', 'Don Blackman', 'Arthur Keegan', 'Abe Simon', 'Martin Balsam', 'Michael V. Gazzo', 'Fred Gwynne', 'Pat Hingle', 'Scottie MacGregor', 'Nehemiah Persoff'];['Budd Schulberg'];['Gene Milford'];['Boris Kaufman'];Terry Malloy dreams about being a prize fighter, while tending his pigeons and running errands at the docks for Johnny Friendly, the corrupt boss of the dockers union. Terry witnesses a murder by two of Johnny's thugs, and later meets the dead man's sister and feels responsible for his death. She introduces him to Father Barry, who tries to force him to provide information for the courts that will smash the dock racketeers.
1;187602;Once More;1.932;5.0;1988;87;France;Français;0;0;['Drama'];['Paul Vecchiali'];['Jean-Louis Rolland', 'Florence Giorgetti', 'Pascale Rocard', 'Nicolas Silberg', 'Patrick Raynal', 'Séverine Vincent', 'Catherine Becker', 'Albert Dupontel', 'André Sallée', 'Marc Briones', 'Anne Richard', 'Marie-Christine Hervy', 'Pierre Sénélas', 'Michel Gautier', 'Dora Doll'];[];['Paul Vecchiali', 'Franck Mathieu'];['Georges Strouvé'];A man sick of his life, decides to leave his wife and find his happiness elsewhere. Along the way he meets a man with whom he falls in love.  The film covers a decade of his life, each scene taking place roughly during his daughter's birthday.
1;430;One, Two, Three;11.613;7.608;1961;115;United States of America;Deutsch;3000000;4000000;['Comedy'];['Billy Wilder'];['James Cagney', 'Liselotte Pulver', 'Horst Buchholz', 'Pamela Tiffin', 'Howard St. John', 'Loïs Bolton', 'Hanns Lothar', 'Karl Lieffen', 'Arlene Francis', 'Leon Askin', 'Ralf Wolter', 'Hubert von Meyerinck', 'Peter Capell', 'Til Kiwe', 'Henning Schlüter', 'Karl Ludwig Lindt', 'Christine Allen', 'John Allen', 'John Banner', 'Max Buchsbaum', 'Werner Buttler', 'Red Buttons', 'Paul Bös', 'Josef Coesfeld', 'Siegfried Dornbusch', 'Gernot Duda', 'Otto Friebel', 'Friedrich Hollaender', 'Rose Renée Roth', 'Sig Ruman', 'Helmut Schmid', 'Jaspar von Oertzen'];['Billy Wilder', 'I. A. L. Diamond'];['Daniel Mandell'];['Daniel L. Fapp'];C.R. MacNamara will do anything to get a promotion within the Coca-Cola company, including looking after boss W.P. Hazeltine's rebellious teenage daughter, Scarlett. When Scarlett visits Berlin, where C.R. is stationed, she reveals that she is married to a communist named Otto Piffl -- and C.R. recognizes that Otto's anti-establishment stance will clash with his boss's own political views, possibly jeopardizing his promotion.
1;237187;Pacific 231;0.723;6.4;1949;9;France;No Language;0;0;['Music'];['Jean Mitry'];[];[];['Jean Mitry', 'Marc Ducouret'];[];An engine moves from the roundhouse to a track where it couples with several passenger cars. At 2:10 in the afternoon, it starts a trip out of the station through the countryside to its destination. The film consists of a montage of shots, some close up, of the engine and its gears and wheels. With the accompanying ambient sounds and an orchestral score, the emphasis is on the engine's power and speed. Parallel lines of multiple tracks, telephone wires, and trees confirm a careful composition.
1;134374;Pain & Gain;59.84;6.222;2013;130;United States of America;English;25000000;87305549;['Crime', 'Action', 'Comedy'];['Michael Bay'];"['Mark Wahlberg', 'Dwayne Johnson', 'Anthony Mackie', 'Tony Shalhoub', 'Ed Harris', 'Rob Corddry', 'Bar Paly', 'Rebel Wilson', 'Ken Jeong', 'Michael Rispoli', 'Keili Lefkovitz', 'Vivi Pineda', 'Christopher Jestin Langstaff', 'Gustavo Escobar', 'Corinne Ferrer', 'Zack Moore', 'Kory Getman', 'Peter Stormare', 'Larry Hankin', 'Tony Plana', 'Brian Stepanek', 'Persei Caputo', 'Bill Kelly', 'Emily Rutherfurd', 'Wladimir Klitschko', 'Yolanthe Cabau', ""Anthony 'Ace' Thomas"", 'Kurt Angle', 'Jennifer Nicole Lee', 'Andrea Bennetti', 'Nikki Benz', 'Jessica Dykstra', 'Gwendalyn Barker', 'Vannessa Nevader']";['Christopher Markus', 'Stephen McFeely'];['Joel Negron', 'Tom Muldoon'];['Ben Seresin'];Daniel Lugo, manager of the Sun Gym in 1990s Miami, decides that there is only one way to achieve his version of the American dream: extortion. To achieve his goal, he recruits musclemen Paul and Adrian as accomplices. After several failed attempts, they abduct rich businessman Victor Kershaw and convince him to sign over all his assets to them. But when Kershaw makes it out alive, authorities are reluctant to believe his story.
1;8879;Pale Rider;18.518;7.2;1985;115;United States of America;English;6900000;41410568;['Western'];['Clint Eastwood'];['Clint Eastwood', 'Michael Moriarty', 'Carrie Snodgress', 'Chris Penn', 'Richard Dysart', 'Sydney Penny', 'Richard Kiel', 'Doug McGrath', 'John Russell', 'Charles Hallahan', 'Marvin J. McIntyre', 'Fran Ryan', 'Richard Hamilton', 'Graham Paul', 'Chuck Lafont', 'Jeffrey Weissman', 'Allen Keller', 'Randy Oglesby', 'Herman Poppe', 'Kathleen Wygle', 'Terrence Evans', 'Jim Hitson', 'Loren Adkins', 'Tom Friedkin', 'S.A. Griffin', 'Jack Radosta', 'Robert Winley', 'Billy Drago', 'Jeffrey Josephson', 'John Dennis Johnston', 'Michael Adams', 'Clay M. Lilley', 'Gene Hartline', 'R. L. Tolbert', 'Clifford Happy', 'Ross Loney', 'Larry Randles', 'Mike H. McGaughy', 'Jerry Gatlin', 'Lloyd Nelson', 'Jay K. Fishburn', 'George Orrison', 'Milton Murrill', 'Mike Munsey', 'Keith Dillin', 'Buddy Van Horn', 'Fritz Manes', 'Glenn Wright', 'Kate Britton'];['Dennis Shryack', 'Michael Butler'];['Joel Cox'];['Bruce Surtees'];A mysterious preacher protects a humble prospector village from a greedy mining company trying to encroach on their land.
1;43026;Paris Belongs to Us;4.419;6.63;1961;141;France;Français;0;0;['Drama', 'Mystery', 'Thriller'];['Jacques Rivette'];['Betty Schneider', 'Giani Esposito', 'Françoise Prévost', 'Daniel Crohem', 'François Maistre', 'Jean-Luc Godard', 'Jean-Claude Brialy', 'Jean-Marie Robain', 'Claude Chabrol', 'Jacques Demy'];[];['Denise de Casabianca'];['Charles L. Bitsch'];A young woman joins a theatrical troupe where she slowly believes that the director is involved with a secret group and that he is in grave danger.
1;655;Paris, Texas;13.269;8.1;1984;145;France;Español;1746964;2181987;['Drama'];['Wim Wenders'];['Harry Dean Stanton', 'Nastassja Kinski', 'Dean Stockwell', 'Hunter Carson', 'Aurore Clément', 'Bernhard Wicki', 'John Lurie', 'Jeni Vici', 'Sally Norvell', 'Socorro Valdez', 'Claresie Mobley', 'Viva', 'Tom Farrell', 'Sam Berry', 'Edward Fayton', 'Justin Hogg', 'Sharon Menzel', 'The Mydolls', 'Brandy Tipton'];[];['Peter Przygodda'];['Robby Müller'];A man wanders out of the desert not knowing who he is. His brother finds him, and helps to pull his memory back of the life he led before he walked out on his family and disappeared four years earlier.
1;26242;Park Row;3.413;6.64;1952;83;United States of America;English;0;0;['Drama', 'Thriller'];['Samuel Fuller'];"['Gene Evans', 'Mary Welch', 'Bela Kovacs', 'Herbert Heyes', 'Tina Pine', ""George O'Hanlon"", 'J. M. Kerrigan', 'Forrest Taylor', 'Don Orlando', 'Neyle Morrow', 'Dick Elliott', 'Stuart Randall', 'Dee Pollock', 'Hal K. Dawson', 'Jean Del Val', 'Charles Horvath', 'Frank Marlowe', ""'Snub' Pollard"", 'Stanley Price']";[];['Philip Cahn'];['John L. Russell'];In New York's 1880's newspaper district a dedicated journalist manages to set up his own paper. It is an immediate success but attracts increasing opposition from one of the bigger papers and its newspaper heiress owner.
1;536574;Pas de ciel;0.6;0.0;1987;29;France;No Language;0;0;[];['Teo Hernández'];['Bernardo Montet'];[];[];[];“Specially created for the Rencontre Danse / Image in Chateauvallon, this film is the result of the encounter, confrontation and then the almost miraculous match between the light and violent camera of Téo HERNANDEZ and the dancer-choreographer Bernardo Montet in the midst of improvisation. A body between sea and sky, the silent presence of the wind, a few birds: the elements of a fundamental mythology transformed into lyrical abstraction.”
1;26606;Performance;8.345;6.9;1970;106;United Kingdom;English;0;0;['Crime', 'Drama', 'Music'];['Nicolas Roeg', 'Donald Cammell'];['James Fox', 'Mick Jagger', 'Anita Pallenberg', 'Michèle Breton', 'Ann Sidney', 'John Bindon', 'Johnny Shannon', 'Anthony Valentine', 'Kenneth Colley', 'Stanley Meadows', 'Allan Cuthbertson', 'Anthony Morton', 'John Sterland', 'Laraine Wickens', 'Edmond Bennett', 'Helen Booth', 'John Caesar', 'Jay Denyer', 'Terry Duggan', 'Leon Eagles', 'Jane Lapotaire', 'Reg Lye', 'Ian McShane', 'Billy Murray', 'Mary Quinn', 'Anthony Roye'];['Donald Cammell'];['Frank Mazzola', 'Antony Gibbs', 'Brian Smedley-Aston', 'Tony Palmer'];['Nicolas Roeg'];Young gangster Chas Devlin seeks refuge from the mob in a basement belonging to a reclusive, fading rock star Turner.
1;202506;Phantom Limb;0.982;6.9;2005;28;United States of America;English;0;0;['Documentary'];['Jay Rosenblatt'];['Beverly Berning', 'Tyler Cassity', 'Chris Cornet'];[];[];[];The death of my seven-year-old brother when I was nine remains a painful and haunting memory. My parents did not know how to cope with the loss of their child and the entire family experienced indescribable pain. Phantom Limb uses this personal story as a point of departure. Whether it is a loss through death or divorce, the stages of grieving are the same. Individuals often go through denial, anger, bargaining, depression and, ultimately, some kind of acceptance, in order to heal. The film is loosely structured according to these stages. Interspersed throughout this poetic documentary are interviews with a cemetery owner, a phantom limb patient and an author of a book about evidence for life after death. Phantom Limb reminds viewers that while grief is painful and isolating, it is a reminder to each of us that life is impermanent. - Jay Rosenblatt
1;60811;Ping Pong the Animation;21.678;8.3;2014;0;Japan;普通话;0;0;['Animation', 'Drama'];[];['Koki Uchiyama', 'Fukujuro Katayama', 'Yousei Bun', 'Shunsuke Sakuya', 'Subaru Kimura', 'Yûsaku Yara', 'Masako Nozawa'];[];['Kashiko Kimura'];['Shunsuke Nakamura'];Teenage boys Peco and Smile grew up playing table tennis together and now face grueling competition, forcing them to grow as both athletes and men.
1;93481;Pièce touchée;0.76;5.6;1989;16;Austria;No Language;0;0;[];['Martin Arnold'];[];[];[];[];"Arnold's source material is a piece of footage from the 1950s, eighteen seconds long and very typical for the period. A quiet take: A living room, a woman in an armchair. Her husband opens the door, kisses her, then moves out of the picture accompanied by a camera pan, his wife follows after him. In Arnold's film the sequence takes 16 minutes. Cadre by cadre, it becomes an exciting tango of movements. But Pièce Touchée is more than just a matter of forms; The reflections, distortions and delays it displays challenge cinema's stable system of space and time."
1;13681;Places in the Heart;6.652;7.2;1984;111;United States of America;English;0;0;['Drama'];['Robert Benton'];"['Sally Field', 'Lindsay Crouse', 'John Malkovich', 'Danny Glover', 'Ed Harris', 'Ray Baker', 'Amy Madigan', ""Terry O'Quinn"", 'Bert Remsen', 'Jay Patterson', 'Toni Hudson', ""De'voreaux White"", 'Jerry Haynes', 'Yankton Hatten', 'Gennie James', 'Lane Smith']";[];['Carol Littleton'];['Néstor Almendros'];In 1930s Texas, a widow and her family fight to save their home by harvesting cotton.
1;370490;Plumb Line;0.6;5.8;1971;15;[];English;0;0;[];['Carolee Schneemann'];['Carolee Schneemann'];[];[];[];The dissolution of a relationship unravels through visual and aural equivalences. Schneemann splits and recomposes actions of the lovers in a streaming montage of disruptive permutations: 8 mm is printed as 16 mm, moving images freeze, frames recur and dissolve until the film bursts into flames, consuming its own substance. Sound: Carolee Schneemann. -- EAI
1;341012;Popstar: Never Stop Never Stopping;15.135;6.618;2016;86;United States of America;English;20000000;9496130;['Comedy', 'Music'];['Akiva Schaffer', 'Jorma Taccone'];"['Andy Samberg', 'Jorma Taccone', 'Akiva Schaffer', 'Sarah Silverman', 'Tim Meadows', 'Maya Rudolph', 'Joan Cusack', 'Imogen Poots', 'Chris Redd', 'Edgar Blackmon', 'James Buckley', 'Evan Fine', 'Maxwell Jenkins', 'Elliott Smith', 'Questlove', 'Carrie Underwood', 'Nas', 'Usher', '50 Cent', 'Nicholas Azarian', 'Ringo Starr', 'Simon Cowell', 'Adam Levine', 'Akon', 'Mariah Carey', 'Ashley Moore', 'Danny Strong', 'Pink', 'Big Boy', 'DJ Khaled', 'A$AP Rocky', 'Kevin Nealon', 'Mario López', 'Patricia Schaffer', 'James Hegarty', 'Walker William Borba', 'Will Arnett', 'Chelsea Peretti', 'Mike Birbiglia', 'Eric André', 'Emma Stone', 'Justin Timberlake', 'Bill Hader', 'Joanna Newsom', 'Jonah Goldstein', 'Andre Hyland', 'Mike E. Winfield', 'Danger Mouse', 'RZA', 'Chester Tam', 'T.I.', 'Pharrell Williams', 'Seal', 'Paul Scheer', 'Christine Krumme', 'Adrien Finkel', 'Ben Newell', 'Joy Lanceta', 'Keith Love', 'Alison Sluiter', 'Isis Brown', 'Walter Jones', 'Jimmy Fallon', 'Win Butler', 'Régine Chassagne', 'Steve Higgins', 'Derek Maers', 'Alison Rich', 'Martin Sheen', 'Will Forte', 'Marielle Heller', 'Snoop Dogg', 'Ithamar Enriquez', 'Liz Cackowski', ""'Weird Al' Yankovic"", 'Michael Bolton', 'Kirk Douglas', ""James 'Kamal' Gray"", 'Damon Bryson', 'David Guy Levy', 'Mark Kelley', 'James Poyser', 'Ian Hendrickson-Smith', 'Tariq Trotter', 'Frankie Knuckles', 'Manwé Sauls-Addison', 'Leah Adler', 'Carly Anderson', 'Carlena Britch', 'Dan Castiglione', 'Amanda Cleghorn', 'Krystal Ellsworth', 'Brandon Henschel', 'Calvit Hodge', 'Caitlynn Lawson', 'Alicia Mazepa', 'Allie Meixner', 'Kyle Robinson', 'Stephanie Scull', 'Ashley Seldon', 'Nikeva Stapleton', 'Chelsea Traille', 'Nathaniel Trasoras', 'C. J. Tyson', 'Robert Roldan', 'Cameron Brinkman', 'Jasmine Hester', 'Sandra Rosko', 'Lili Sepe', 'Brandon Van Vliet', 'Madeleine Wade', 'Dave Franco', 'Miley Cyrus', 'Ed Sheeran', 'Justin Bieber', 'Katy Perry', 'Halle Arbaugh']";[];['Craig Alpert', 'Jamie Gross', 'Stacey Schroeder'];['Brandon Trost'];When his new album fails to sell records, pop/rap superstar Conner4real goes into a major tailspin and watches his celebrity high life begin to collapse. He'll try anything to bounce back, anything except reuniting with his old rap group The Style Boyz.
1;46045;Portrait of Madame Yuki;1.094;6.4;1950;88;Japan;日本語;0;0;['Drama'];['Kenji Mizoguchi'];['Michiyo Kogure', 'Ken Uehara', 'Eijirō Yanagi', 'Yoshiko Kuga', 'Haruya Katô', 'Yuriko Hamada', 'Kumeko Urabe', 'Shizue Natsukawa', 'Sō Yamamura', 'Toshi Komori', 'Rei Ishikawa', 'Makoto Matsuzaki', 'Shirô Mizuki', 'Haruo Tanaka'];['Kazuo Funahashi'];['Toshio Gotô'];['Jôji Ohara'];Hamako has just started working for her personal hero, Madame Yuki. Her romanticized view of the Madame is broken immediately, though, as she is introduced with a ever-growing list of the Madame’s personal problems.
1;531428;Portrait of a Lady on Fire;23.138;8.216;2019;120;France;Italiano;5740000;9923127;['Drama', 'Romance'];['Céline Sciamma'];['Noémie Merlant', 'Adèle Haenel', 'Luàna Bajrami', 'Valeria Golino', 'Christel Baras', 'Armande Boulanger', 'Guy Delamarche', 'Clément Bouyssou', 'Michèle Clément', 'Cécile Morel'];['Céline Sciamma'];['Julien Lacheray'];['Claire Mathon'];On an isolated island in Brittany at the end of the eighteenth century, a female painter is obliged to paint a wedding portrait of a young woman.
1;124485;Portrait of a Young Girl at the End of the 60s in Brussels;2.833;7.313;1994;60;Belgium;Français;0;0;['Drama', 'TV Movie', 'Romance'];['Chantal Akerman'];['Circé Lethem', 'Julien Rassam', 'Joëlle Marlier', 'Cynthia Rodberg'];[];['Martine Lebon'];['Raymond Fromont'];The main character, Michele, spends the hour discussing her views of life with some old and new friends, and tries to understand her own feelings about her place in the world and her sexuality, while a camera follows along at close range.
1;332755;Possibly in Michigan;4.144;7.6;1983;12;United States of America;English;0;0;['Horror', 'Music', 'Fantasy'];['Cecelia Condit'];['Jill Sands', 'Karen Skladany', 'Bill Blume'];[];['David Narosny'];[];A musical horror story about two young women who are stalked through a shopping mall by a cannibal. He follows them home, and here the victims become the aggressors.
1;50696;Profound Desires of the Gods;5.642;7.4;1968;173;Japan;日本語;0;0;['Drama'];['Shôhei Imamura'];['Rentaro Mikuni', 'Chōichirō Kawarasaki', 'Kazuo Kitamura', 'Hideko Okiyama', 'Yoshi Katō', 'Yasuko Matsui', 'Kanjūrō Arashi', 'Kazuhiko Hasegawa', 'Hōsei Komatsu', 'Chikako Hosokawa', 'Jun Hamamura', 'Chikage Oogi'];[];['Mutsuo Tanji'];['Masao Tochizawa'];Tokyo engineer Kariya arrives on a primitive tropical island, where he interacts with the Futori clan, to drill a well to power a sugar mill.
1;26761;Pursued;8.789;6.464;1947;101;United States of America;English;0;0;['Western'];['Raoul Walsh'];['Teresa Wright', 'Robert Mitchum', 'Judith Anderson', 'Dean Jagger', 'Alan Hale', 'John Rodney', 'Harry Carey, Jr.', 'Clifton Young', 'Ernest Severn', 'Charles Bates', 'Peggy Miller', 'Norman Jolley', 'Lane Chandler', 'Elmer Ellingwood', 'Jack Montgomery', 'Erville Alderson', 'Walter Bacon', 'Rudy Bowman', 'Virginia Brissac', 'Russ Clark', 'Ben Corbett', 'Jack Davis', 'Lester Dorr', 'Tom Fadden', 'Carl Harbaugh', 'Al Kunde', 'Harry Lamont', 'Mickey Little', 'Ian MacDonald', 'Charles Miller', 'Sherman Sanders', 'Paul Scardon', 'Allen D. Sewall', 'William Sundholm', 'Eddy Waller', 'Crane Whitley', 'Ian Wolfe'];['Niven Busch'];['Christian Nyby'];['James Wong Howe'];A boy haunted by nightmares about the night his entire family was murdered is brought up by a neighboring family in the 1880s. He falls for his lovely adoptive sister but his nasty adoptive brother and mysterious uncle want him dead.
1;125;Railway Station;1.365;5.9;1980;13;Poland;Polski;0;0;['Documentary'];['Krzysztof Kieślowski'];[];[];[];['Witold Stok'];Kieslowski’s later film Dworzec (Station, 1980) portrays the atmosphere at Central Station in Warsaw after the rush hour.
