url_peli,Title,Year,tmdb_type,tmdb_id
/film/on-the-silver-globe/,On the Silver Globe,1988,movie,27072.0
/film/ordinary-people/,Ordinary People,1980,movie,16619.0
/film/white-wedding/,White Wedding,1989,movie,37533.0
/film/my-dear-subject/,My Dear Subject,1988,movie,340258.0
/film/stranger-than-paradise/,Stranger Than Paradise,1984,movie,469.0
/film/in-the-white-city/,In the White City,1983,movie,33802.0
/film/the-4th-man/,The 4th Man,1983,movie,29140.0
/film/the-beyond/,The Beyond,1981,movie,19204.0
/film/and-the-ship-sails-on/,And the Ship Sails On,1983,movie,5622.0
/film/identification-of-a-woman/,Identification of a Woman,1982,movie,53234.0
/film/robocop/,RoboCop,1987,movie,5548.0
/film/tongues-untied/,Tongues Untied,1989,movie,97049.0
/film/windschaduw/,Windschaduw,1986,movie,523491.0
/film/koyaanisqatsi/,Koyaanisqatsi,1982,movie,11314.0
/film/out-of-the-blue/,Out of the Blue,1980,movie,39269.0
/film/veronika-voss/,Veronika Voss,1982,movie,2262.0
/film/down-by-law/,Down by Law,1986,movie,1554.0
/film/tetsuo-the-iron-man/,Tetsuo: The Iron Man,1989,movie,41428.0
/film/evening-rain/,Evening Rain,1980,movie,259034.0
/film/the-fly-1986/,The Fly,1986,movie,9426.0
/film/the-verdict-1982/,The Verdict,1982,movie,24226.0
/film/zelig/,Zelig,1983,movie,11030.0
/film/born-in-flames/,Born in Flames,1983,movie,36832.0
/film/christiane-f/,Christiane F.,1981,movie,9589.0
/film/the-breakfast-club/,The Breakfast Club,1985,movie,2108.0
/film/the-fog/,The Fog,1980,movie,790.0
/film/the-purple-rose-of-cairo/,The Purple Rose of Cairo,1985,movie,10849.0
/film/deed-undone/,Deed Undone,1989,movie,456333.0
/film/golden-eighties/,Golden Eighties,1986,movie,63763.0
/film/dressed-to-kill-1980/,Dressed to Kill,1980,movie,11033.0
/film/the-seventh-continent/,The Seventh Continent,1989,movie,32761.0
/film/tampopo/,Tampopo,1985,movie,11830.0
