Title,Year,Review
Parting Glances,1986,2 puntos con 2 menciones
Stage Fright,1987,2 puntos con 2 menciones
The Black Tower,1987,2 puntos con 2 menciones
The Girl Who Leapt Through Time,1983,2 puntos con 2 menciones
The Texas Chainsaw Massacre 2,1986,2 puntos con 2 menciones
Walker,1987,2 puntos con 2 menciones
'Round Midnight,1986,2 puntos con 1 menciones
A Short Film About Killing,1988,2 puntos con 1 menciones
Animación en la sala de espera,1981,2 puntos con 1 menciones
Another Woman,1988,2 puntos con 1 menciones
Artificial Paradise,1986,2 puntos con 1 menciones
Assa,1987,2 puntos con 1 menciones
Babette's Feast,1987,2 puntos con 1 menciones
Barcelona sur,1981,2 puntos con 1 menciones
Berta's Motives,1984,2 puntos con 1 menciones
Brain Damage,1988,2 puntos con 1 menciones
Brick by Brick,1982,2 puntos con 1 menciones
Cobra,1986,2 puntos con 1 menciones
Conan the Barbarian,1982,2 puntos con 1 menciones
Course Completed,1987,2 puntos con 1 menciones
Daniel,1983,2 puntos con 1 menciones
Danton,1983,2 puntos con 1 menciones
Day of the Idiots,1981,2 puntos con 1 menciones
Don't Cry for Salim the Lame,1989,2 puntos con 1 menciones
Door,1988,2 puntos con 1 menciones
Effeuiller l'acanthe,1987,2 puntos con 1 menciones
Engram,1987,2 puntos con 1 menciones
Esthappan,1980,2 puntos con 1 menciones
First Blood,1982,2 puntos con 1 menciones
Flying Images,1989,2 puntos con 1 menciones
Forest of Bliss,1986,2 puntos con 1 menciones
Good Riddance,1980,2 puntos con 1 menciones
Gosenzo-sama Banbanzai!,1989,2 puntos con 1 menciones
Halloween III: Season of the Witch,1982,2 puntos con 1 menciones
Hay que deshacer la casa,1986,2 puntos con 1 menciones
Heimat,1984,2 puntos con 1 menciones
I... for Icarus,1979,2 puntos con 1 menciones
Image Noise (Osmin's Windows),1984,2 puntos con 1 menciones
July,1988,2 puntos con 1 menciones
Last Romance,1988,2 puntos con 1 menciones
Letters Home,1986,2 puntos con 1 menciones
Lev Tolstoy,1984,2 puntos con 1 menciones
Lianna,1983,2 puntos con 1 menciones
Lola,1981,2 puntos con 1 menciones
Loulou,1980,2 puntos con 1 menciones
Love Around the Corner,1986,2 puntos con 1 menciones
"Mary Poppins, Goodbye",1984,2 puntos con 1 menciones
Maternal Filigree,1980,2 puntos con 1 menciones
Muscle,1989,2 puntos con 1 menciones
My Bodyguard,1980,2 puntos con 1 menciones
My Twentieth Century,1989,2 puntos con 1 menciones
Next of Kin,1984,2 puntos con 1 menciones
Noisy Requiem,1988,2 puntos con 1 menciones
One Day Pina Asked...,1983,2 puntos con 1 menciones
"Our Voice of Earth, Memory and Future",1982,2 puntos con 1 menciones
Peggy Sue Got Married,1986,2 puntos con 1 menciones
Pelle the Conqueror,1987,2 puntos con 1 menciones
"Planes, Trains and Automobiles",1987,2 puntos con 1 menciones
Portrait of a Lazy Woman,1986,2 puntos con 1 menciones
Possibly in Michigan,1983,2 puntos con 1 menciones
Quest for Fire,1981,2 puntos con 1 menciones
Rapture,1979,2 puntos con 1 menciones
Repentance,1984,2 puntos con 1 menciones
Repo Man,1984,2 puntos con 1 menciones
Sequences...,1982,2 puntos con 1 menciones
Smithereens,1982,2 puntos con 1 menciones
Smooth Talk,1985,2 puntos con 1 menciones
Sparsh,1980,2 puntos con 1 menciones
Station,1981,2 puntos con 1 menciones
Stico,1985,2 puntos con 1 menciones
Street of Crocodiles,1986,2 puntos con 1 menciones
Tales from the Gimli Hospital,1988,2 puntos con 1 menciones
The Angel,1982,2 puntos con 1 menciones
The Big Red One,1980,2 puntos con 1 menciones
The Black Cannon Incident,1985,2 puntos con 1 menciones
The Decline of Western Civilization,1981,2 puntos con 1 menciones
The Empire of Desire,1981,2 puntos con 1 menciones
The Fallen World,1983,2 puntos con 1 menciones
The Fan,1981,2 puntos con 1 menciones
The House by the Cemetery,1981,2 puntos con 1 menciones
The King and the Mockingbird,1980,2 puntos con 1 menciones
The Last of England,1987,2 puntos con 1 menciones
The Living Dead Girl,1982,2 puntos con 1 menciones
The Minamata Mural,1981,2 puntos con 1 menciones
The Naked Gun: From the Files of Police Squad!,1988,2 puntos con 1 menciones
The State of Things,1982,2 puntos con 1 menciones
The Store,1983,2 puntos con 1 menciones
The Summer of Miss Forbes,1989,2 puntos con 1 menciones
The Swing,1983,2 puntos con 1 menciones
The Year My Voice Broke,1987,2 puntos con 1 menciones
Tightrope,1984,2 puntos con 1 menciones
Tobacco Embers,1982,2 puntos con 1 menciones
Trading Places,1983,2 puntos con 1 menciones
Travelling Circus,1988,2 puntos con 1 menciones
Under the Bridge,1984,2 puntos con 1 menciones
Wall Street,1987,2 puntos con 1 menciones
Water and Power,1989,2 puntos con 1 menciones
When the Tenth Month Comes,1984,2 puntos con 1 menciones
Withnail & I,1987,2 puntos con 1 menciones
Wuthering Heights,1985,2 puntos con 1 menciones
A Terrible Vengeance,1987,1 puntos con 1 menciones
After Winter Comes Spring,1988,1 puntos con 1 menciones
Alexander the Great,1980,1 puntos con 1 menciones
An Autumn's Tale,1987,1 puntos con 1 menciones
Anguish,1987,1 puntos con 1 menciones
Barres,1984,1 puntos con 1 menciones
Caminito al cielo,1989,1 puntos con 1 menciones
Camp de Thiaroye,1988,1 puntos con 1 menciones
Cerveza Bud,1981,1 puntos con 1 menciones
Chronopolis,1982,1 puntos con 1 menciones
City on Fire,1987,1 puntos con 1 menciones
Crossroads,1986,1 puntos con 1 menciones
Dark Eyes,1987,1 puntos con 1 menciones
Dark Habits,1983,1 puntos con 1 menciones
Dhrupad,1983,1 puntos con 1 menciones
Escape to Victory,1981,1 puntos con 1 menciones
Fiestas,1988,1 puntos con 1 menciones
Ghost,1985,1 puntos con 1 menciones
Guilt,1988,1 puntos con 1 menciones
Hatsu Yume (First Dream),1981,1 puntos con 1 menciones
Heartbreakers,1984,1 puntos con 1 menciones
High Hopes,1988,1 puntos con 1 menciones
Him and Me,1982,1 puntos con 1 menciones
Hollywood Shuffle,1987,1 puntos con 1 menciones
Housekeeping,1987,1 puntos con 1 menciones
"I Are You, You Am Me",1982,1 puntos con 1 menciones
Indiana Jones and the Temple of Doom,1984,1 puntos con 1 menciones
Insignificance,1985,1 puntos con 1 menciones
Into the Night,1985,1 puntos con 1 menciones
Jigsaw,1980,1 puntos con 1 menciones
Kamikaze Hearts,1986,1 puntos con 1 menciones
Lady of the Camelias,1981,1 puntos con 1 menciones
Leningrad Cowboys Go America,1989,1 puntos con 1 menciones
Lethal Weapon,1987,1 puntos con 1 menciones
Living Dangerously,1987,1 puntos con 1 menciones
Lola,1989,1 puntos con 1 menciones
Lonely Heart,1985,1 puntos con 1 menciones
Madrid,1987,1 puntos con 1 menciones
Manhattan Baby,1982,1 puntos con 1 menciones
Maria,1988,1 puntos con 1 menciones
Merry-Go-Round,1980,1 puntos con 1 menciones
Moors and Christians,1987,1 puntos con 1 menciones
Muddy River,1981,1 puntos con 1 menciones
Night Music,1986,1 puntos con 1 menciones
Nightshift,1981,1 puntos con 1 menciones
Nineteen Eighty-Four,1984,1 puntos con 1 menciones
Notre Dame de la Croisette,1981,1 puntos con 1 menciones
Oriana,1985,1 puntos con 1 menciones
Performance San Pablo-San Martin,1986,1 puntos con 1 menciones
Polly Perverse Strikes Again!,1986,1 puntos con 1 menciones
Predator,1987,1 puntos con 1 menciones
Prometheus' Garden,1987,1 puntos con 1 menciones
Red Sonja,1985,1 puntos con 1 menciones
Rio Babilonia,1982,1 puntos con 1 menciones
Risky Business,1983,1 puntos con 1 menciones
Rocky IV,1985,1 puntos con 1 menciones
Rue Fontaine,1984,1 puntos con 1 menciones
Scanners,1981,1 puntos con 1 menciones
Selva. A Portrait of Parvaneh Navaï,1982,1 puntos con 1 menciones
September,1987,1 puntos con 1 menciones
Sleepwalk,1986,1 puntos con 1 menciones
Something Wicked This Way Comes,1983,1 puntos con 1 menciones
Southern Comfort,1981,1 puntos con 1 menciones
Splices for Sharits,1980,1 puntos con 1 menciones
Streets of Fire,1984,1 puntos con 1 menciones
Sweet Love Remembered,1980,1 puntos con 1 menciones
Terminals,1986,1 puntos con 1 menciones
The Abyss,1989,1 puntos con 1 menciones
The Atomic Cafe,1982,1 puntos con 1 menciones
The Big Heat,1988,1 puntos con 1 menciones
The Black Dog,1987,1 puntos con 1 menciones
The Blues Brothers,1980,1 puntos con 1 menciones
The Cannibals,1988,1 puntos con 1 menciones
The Color of Money,1986,1 puntos con 1 menciones
The Discarnates,1988,1 puntos con 1 menciones
The Flavor of Corn,1989,1 puntos con 1 menciones
The Funhouse,1981,1 puntos con 1 menciones
The Hitcher,1986,1 puntos con 1 menciones
The Howling,1981,1 puntos con 1 menciones
The Mark of Lilith,1986,1 puntos con 1 menciones
The Mysterious Castle in the Carpathians,1981,1 puntos con 1 menciones
The Realm of Fortune,1986,1 puntos con 1 menciones
The Seats of the Alcazar,1989,1 puntos con 1 menciones
The Secret Garden,1988,1 puntos con 1 menciones
The Slumber Party Massacre,1982,1 puntos con 1 menciones
The Song of Stockholm,1981,1 puntos con 1 menciones
The Story of Woo Viet,1981,1 puntos con 1 menciones
The War of the Worlds: Next Century,1981,1 puntos con 1 menciones
The Way South,1981,1 puntos con 1 menciones
The Zerda or the Songs of Forgetting,1983,1 puntos con 1 menciones
Tokyo Melody: A Film About Ryuichi Sakamoto,1985,1 puntos con 1 menciones
Top Gun,1986,1 puntos con 1 menciones
Tosca's Kiss,1984,1 puntos con 1 menciones
Tron,1982,1 puntos con 1 menciones
Turumba,1981,1 puntos con 1 menciones
Vincent,1982,1 puntos con 1 menciones
"Visit, or Memories and Confessions",1993,1 puntos con 1 menciones
Voyage to Cythera,1984,1 puntos con 1 menciones
Wall,1987,1 puntos con 1 menciones
When the Wind Blows,1986,1 puntos con 1 menciones
Yokohama BJ Blues,1981,1 puntos con 1 menciones
