,Pos,Titulo,Anio,url_peli,url,Puntos
0,1,The Crowd,1928,/film/the-crowd/,https://letterboxd.com/olivermayorga/list/tft20s/detail,6
1,2,The Patsy,1928,/film/the-patsy/,https://letterboxd.com/olivermayorga/list/tft20s/detail,5
2,3,Sparrows,1926,/film/sparrows/,https://letterboxd.com/olivermayorga/list/tft20s/detail,5
3,4,Little Annie Rooney,1925,/film/little-annie-rooney/,https://letterboxd.com/olivermayorga/list/tft20s/detail,5
4,5,The Red Mill,1927,/film/the-red-mill/,https://letterboxd.com/olivermayorga/list/tft20s/detail,5
5,6,La Bohème,1926,/film/la-boheme-1926/,https://letterboxd.com/olivermayorga/list/tft20s/detail,4
6,7,Peter Pan,1924,/film/peter-pan-1924/,https://letterboxd.com/olivermayorga/list/tft20s/detail,4
7,8,The Unknown,1927,/film/the-unknown/,https://letterboxd.com/olivermayorga/list/tft20s/detail,4
8,9,My Best Girl,1927,/film/my-best-girl/,https://letterboxd.com/olivermayorga/list/tft20s/detail,4
9,10,Street Angel,1928,/film/street-angel/,https://letterboxd.com/olivermayorga/list/tft20s/detail,4
10,11,Marianne,1929,/film/marianne-1929/,https://letterboxd.com/olivermayorga/list/tft20s/detail,3
11,12,Lights of Old Broadway,1925,/film/lights-of-old-broadway/,https://letterboxd.com/olivermayorga/list/tft20s/detail,3
12,13,7th Heaven,1927,/film/7th-heaven/,https://letterboxd.com/olivermayorga/list/tft20s/detail,3
13,14,Lonesome,1928,/film/lonesome/,https://letterboxd.com/olivermayorga/list/tft20s/detail,3
14,15,The Kiss,1929,/film/the-kiss/,https://letterboxd.com/olivermayorga/list/tft20s/detail,3
15,16,Flesh and the Devil,1926,/film/flesh-and-the-devil/,https://letterboxd.com/olivermayorga/list/tft20s/detail,2
16,17,The Mysterious Lady,1928,/film/the-mysterious-lady/,https://letterboxd.com/olivermayorga/list/tft20s/detail,2
17,18,A Woman of Affairs,1928,/film/a-woman-of-affairs/,https://letterboxd.com/olivermayorga/list/tft20s/detail,2
18,19,Love,1927,/film/love-1927/,https://letterboxd.com/olivermayorga/list/tft20s/detail,2
19,20,The Great Gabbo,1929,/film/the-great-gabbo/,https://letterboxd.com/olivermayorga/list/tft20s/detail,2
20,21,Linda,1929,/film/linda-1929/,https://letterboxd.com/olivermayorga/list/tft20s/detail,1
21,22,The Scarlet Letter,1926,/film/the-scarlet-letter-1926/,https://letterboxd.com/olivermayorga/list/tft20s/detail,1
22,23,Hot Water,1924,/film/hot-water/,https://letterboxd.com/olivermayorga/list/tft20s/detail,1
23,24,Twinkletoes,1926,/film/twinkletoes/,https://letterboxd.com/olivermayorga/list/tft20s/detail,1
24,25,Ménilmontant,1926,/film/menilmontant/,https://letterboxd.com/olivermayorga/list/tft20s/detail,1
25,1,Isn't Life Wonderful,1924,/film/isnt-life-wonderful/,https://letterboxd.com/ezequiel2517/list/tft20s/detail,6
26,2,Just Pals,1920,/film/just-pals/,https://letterboxd.com/ezequiel2517/list/tft20s/detail,5
27,3,The Cameraman,1928,/film/the-cameraman/,https://letterboxd.com/ezequiel2517/list/tft20s/detail,5
28,4,The River,1928,/film/film:88766/,https://letterboxd.com/ezequiel2517/list/tft20s/detail,5
29,5,The Iron Mask,1929,/film/the-iron-mask/,https://letterboxd.com/ezequiel2517/list/tft20s/detail,5
30,6,A Lover in Pawn,1920,/film/a-lover-in-pawn/,https://letterboxd.com/ezequiel2517/list/tft20s/detail,4
31,7,Merry-Go-Round,1923,/film/merry-go-round-1923/,https://letterboxd.com/ezequiel2517/list/tft20s/detail,4
32,8,Sunrise: A Song of Two Humans,1927,/film/sunrise-a-song-of-two-humans/,https://letterboxd.com/ezequiel2517/list/tft20s/detail,4
33,9,Man with a Movie Camera,1929,/film/man-with-a-movie-camera/,https://letterboxd.com/ezequiel2517/list/tft20s/detail,4
34,10,An Ideal Woman,1929,/film/an-ideal-woman/,https://letterboxd.com/ezequiel2517/list/tft20s/detail,4
35,11,The Penalty,1920,/film/the-penalty/,https://letterboxd.com/ezequiel2517/list/tft20s/detail,3
36,12,The Woman from Nowhere,1922,/film/the-woman-from-nowhere/,https://letterboxd.com/ezequiel2517/list/tft20s/detail,3
37,13,Lonesome,1928,/film/lonesome/,https://letterboxd.com/ezequiel2517/list/tft20s/detail,3
38,14,The Docks of New York,1928,/film/the-docks-of-new-york/,https://letterboxd.com/ezequiel2517/list/tft20s/detail,3
39,15,Eternal Heart,1929,/film/eternal-heart/,https://letterboxd.com/ezequiel2517/list/tft20s/detail,3
40,16,Miss Lulu Bett,1921,/film/miss-lulu-bett/,https://letterboxd.com/ezequiel2517/list/tft20s/detail,2
41,17,The Gold Rush,1925,/film/the-gold-rush/,https://letterboxd.com/ezequiel2517/list/tft20s/detail,2
42,18,The Student Prince in Old Heidelberg,1927,/film/the-student-prince-in-old-heidelberg/,https://letterboxd.com/ezequiel2517/list/tft20s/detail,2
43,19,The Little Match Girl,1928,/film/the-little-match-girl/,https://letterboxd.com/ezequiel2517/list/tft20s/detail,2
44,20,Big Business,1929,/film/big-business/,https://letterboxd.com/ezequiel2517/list/tft20s/detail,2
45,21,Nanook of the North,1922,/film/nanook-of-the-north/,https://letterboxd.com/ezequiel2517/list/tft20s/detail,1
46,22,The Little Girl,1922,/film/the-little-girl/,https://letterboxd.com/ezequiel2517/list/tft20s/detail,1
47,23,The Bride of Glomdal,1926,/film/the-bride-of-glomdal/,https://letterboxd.com/ezequiel2517/list/tft20s/detail,1
48,24,Bed and Sofa,1927,/film/bed-and-sofa/,https://letterboxd.com/ezequiel2517/list/tft20s/detail,1
49,25,Mieres del Camino,1928,/film/mieres-del-camino/,https://letterboxd.com/ezequiel2517/list/tft20s/detail,1
50,1,Sunrise: A Song of Two Humans,1927,/film/sunrise-a-song-of-two-humans/,https://letterboxd.com/a_de_la_hoz/list/tft20s/detail,6
51,2,The Passion of Joan of Arc,1928,/film/the-passion-of-joan-of-arc/,https://letterboxd.com/a_de_la_hoz/list/tft20s/detail,5
