Votos;url_peli;Id_peli;Titulo;Popularidad;Rating;Fecha;Duracion;Pais;Idioma;Presupuesto;Ganancia;Generos;Director;Genero_dir;Casting;Guion;Montaje;DOP;Resumen
120;/film/twin-peaks-the-return/;1920.0;Twin Peaks;731.667;8.3;2017-04-08;2208.0;United States of America;en;;;['Drama', 'Mystery'];['David Lynch'];[2];['Kyle MacLachlan'];[];['Duwayne Dunham'];['Peter Deming'];The body of Laura Palmer is washed up on a beach near the small Washington state town of Twin Peaks. FBI Special Agent Dale Cooper is called in to investigate her strange demise only to uncover a web of mystery that ultimately leads him deep into the heart of the surrounding woodland and his very own soul.
101;/film/uncle-boonmee-who-can-recall-his-past-lives/;38368.0;Uncle Boonmee Who Can Recall His Past Lives;20.616;6.6;2010-06-25;114.0;TH;th;0.0;0.0;['Drama', 'Fantasy'];['Apichatpong Weerasethakul'];[2];['Thanapat Saisaymar', 'Jenjira Pongpas', 'Sakda Kaewbuadee', 'Natthakarn Aphaiwonk', 'Geerasak Kulhong', 'Wallapa Mongkolprasert', 'Kanokporn Tongaram', 'Samud Kugasang', 'Sumit Suebsee', 'Mathieu Ly', 'Vien Pimdee', 'Akachai Aodvieng', 'Prakasit Padsena', 'Nikom Kammach', 'Chophaka Chaiyuchit', 'Winai Ruenrerng', 'Kumgieng Jittamaat', 'Miti Jittamaat', 'Phetmongkol Chantawong', 'Nuttapon Kemthong', 'Atapon Wernziw', 'Tongsit Rachasin', 'Thanabodee Laohawanich', 'Namthip Meaungmaha', 'Nitipong Thinthupthai', 'Corey Booth'];[];['Lee Chatametikool'];['Sayombhu Mukdeeprom'];Suffering from acute kidney failure, Boonmee has chosen to spend his final days surrounded by his loved ones in the countryside. Surprisingly, the ghost of his deceased wife appears to care for him, and his long lost son returns home in a non-human form. Contemplating the reasons for his illness, Boonmee treks through the jungle with his family to a mysterious hilltop cave—the birthplace of his first life.
94;/film/phantom-thread/;400617.0;Phantom Thread;23.109;7.305;2017-12-25;130.0;US;en;35000000.0;47756590.0;['Drama', 'Romance'];['Paul Thomas Anderson'];[2];['Daniel Day-Lewis', 'Vicky Krieps', 'Lesley Manville', 'Camilla Rutherford', 'Gina McKee', 'Brian Gleeson', 'Harriet Sansom Harris', 'Lujza Richter', 'Julia Davis', 'Julie Vollono', 'Sue Clark', 'Joan Brown', 'Harriet Leitch', 'Dinah Nicholson', 'Julie Duck', 'Maryanne Frost', 'Elli Banks', 'Amy Cunningham', 'Amber Brabant', 'Geneva Corlett', 'Juliet Glaves', 'Philip Franks', 'Tony Hansford', 'Steven F. Thompson', 'George Glasgow', 'Niki Angus-Campbell', 'Georgia Kemball', 'Nick Ashley', 'Ingrid Sophie Schram', 'Ellie Blackwell', 'Zarene Dallas', 'Pauline Moriarty', 'Eric Sigmundsson', 'Phyllis MacMahon', 'Richard Graham', 'Silas Carson', 'Martin Dew', 'James Thomson', 'Tim Ahern', 'Leopoldine Hugo', 'Delia Remy', 'Alice Grenier', 'Emma Clandon', 'Ian Harrod', 'Sarah Lamesch', 'Nicholas Mander', 'Jordon Stevens', 'Michael Stevenson', 'Jane Perry', 'Charlotte Melen', 'Dave Simon', 'David Charles-Cully', 'Louis Hannan', 'Evie Wray', 'Jonathan Wayre', 'Cécile van Dijk', 'Jack Tyson', 'Joshua Tomkins'];[];['Dylan Tichenor'];['Paul Thomas Anderson'];In 1950s London, renowned British dressmaker Reynolds Woodcock comes across Alma, a young, strong-willed woman, who soon becomes ever present in his life as his muse and lover.
78;/film/the-turin-horse/;81401.0;The Turin Horse;10.281;7.7;2011-02-15;155.0;HU;hu;0.0;53690.0;['Drama'];['Béla Tarr'];[2];['János Derzsi', 'Erika Bók', 'Mihály Kormos', 'Lajos Kovács', 'Mihály Ráday'];['Béla Tarr', 'László Krasznahorkai'];['Ágnes Hranitzky'];['Fred Kelemen'];A monumental windstorm and an abused horse's refusal to work or eat signal the beginning of the end for a poor farmer and his daughter.
66;/film/carol-2015/;258480.0;Carol;35.139;7.49;2015-11-20;118.0;US;en;11800000.0;40272135.0;['Romance', 'Drama'];['Todd Haynes'];[2];['Cate Blanchett', 'Rooney Mara', 'Kyle Chandler', 'Jake Lacy', 'Sarah Paulson', 'John Magaro', 'Cory Michael Smith', 'Kevin Crowley', 'Nik Pajic', 'Carrie Brownstein', 'Trent Rowland', 'Sadie Heim', 'Kk Heim', 'Amy Warner', 'Michael Haney', 'Wendy Lardin', 'Pamela Evans Haynes', 'Greg Violand', 'Michael Joseph Thomas Ward', 'Kay Geiger', 'Christine Dye', 'Deb G. Girdler', 'Douglas Scott Sorenson', 'Ken Strunk', 'Mike Dennis', 'Ann Reskin', 'Annie Kalahurka', 'Linnea Bond', 'Steven Andrews', 'Tanya Smith', 'Ryan Wesley Gilreath', 'Chuck Gillespie', 'Jeremy Parker', 'Giedre Bond', 'Taylor Marie Frey', 'Liberty Fraysure', 'Robert J. Ashe', 'Anita Farmer Bergman', 'Colin Botts', 'Chelsea Carnder', 'Gary Chinn'];['Phyllis Nagy'];['Affonso Gonçalves'];['Edward Lachman'];In 1950s New York, a department-store clerk who dreams of a better life falls for an older, married woman.
65;/film/the-tree-of-life-2011/;8967.0;The Tree of Life;21.358;6.7;2011-05-17;139.0;US;en;32000000.0;54700000.0;['Drama', 'Fantasy'];['Terrence Malick'];[2];['Brad Pitt', 'Sean Penn', 'Jessica Chastain', 'Hunter McCracken', 'Laramie Eppler', 'Tye Sheridan', 'Fiona Shaw', 'Jessica Fuselier', 'Nicolas Gonda', 'Will Wallace', 'Kelly Koonce', 'Bryce Boudoin', 'Jimmy Donaldson', 'Kameron Vaughn', 'Cole Cockburn', 'Dustin Allen', 'Brayden Whisenhunt', 'Joanna Going', 'Irene Bedard', 'Michael Koeth', 'Finnegan Williams', 'John Howell', 'Samantha Martinez', 'Savannah Welch', 'Tamara Jolaine', 'Julia M. Smith', 'Anne Nabors', 'Christopher Ryan', 'Tyler Thomas', 'Michael Showers', 'Kimberly Whalen', 'Margaret Hoard', 'Wally Welch', 'Hudson Lee Long', 'Michael Dixon', 'William Hardy', 'Tommy Hollis', 'Cooper Franklin Sutherland', 'John Cyrier', 'Erma Lee Alexander', 'Nicholas Yedinak', 'Erinn Allison', 'Mary Anzalone', 'Charlotte Biggs', 'Benjamin Dane', 'Michael E. Harvey', 'Matt Hislope', 'Jackson Hurst', 'Zach Irsik', 'Scottie Jefferies', 'Gregory Kelly', 'Carlotta Maggiorana', 'Crystal Mantecon', 'Jodie Moore', 'Kathryn Rawson', 'Danielle Rene', 'Debbi Tucker'];[];['Jay Rabinowitz', 'Billy Weber', 'Hank Corwin', 'Daniel Rezende', 'Mark Yoshikawa'];['Emmanuel Lubezki'];The impressionistic story of a Texas family in the 1950s. The film follows the life journey of the eldest son, Jack, through the innocence of childhood to his disillusioned adult years as he tries to reconcile a complicated relationship with his father. Jack finds himself a lost soul in the modern world, seeking answers to the origins and meaning of life while questioning the existence of faith.
62;/film/right-now-wrong-then/;354275.0;Right Now, Wrong Then;13.478;6.9;2015-08-13;121.0;KR;ko;0.0;680728.0;['Drama', 'Romance', 'Comedy'];['Hong Sang-soo'];[2];['Jung Jae-young', 'Kim Min-hee', 'Youn Yuh-jung', 'Ki Joo-bong', 'Choi Hwa-jeong', 'Yu Jun-sang', 'Seo Young-hwa', 'Go A-sung'];[];['Hahm Sung-won'];['Park Hong-yeol'];Chun-Soo arrives in Suwon one day earlier than scheduled. He has a special lecture to give the next day. Chun-Soo decides to visit a palace and meets Hee-Jung there. Hee-Jung is a painter and she lets Chun-Soo see her workroom with her paintings. In the evening, they go out eat and drink together. There, Chun-Soo reveals something unexpected to Hee-Jung.
62;/film/its-such-a-beautiful-day/;489412.0;It's Such a Beautiful Day;6.571;7.921;2012-08-24;62.0;US;en;0.0;0.0;['Animation', 'Comedy'];['Don Hertzfeldt'];[2];['Don Hertzfeldt', 'Sara Cushman'];[];['Brian Hamblin'];[];Bill struggles to put together his shattered psyche.
61;/film/the-great-beauty/;179144.0;The Great Beauty;17.833;7.511;2013-05-21;142.0;IT;it;9200000.0;24930592.0;['Drama'];['Paolo Sorrentino'];[2];['Toni Servillo', 'Carlo Verdone', 'Sabrina Ferilli', 'Carlo Buccirosso', 'Iaia Forte', 'Pamela Villoresi', 'Galatea Ranzi', 'Franco Graziosi', 'Sonia Gessner', 'Giorgio Pasotti', 'Massimo Popolizio', 'Luca Marinelli', 'Vernon Dobtcheff', 'Anita Kravos', 'Roberta Cartocci', 'Lorenzo Gioielli', 'Giulia Di Quilio', 'Monica Piseddu', 'Anna Della Rosa', 'Luciano Virgilio', 'Aldo Ralli', 'Giusi Merli', 'Dario Cantarelli', 'Massimo De Francovich', 'Giulio Brogi', 'Isabella Ferrari', 'Roberto Herlitzka', 'Annaluisa Capasa', 'Ivan Franěk', 'Giovanna Vignola', 'Paolo Mazzarelli', 'Manuela Gatti', 'Elisabetta Ventura', 'Serena Grandi', 'Margherita Cornali', 'Lillo Petrolo', 'Ludovico Caldarera', 'Maria Laura Rondanini', 'Francesca Amodio', 'Francesca Golia', 'Silvia Munguia', 'Stefania Barca', 'Gabriella Belisario', 'Melania Fiore', 'Daniele Pilli', 'Massimo Santangelo', 'Giorgia Ferrero', 'Alessia Bellotto', 'Giulia Maulucci', 'Caterina Scalaprice', 'Maria Lovetti', 'Natalia De Maria', 'Severino Cesari', 'Agata Malyszko', 'Cristina Aubry', 'Fanny Ardant', 'Giulio Brogi', 'Stefano Fregni', 'Gianpiero Cognoli', 'Yohana Allen', 'Mirko Frezza', 'Piero Gimondo', 'Leo Mantovani', 'Giulia Rinallo'];['Paolo Sorrentino', 'Umberto Contarello'];['Cristiano Travaglioli'];['Luca Bigazzi'];Jep Gambardella has seduced his way through the lavish nightlife of Rome for decades, but after his 65th birthday and a shock from the past, Jep looks past the nightclubs and parties to find a timeless landscape of absurd, exquisite beauty.
59;/film/the-strange-case-of-angelica/;53413.0;The Strange Case of Angelica;4.206;6.6;2010-12-29;97.0;PT;pt;2000000.0;0.0;['Drama'];['Manoel de Oliveira'];[2];['Pilar López de Ayala', 'Leonor Silveira', 'Filipe Vargas', 'Ricardo Trêpa', 'Paulo Matos', 'Luís Miguel Cintra', 'Ana Maria Magalhães', 'Isabel Ruth', 'Ricardo Aibéo', 'Sofia de Portugal', 'Susana Sá', 'Carmen Santos', 'José Manuel Mendes', 'Adelaide Teixeira', 'Sara Carinhas'];[];['Valérie Loiseleux'];['Sabine Lancelin'];A photographer, Isaac is asked by hotel owners to take portraits of their recently deceased daughter Angélica. When he looks at her through the lens of his camera, she appears to come back to life just for him. He instantly falls in love with her. From that moment, he will be haunted by Angélica day and night.
