Title,Year,Review
The Girl from Nowhere,2012,45 puntos con 15 menciones
Romancing in Thin Air,2012,45 puntos con 12 menciones
Mountains May Depart,2015,43 puntos con 14 menciones
Grass,2018,43 puntos con 12 menciones
Tabu,2012,43 puntos con 11 menciones
The Lost City of Z,2016,42 puntos con 14 menciones
The Skin I Live In,2011,42 puntos con 13 menciones
Under the Skin,2013,41 puntos con 14 menciones
Magical Girl,2014,40 puntos con 14 menciones
Moonrise Kingdom,2012,39 puntos con 16 menciones
Three Landscapes,2013,39 puntos con 15 menciones
Boyhood,2014,39 puntos con 12 menciones
The Other Side of Hope,2017,38 puntos con 14 menciones
Phoenix,2014,38 puntos con 13 menciones
Blue Is the Warmest Color,2013,38 puntos con 12 menciones
Cold War,2018,37 puntos con 11 menciones
Journey to the Shore,2015,37 puntos con 10 menciones
Under the Silver Lake,2018,36 puntos con 15 menciones
Drug War,2012,36 puntos con 10 menciones
Resident Evil: Retribution,2012,36 puntos con 10 menciones
Inside Llewyn Davis,2013,35 puntos con 13 menciones
Long Day's Journey Into Night,2018,35 puntos con 12 menciones
Amour,2012,35 puntos con 11 menciones
Drive,2011,35 puntos con 11 menciones
The Lion Sleeps Tonight,2017,34 puntos con 12 menciones
Only Lovers Left Alive,2013,34 puntos con 10 menciones
A Quiet Passion,2016,34 puntos con 9 menciones
The Dreamed Films,2010,34 puntos con 8 menciones
Her,2013,33 puntos con 10 menciones
How Do You Know,2010,33 puntos con 9 menciones
The Florida Project,2017,32 puntos con 10 menciones
Winter Sleep,2014,32 puntos con 10 menciones
Fourteen,2019,31 puntos con 13 menciones
No Home Movie,2015,31 puntos con 12 menciones
Film Socialisme,2010,31 puntos con 9 menciones
Transit,2018,31 puntos con 8 menciones
Sleep Has Her House,2017,30 puntos con 9 menciones
Despite the Night,2015,30 puntos con 7 menciones
A Separation,2011,29 puntos con 9 menciones
Personal Shopper,2016,29 puntos con 9 menciones
Gebo and the Shadow,2012,28 puntos con 8 menciones
"What Places of Heaven, What Planets Directed, How Long the Effects? or, The General Accidents of the World",2013,28 puntos con 7 menciones
La La Land,2016,27 puntos con 11 menciones
Like Someone in Love,2012,27 puntos con 11 menciones
Asako I & II,2018,27 puntos con 9 menciones
The Act of Killing,2012,27 puntos con 7 menciones
Once Upon a Time in Anatolia,2011,26 puntos con 10 menciones
It Follows,2014,26 puntos con 9 menciones
Words of Mercury,2011,26 puntos con 9 menciones
A Ghost Story,2017,26 puntos con 8 menciones
"Oslo, August 31st",2011,25 puntos con 9 menciones
Watching the Pain of Others,2019,25 puntos con 9 menciones
"Night Is Short, Walk on Girl",2017,25 puntos con 7 menciones
Ida,2013,24 puntos con 7 menciones
Listening to the Space in my Room,2013,24 puntos con 7 menciones
Bastards,2013,23 puntos con 9 menciones
HyperNormalisation,2016,23 puntos con 8 menciones
Shame,2011,23 puntos con 5 menciones
Martin Eden,2019,22 puntos con 8 menciones
To the Ends of the Earth,2019,22 puntos con 8 menciones
Young Girls in Black,2010,22 puntos con 6 menciones
House of Tolerance,2011,21 puntos con 8 menciones
To Be Here,2013,21 puntos con 7 menciones
Toy Story 3,2010,21 puntos con 7 menciones
Hotel by the River,2018,21 puntos con 6 menciones
It has to be lived once and dreamed twice,2019,21 puntos con 6 menciones
Arrival,2016,20 puntos con 8 menciones
Call Me by Your Name,2017,20 puntos con 6 menciones
I Do Not Care If We Go Down in History as Barbarians,2018,20 puntos con 6 menciones
Gone Girl,2014,19 puntos con 9 menciones
Communists,2014,19 puntos con 8 menciones
The Assassin,2015,19 puntos con 8 menciones
The Day After,2017,19 puntos con 8 menciones
A Dangerous Method,2011,19 puntos con 7 menciones
My Mexican Bretzel,2019,19 puntos con 7 menciones
Cosmopolis,2012,19 puntos con 6 menciones
"So Long, My Son",2019,19 puntos con 6 menciones
Tommaso,2019,19 puntos con 6 menciones
A Pigeon Sat on a Branch Reflecting on Existence,2014,19 puntos con 5 menciones
Shin Godzilla,2016,19 puntos con 5 menciones
Ash Is Purest White,2018,18 puntos con 8 menciones
Black Swan,2010,18 puntos con 7 menciones
Shoplifters,2018,18 puntos con 6 menciones
Ex Libris: The New York Public Library,2017,18 puntos con 5 menciones
The Unspeakable Act,2012,18 puntos con 5 menciones
Almayer's Folly,2011,17 puntos con 9 menciones
Frances Ha,2012,17 puntos con 9 menciones
Stray Dogs,2013,17 puntos con 8 menciones
Summer 1993,2017,17 puntos con 8 menciones
Columbus,2017,17 puntos con 7 menciones
The Exquisite Corpus,2015,17 puntos con 7 menciones
Dusty Stacks of Mom: The Poster Project,2013,17 puntos con 6 menciones
Hill of Freedom,2014,17 puntos con 5 menciones
Pastourelle,2010,17 puntos con 5 menciones
In the Stone House,2012,17 puntos con 4 menciones
Hereafter,2010,16 puntos con 7 menciones
Dialogue of Shadows,2013,16 puntos con 6 menciones
La Sapienza,2014,16 puntos con 6 menciones
Manchester by the Sea,2016,16 puntos con 5 menciones
Stranger by the Lake,2013,16 puntos con 5 menciones
The Edge of Seventeen,2016,16 puntos con 5 menciones
The Hateful Eight,2015,16 puntos con 5 menciones
Incendies,2010,16 puntos con 4 menciones
Intimacies,2012,16 puntos con 4 menciones
Nebraska,2013,16 puntos con 4 menciones
Ready Player One,2018,16 puntos con 4 menciones
88:88,2015,16 puntos con 3 menciones
Rushing Green with Horses,2019,15 puntos con 8 menciones
Uncut Gems,2019,15 puntos con 7 menciones
The August Virgin,2019,15 puntos con 6 menciones
Brouillard #14,2013,15 puntos con 5 menciones
Coming Attractions,2010,15 puntos con 5 menciones
The Wolf of Wall Street,2013,15 puntos con 5 menciones
Little Women,2019,15 puntos con 4 menciones
Studies for the Decay of the West,2010,15 puntos con 4 menciones
Fire Will Come,2019,14 puntos con 7 menciones
Amanda,2018,14 puntos con 6 menciones
Damsels in Distress,2011,14 puntos con 6 menciones
Hereditary,2018,14 puntos con 6 menciones
Silence,2016,14 puntos con 6 menciones
The Red Turtle,2016,14 puntos con 6 menciones
"I Was at Home, But...",2019,14 puntos con 5 menciones
Jauja,2014,14 puntos con 5 menciones
Midnight in Paris,2011,14 puntos con 5 menciones
Moonlight,2016,14 puntos con 5 menciones
Pain & Gain,2013,14 puntos con 5 menciones
The Grand Budapest Hotel,2014,14 puntos con 5 menciones
The Hunt,2012,14 puntos con 5 menciones
A Hidden Life,2019,14 puntos con 4 menciones
Faces Places,2017,14 puntos con 4 menciones
Magic Mike XXL,2015,14 puntos con 4 menciones
The Love Witch,2016,14 puntos con 4 menciones
World of Tomorrow,2015,14 puntos con 4 menciones
Brawl in Cell Block 99,2017,13 puntos con 6 menciones
Forget Me Not,2015,13 puntos con 6 menciones
Welcome to New York,2014,13 puntos con 6 menciones
"Wolfram, a Saliva do Lobo",2010,13 puntos con 6 menciones
Roma,2018,13 puntos con 5 menciones
The Immigrant,2013,13 puntos con 5 menciones
About Endlessness,2019,13 puntos con 4 menciones
The Favourite,2018,13 puntos con 4 menciones
The House That Jack Built,2018,13 puntos con 4 menciones
American Honey,2016,13 puntos con 3 menciones
At the Horizon,2017,13 puntos con 3 menciones
Popstar: Never Stop Never Stopping,2016,12 puntos con 6 menciones
White Nights on the Pier,2014,12 puntos con 6 menciones
Altiplano,2018,12 puntos con 5 menciones
Leviathan,2014,12 puntos con 5 menciones
Raw,2016,12 puntos con 5 menciones
The Son of Joseph,2016,12 puntos con 5 menciones
The Souvenir,2019,12 puntos con 5 menciones
Glass,2019,12 puntos con 4 menciones
Güeros,2014,12 puntos con 4 menciones
Petal Dance,2013,12 puntos con 4 menciones
Story of My Death,2013,12 puntos con 4 menciones
The Japanese Wife,2010,12 puntos con 4 menciones
Aubade,2010,12 puntos con 3 menciones
Casting Blossoms to the Sky,2012,12 puntos con 3 menciones
Claire's Camera,2017,12 puntos con 3 menciones
Our Legacy,2016,12 puntos con 3 menciones
Poetry,2010,12 puntos con 3 menciones
Prisoners,2013,12 puntos con 3 menciones
The Shape of Water,2017,12 puntos con 3 menciones
Your Name.,2016,12 puntos con 3 menciones
Mud,2012,11 puntos con 6 menciones
Djinn,2013,11 puntos con 5 menciones
The Witch,2015,11 puntos con 5 menciones
Whiplash,2014,11 puntos con 5 menciones
A Girl Walks Home Alone at Night,2014,11 puntos con 4 menciones
Dragged Across Concrete,2018,11 puntos con 4 menciones
Furious 7,2015,11 puntos con 4 menciones
Road to Nowhere,2010,11 puntos con 4 menciones
The Congress,2013,11 puntos con 4 menciones
"Three Billboards Outside Ebbing, Missouri",2017,11 puntos con 4 menciones
Hard to Be a God,2013,11 puntos con 3 menciones
Nostalgia for the Light,2010,11 puntos con 3 menciones
Son of Saul,2015,11 puntos con 3 menciones
The Second Night,2016,11 puntos con 3 menciones
The Wild Pear Tree,2018,11 puntos con 3 menciones
The Realm,2018,11 puntos con 2 menciones
Voluptuous Sleep,2011,11 puntos con 2 menciones
Made of Air,2014,10 puntos con 6 menciones
All Watched Over by Machines of Loving Grace,2011,10 puntos con 5 menciones
Glide of Transparency,2016,10 puntos con 4 menciones
It Must Be Heaven,2019,10 puntos con 4 menciones
Midsommar,2019,10 puntos con 4 menciones
Mission: Impossible – Ghost Protocol,2011,10 puntos con 4 menciones
Scott Pilgrim vs. the World,2010,10 puntos con 4 menciones
A Bride for Rip Van Winkle,2016,10 puntos con 3 menciones
Another Life,2013,10 puntos con 3 menciones
Cameraperson,2016,10 puntos con 3 menciones
Correspondences,2016,10 puntos con 3 menciones
Embrace of the Serpent,2015,10 puntos con 3 menciones
Isle of Dogs,2018,10 puntos con 3 menciones
List,2011,10 puntos con 3 menciones
Mandy,2018,10 puntos con 3 menciones
Sorrow and Joy,2013,10 puntos con 3 menciones
The Reconquest,2016,10 puntos con 3 menciones
April,2012,10 puntos con 2 menciones
Dead Souls,2018,10 puntos con 2 menciones
Li'l Quinquin,2014,10 puntos con 2 menciones
Post Tenebras Lux,2012,10 puntos con 2 menciones
Weekend,2011,10 puntos con 2 menciones
Don't Go Breaking My Heart,2011,9 puntos con 5 menciones
Richard Jewell,2019,9 puntos con 5 menciones
Jessica Forever,2018,9 puntos con 4 menciones
Lady J,2018,9 puntos con 4 menciones
Museum Hours,2012,9 puntos con 4 menciones
Mustang,2015,9 puntos con 4 menciones
Our Little Sister,2015,9 puntos con 4 menciones
The Bling Ring,2013,9 puntos con 4 menciones
The Crack: Inception,2019,9 puntos con 4 menciones
The Lighthouse,2019,9 puntos con 4 menciones
The Lobster,2015,9 puntos con 4 menciones
Things to Come,2016,9 puntos con 4 menciones
Three Minute Hells,2012,9 puntos con 4 menciones
Cityscape,2019,9 puntos con 3 menciones
Elieli v.1 (Love After Love),2019,9 puntos con 3 menciones
Maddened by His Absence,2012,9 puntos con 3 menciones
Miss and the Doctors,2013,9 puntos con 3 menciones
Pompeii,2014,9 puntos con 3 menciones
The World's End,2013,9 puntos con 3 menciones
Viola,2012,9 puntos con 3 menciones
36,2012,9 puntos con 2 menciones
Blade Runner 2049,2017,9 puntos con 2 menciones
My Life as a Zucchini,2016,9 puntos con 2 menciones
Nymphomaniac: Vol. I,2013,9 puntos con 2 menciones
Split,2016,9 puntos con 2 menciones
The Day He Arrives,2011,9 puntos con 2 menciones
To the Wonder,2012,9 puntos con 2 menciones
Cry When It Happens,2010,8 puntos con 4 menciones
Eden,2014,8 puntos con 4 menciones
The Portuguese Woman,2018,8 puntos con 4 menciones
All the Light in the Sky,2012,8 puntos con 3 menciones
"Differently, Molussia",2012,8 puntos con 3 menciones
Elle,2016,8 puntos con 3 menciones
First Man,2018,8 puntos con 3 menciones
Home from Home – Chronicle of a Vision,2013,8 puntos con 3 menciones
Leopard,2012,8 puntos con 3 menciones
Marriage Story,2019,8 puntos con 3 menciones
Mission: Impossible – Fallout,2018,8 puntos con 3 menciones
The Beach Bum,2019,8 puntos con 3 menciones
The Canyons,2013,8 puntos con 3 menciones
The Green Fog,2017,8 puntos con 3 menciones
The Wonders,2014,8 puntos con 3 menciones
Wolf Children,2012,8 puntos con 3 menciones
A Cappella,2016,8 puntos con 2 menciones
American Sniper,2014,8 puntos con 2 menciones
August and After,2012,8 puntos con 2 menciones
Birdman or (The Unexpected Virtue of Ignorance),2014,8 puntos con 2 menciones
Journal de septembre,2019,8 puntos con 2 menciones
L. Cohen,2018,8 puntos con 2 menciones
Lady Bird,2017,8 puntos con 2 menciones
Live to Live,2015,8 puntos con 2 menciones
Puchuncaví,2014,8 puntos con 2 menciones
Seeking the Monkey King,2011,8 puntos con 2 menciones
Song of the Sea,2014,8 puntos con 2 menciones
Woman with Flowers,2011,8 puntos con 2 menciones
Play,2019,7 puntos con 5 menciones
George Harrison: Living in the Material World,2011,7 puntos con 3 menciones
John From,2015,7 puntos con 3 menciones
Maps to the Stars,2014,7 puntos con 3 menciones
Oki’s Movie,2010,7 puntos con 3 menciones
Overland,2016,7 puntos con 3 menciones
Rudzienko,2016,7 puntos con 3 menciones
Runaway,2010,7 puntos con 3 menciones
Small Roads,2011,7 puntos con 3 menciones
Spider-Man: Into the Spider-Verse,2018,7 puntos con 3 menciones
The Disappearance of Haruhi Suzumiya,2010,7 puntos con 3 menciones
The Idea of a Lake,2016,7 puntos con 3 menciones
025 Sunset Red,2016,7 puntos con 2 menciones
A Field in England,2013,7 puntos con 2 menciones
Before We Vanish,2017,7 puntos con 2 menciones
Daguerrotype,2016,7 puntos con 2 menciones
I Saw the Devil,2010,7 puntos con 2 menciones
Kaili Blues,2015,7 puntos con 2 menciones
Labyrinth of Cinema,2019,7 puntos con 2 menciones
Let the Sunshine In,2017,7 puntos con 2 menciones
Margaret,2011,7 puntos con 2 menciones
Nymphomaniac: Vol. II,2013,7 puntos con 2 menciones
Ode to the Goose,2018,7 puntos con 2 menciones
Our Sunhi,2013,7 puntos con 2 menciones
Suspiria,2018,7 puntos con 2 menciones
Take Shelter,2011,7 puntos con 2 menciones
Take This Waltz,2011,7 puntos con 2 menciones
The Bride,2015,7 puntos con 2 menciones
The Club,2015,7 puntos con 2 menciones
The Conjuring 2,2016,7 puntos con 2 menciones
The Lords of Salem,2012,7 puntos con 2 menciones
The Man Who Killed Don Quixote,2018,7 puntos con 2 menciones
The Nothing Factory,2017,7 puntos con 2 menciones
The Perks of Being a Wallflower,2012,7 puntos con 2 menciones
The Visit,2015,7 puntos con 2 menciones
Venus in Fur,2013,7 puntos con 2 menciones
i hate myself :),2013,7 puntos con 2 menciones
Inside Out,2015,6 puntos con 4 menciones
Aloha,2015,6 puntos con 3 menciones
Barbara,2012,6 puntos con 3 menciones
Final Cut: Ladies and Gentlemen,2012,6 puntos con 3 menciones
"Like Father, Like Son",2013,6 puntos con 3 menciones
National Gallery,2014,6 puntos con 3 menciones
Nightcrawler,2014,6 puntos con 3 menciones
Tartarughe d’acqua,2017,6 puntos con 3 menciones
Uncle Kent,2011,6 puntos con 3 menciones
Under the Hawthorn Tree,2010,6 puntos con 3 menciones
We Need to Talk About Kevin,2011,6 puntos con 3 menciones
Anomalisa,2015,6 puntos con 2 menciones
"Black Coal, Thin Ice",2014,6 puntos con 2 menciones
Boy & the World,2013,6 puntos con 2 menciones
Eighth Grade,2018,6 puntos con 2 menciones
Elixir,2013,6 puntos con 2 menciones
Faust,2011,6 puntos con 2 menciones
Girlhood,2014,6 puntos con 2 menciones
Goodbye First Love,2011,6 puntos con 2 menciones
Honey,2010,6 puntos con 2 menciones
Jupiter Ascending,2015,6 puntos con 2 menciones
Just Don't Think I'll Scream,2019,6 puntos con 2 menciones
"Lots of Kids, a Monkey and a Castle",2017,6 puntos con 2 menciones
My Golden Days,2015,6 puntos con 2 menciones
Over the Garden Wall,2014,6 puntos con 2 menciones
SPL 2: A Time for Consequences,2015,6 puntos con 2 menciones
So Sure of Nowhere Buying Times to Come,2010,6 puntos con 2 menciones
Stemple Pass,2012,6 puntos con 2 menciones
The Kid with a Bike,2011,6 puntos con 2 menciones
The Killing of a Sacred Deer,2017,6 puntos con 2 menciones
The Wolf House,2018,6 puntos con 2 menciones
Tribute to Eric Rohmer,2010,6 puntos con 2 menciones
Twixt,2011,6 puntos con 2 menciones
Us,2019,6 puntos con 2 menciones
A World Not Ours,2012,6 puntos con 1 menciones
Babyteeth,2019,6 puntos con 1 menciones
Behemoth,2015,6 puntos con 1 menciones
Eega,2012,6 puntos con 1 menciones
Himizu,2011,6 puntos con 1 menciones
"Kim Ji-young, Born 1982",2019,6 puntos con 1 menciones
Managa Bar/Rustam's Habitat,2017,6 puntos con 1 menciones
The Night She Moves,2018,6 puntos con 1 menciones
The Search for Emak Bakia,2012,6 puntos con 1 menciones
Three,2016,6 puntos con 1 menciones
Ex Machina,2015,5 puntos con 3 menciones
Kid,2015,5 puntos con 3 menciones
Kotoko,2011,5 puntos con 3 menciones
Quién te cantará,2018,5 puntos con 3 menciones
Zero Dark Thirty,2012,5 puntos con 3 menciones
Atlantics,2019,5 puntos con 2 menciones
Bird People,2014,5 puntos con 2 menciones
Birdboy: The Forgotten Children,2015,5 puntos con 2 menciones
Climax,2018,5 puntos con 2 menciones
Engram of Returning,2015,5 puntos con 2 menciones
Essential Killing,2010,5 puntos con 2 menciones
Evolution,2015,5 puntos con 2 menciones
Fast Five,2011,5 puntos con 2 menciones
Guest,2010,5 puntos con 2 menciones
Hacksaw Ridge,2016,5 puntos con 2 menciones
Hell or High Water,2016,5 puntos con 2 menciones
Homeland: Iraq Year Zero,2015,5 puntos con 2 menciones
Line Describing a Cone 2.0,2011,5 puntos con 2 menciones
Map,2012,5 puntos con 2 menciones
Marshland,2014,5 puntos con 2 menciones
Motorway,2012,5 puntos con 2 menciones
"Norte, The End of History",2013,5 puntos con 2 menciones
November,2017,5 puntos con 2 menciones
País de todo a 100,2014,5 puntos con 2 menciones
Seventh Code,2013,5 puntos con 2 menciones
The Death of Louis XIV,2016,5 puntos con 2 menciones
The Descendants,2011,5 puntos con 2 menciones
The Ghost Writer,2010,5 puntos con 2 menciones
The Neon Demon,2016,5 puntos con 2 menciones
The Raid,2011,5 puntos con 2 menciones
The Wild Boys,2017,5 puntos con 2 menciones
The Wild Goose Lake,2019,5 puntos con 2 menciones
Tomboy,2011,5 puntos con 2 menciones
Vamps,2012,5 puntos con 2 menciones
White Noise,2019,5 puntos con 2 menciones
A Lullaby to the Sorrowful Mystery,2016,5 puntos con 1 menciones
A Month in Thailand,2012,5 puntos con 1 menciones
A Self-Induced Hallucination,2018,5 puntos con 1 menciones
A Silent Voice,2016,5 puntos con 1 menciones
Androids Dream,2014,5 puntos con 1 menciones
"Arabian Nights: Volume 1, The Restless One",2015,5 puntos con 1 menciones
Berberian Sound Studio,2012,5 puntos con 1 menciones
Careless Love,2012,5 puntos con 1 menciones
Constellations,2013,5 puntos con 1 menciones
Da Vinci,2012,5 puntos con 1 menciones
Dead Slow Ahead,2015,5 puntos con 1 menciones
Django Unchained,2012,5 puntos con 1 menciones
Don't Go Breaking My Heart 2,2014,5 puntos con 1 menciones
Fragments,2012,5 puntos con 1 menciones
From What Is Before,2014,5 puntos con 1 menciones
Glass Chin,2014,5 puntos con 1 menciones
Gloria,2013,5 puntos con 1 menciones
Gravity,2013,5 puntos con 1 menciones
Green Ash,2019,5 puntos con 1 menciones
Greenery Will Bloom Again,2014,5 puntos con 1 menciones
Hamada,2018,5 puntos con 1 menciones
Il Diario di Angela - Noi Due Cineasti,2018,5 puntos con 1 menciones
In Chris Marker's Studio,2011,5 puntos con 1 menciones
Jab Harry Met Sejal,2017,5 puntos con 1 menciones
John Wick,2014,5 puntos con 1 menciones
Kristina's Harbor Revisited,2010,5 puntos con 1 menciones
L'Architecte de Saint-Gaudens,2015,5 puntos con 1 menciones
May They Rest in Revolt (Figures of War),2010,5 puntos con 1 menciones
Memories of a Morning,2011,5 puntos con 1 menciones
Nathan for You: Finding Frances,2017,5 puntos con 1 menciones
Ping Pong the Animation,2014,5 puntos con 1 menciones
Polly One,2017,5 puntos con 1 menciones
Ray Meets Helen,2017,5 puntos con 1 menciones
Short Term 12,2013,5 puntos con 1 menciones
Somebody's Xylophone,2016,5 puntos con 1 menciones
Something Must Break,2014,5 puntos con 1 menciones
Surviving Life (Theory and Practice),2010,5 puntos con 1 menciones
Swiss Army Man,2016,5 puntos con 1 menciones
Tenderness and the Third Person,2017,5 puntos con 1 menciones
The External World,2010,5 puntos con 1 menciones
The Girl with the Dragon Tattoo,2011,5 puntos con 1 menciones
The Place Beyond the Pines,2012,5 puntos con 1 menciones
The Place Where the Sun Sits,2014,5 puntos con 1 menciones
The Second Mother,2015,5 puntos con 1 menciones
The Sword and the Rose,2010,5 puntos con 1 menciones
The Twilight Saga: Breaking Dawn – Part 2,2012,5 puntos con 1 menciones
The Unknown Craftsman,2017,5 puntos con 1 menciones
"This Is Not a Burial, It’s a Resurrection",2019,5 puntos con 1 menciones
Twin Peaks: The Missing Pieces,2014,5 puntos con 1 menciones
Visaranai,2015,5 puntos con 1 menciones
We Bought a Zoo,2011,5 puntos con 1 menciones
untitled (august),2016,5 puntos con 1 menciones
Ford v Ferrari,2019,4 puntos con 3 menciones
Martin Cries,2017,4 puntos con 3 menciones
10 Cloverfield Lane,2016,4 puntos con 2 menciones
A Star Is Born,2018,4 puntos con 2 menciones
About Time,2013,4 puntos con 2 menciones
Agnès Varda: From Here to There,2011,4 puntos con 2 menciones
BPM (Beats per Minute),2017,4 puntos con 2 menciones
Dawson City: Frozen Time,2016,4 puntos con 2 menciones
Get Out of the Car,2010,4 puntos con 2 menciones
Hermia & Helena,2016,4 puntos con 2 menciones
It Feels So Good,2019,4 puntos con 2 menciones
Jealousy,2013,4 puntos con 2 menciones
Knight of Cups,2015,4 puntos con 2 menciones
Liberté,2019,4 puntos con 2 menciones
Nocturama,2016,4 puntos con 2 menciones
Office,2015,4 puntos con 2 menciones
Pasolini,2014,4 puntos con 2 menciones
Sentimental Education,2013,4 puntos con 2 menciones
Stories We Tell,2012,4 puntos con 2 menciones
Sully,2016,4 puntos con 2 menciones
The Future,2013,4 puntos con 2 menciones
The Look of Silence,2014,4 puntos con 2 menciones
Villatalla,2011,4 puntos con 2 menciones
Zama,2017,4 puntos con 2 menciones
20th Century Women,2016,4 puntos con 1 menciones
3/4,2017,4 puntos con 1 menciones
A Burning Hot Summer,2011,4 puntos con 1 menciones
A Voluntary Year,2019,4 puntos con 1 menciones
A World Without Women,2011,4 puntos con 1 menciones
Ae Dil Hai Mushkil,2016,4 puntos con 1 menciones
Allied,2016,4 puntos con 1 menciones
Bacurau,2019,4 puntos con 1 menciones
Bellflower,2011,4 puntos con 1 menciones
Bliss,2019,4 puntos con 1 menciones
Boxing Day,2012,4 puntos con 1 menciones
Bridesmaids,2011,4 puntos con 1 menciones
Century of Birthing,2011,4 puntos con 1 menciones
Cheshire Smile,2012,4 puntos con 1 menciones
Concerning Violence,2014,4 puntos con 1 menciones
Cut,2013,4 puntos con 1 menciones
Dream English Kid 1964-1999 AD,2015,4 puntos con 1 menciones
Electric Oil,2012,4 puntos con 1 menciones
Enemy,2013,4 puntos con 1 menciones
Fateful Findings,2013,4 puntos con 1 menciones
"Film for Invisible Ink, case no. 323. Once Upon a Time in the West",2010,4 puntos con 1 menciones
Get Out,2017,4 puntos con 1 menciones
Happy People: A Year in the Taiga,2010,4 puntos con 1 menciones
Heaven's Story,2010,4 puntos con 1 menciones
Hi Stranger,2016,4 puntos con 1 menciones
Hoarders Without Borders,2018,4 puntos con 1 menciones
Hypnosis Display,2014,4 puntos con 1 menciones
I Wish I Knew,2010,4 puntos con 1 menciones
Ilo Ilo,2013,4 puntos con 1 menciones
In Another Country,2012,4 puntos con 1 menciones
In My Room,2018,4 puntos con 1 menciones
In Safe Hands,2018,4 puntos con 1 menciones
Injury On A Theme,2012,4 puntos con 1 menciones
Instructions on How to Make a Film,2018,4 puntos con 1 menciones
Intimations,2015,4 puntos con 1 menciones
Isn't Anyone Alive?,2012,4 puntos con 1 menciones
Kubo and the Two Strings,2016,4 puntos con 1 menciones
Laurence Anyways,2012,4 puntos con 1 menciones
Leviathan,2012,4 puntos con 1 menciones
Lillian,2019,4 puntos con 1 menciones
Listen to Me Marlon,2015,4 puntos con 1 menciones
Lucy,2014,4 puntos con 1 menciones
"Mary is Happy, Mary is Happy",2013,4 puntos con 1 menciones
María (and Everybody Else),2016,4 puntos con 1 menciones
Memento Stella,2018,4 puntos con 1 menciones
My Mother,2015,4 puntos con 1 menciones
Nevrland,2019,4 puntos con 1 menciones
Nobody's Daughter Haewon,2013,4 puntos con 1 menciones
Not Far At All,2013,4 puntos con 1 menciones
On Body and Soul,2017,4 puntos con 1 menciones
Outside Satan,2011,4 puntos con 1 menciones
Pattern Language,2017,4 puntos con 1 menciones
Reconversion,2012,4 puntos con 1 menciones
Restless,2011,4 puntos con 1 menciones
Revivre,2014,4 puntos con 1 menciones
Rolling Thunder Revue: A Bob Dylan Story by Martin Scorsese,2019,4 puntos con 1 menciones
Scream 4,2011,4 puntos con 1 menciones
