Title,Year,Review
Bride of Frankenstein,1935,48 puntos con 16 menciones
All Quiet on the Western Front,1930,48 puntos con 13 menciones
Fury,1936,43 puntos con 13 menciones
Morocco,1930,43 puntos con 12 menciones
Midnight,1939,41 puntos con 16 menciones
The Testament of Dr. Mabuse,1933,40 puntos con 14 menciones
Lady Killer,1937,38 puntos con 15 menciones
The 39 Steps,1935,38 puntos con 15 menciones
The Lady Vanishes,1938,38 puntos con 15 menciones
Stella Dallas,1937,38 puntos con 11 menciones
King Kong,1933,36 puntos con 15 menciones
The Edge of the World,1937,36 puntos con 15 menciones
A Night at the Opera,1935,36 puntos con 13 menciones
Queen Christina,1933,36 puntos con 11 menciones
Mr. Thank You,1936,35 puntos con 13 menciones
Ninotchka,1939,35 puntos con 12 menciones
Sisters of the Gion,1936,35 puntos con 12 menciones
Dishonored,1931,35 puntos con 10 menciones
The Scarlet Empress,1934,35 puntos con 10 menciones
L'Âge d'or,1930,34 puntos con 16 menciones
Shanghai Express,1932,34 puntos con 11 menciones
Ray of Sunshine,1933,33 puntos con 14 menciones
Everybody's Woman,1934,30 puntos con 11 menciones
Stage Door,1937,29 puntos con 13 menciones
The Baker's Wife,1938,29 puntos con 10 menciones
Japanese Girls at the Harbor,1933,29 puntos con 9 menciones
My Man Godfrey,1936,28 puntos con 12 menciones
Duck Soup,1933,28 puntos con 11 menciones
Comradeship,1931,28 puntos con 10 menciones
Toni,1935,28 puntos con 10 menciones
The Story of a Cheat,1936,28 puntos con 9 menciones
Snow White and the Seven Dwarfs,1937,26 puntos con 10 menciones
State Fair,1933,25 puntos con 9 menciones
Jezebel,1938,25 puntos con 8 menciones
Peter Ibbetson,1935,25 puntos con 8 menciones
The Awful Truth,1937,25 puntos con 6 menciones
I Am a Fugitive from a Chain Gang,1932,24 puntos con 11 menciones
Merlusse,1935,23 puntos con 9 menciones
Other Men's Women,1931,23 puntos con 8 menciones
The Trail of the Lonesome Pine,1936,23 puntos con 8 menciones
One Way Passage,1932,22 puntos con 9 menciones
Land Without Bread,1933,22 puntos con 8 menciones
Liebelei,1933,22 puntos con 8 menciones
Imitation of Life,1934,22 puntos con 6 menciones
Humanity and Paper Balloons,1937,21 puntos con 9 menciones
Boudu Saved from Drowning,1932,20 puntos con 9 menciones
Pilgrimage,1933,20 puntos con 9 menciones
Children in the Wind,1937,20 puntos con 6 menciones
"Little Man, What Now?",1934,20 puntos con 6 menciones
The Blood of a Poet,1932,20 puntos con 6 menciones
There's No Tomorrow,1939,19 puntos con 6 menciones
Wife! Be Like a Rose!,1935,18 puntos con 9 menciones
Beau Geste,1939,18 puntos con 8 menciones
Dodsworth,1936,18 puntos con 7 menciones
Frisco Jenny,1932,18 puntos con 7 menciones
The Bitter Tea of General Yen,1932,18 puntos con 7 menciones
Mr. Smith Goes to Washington,1939,17 puntos con 6 menciones
Frontier Marshal,1939,16 puntos con 7 menciones
Steamboat Round the Bend,1935,16 puntos con 6 menciones
Olympia Part One: Festival of the Nations,1938,16 puntos con 5 menciones
Next Time We Love,1936,15 puntos con 6 menciones
The Public Enemy,1931,15 puntos con 5 menciones
La Bête Humaine,1938,15 puntos con 4 menciones
Frankenstein,1931,14 puntos con 6 menciones
People on Sunday,1930,14 puntos con 5 menciones
The Adventures of Robin Hood,1938,14 puntos con 5 menciones
The Devil-Doll,1936,14 puntos con 5 menciones
Baby Face,1933,14 puntos con 4 menciones
Man of Aran,1934,14 puntos con 4 menciones
My Apprenticeship,1939,14 puntos con 4 menciones
Judge Priest,1934,14 puntos con 3 menciones
The Final Chord,1936,14 puntos con 3 menciones
La Marseillaise,1938,13 puntos con 5 menciones
Vibration of Granada,1935,13 puntos con 5 menciones
Ruggles of Red Gap,1935,13 puntos con 4 menciones
An Inn in Tokyo,1935,12 puntos con 4 menciones
Sentimental Romance,1930,12 puntos con 4 menciones
The Women,1939,12 puntos con 4 menciones
Blonde Venus,1932,12 puntos con 3 menciones
Rose Hobart,1936,12 puntos con 3 menciones
Triumph of the Will,1935,12 puntos con 3 menciones
Merrily We Go to Hell,1932,11 puntos con 7 menciones
Tourist Train,1933,11 puntos con 6 menciones
Zero for Conduct,1933,11 puntos con 6 menciones
The Dawn Patrol,1930,11 puntos con 5 menciones
A Farewell to Arms,1932,11 puntos con 4 menciones
Me and My Gal,1932,11 puntos con 4 menciones
Man's Castle,1933,11 puntos con 3 menciones
Mr. Deeds Goes to Town,1936,11 puntos con 3 menciones
The Goddess,1934,10 puntos con 8 menciones
Daybreak,1939,10 puntos con 5 menciones
From Saturday to Sunday,1931,10 puntos con 5 menciones
Mädchen in Uniform,1931,10 puntos con 5 menciones
Salt for Svanetia,1930,10 puntos con 5 menciones
Top Hat,1935,10 puntos con 5 menciones
Desire,1936,10 puntos con 4 menciones
The Last Flight,1931,10 puntos con 4 menciones
Night at the Crossroads,1932,10 puntos con 3 menciones
Today We Live,1933,10 puntos con 3 menciones
La Chienne,1931,9 puntos con 4 menciones
Mujeres que trabajan,1938,9 puntos con 4 menciones
Wooden Crosses,1932,9 puntos con 4 menciones
Working on the Douro River,1931,9 puntos con 4 menciones
Olympia Part Two: Festival of Beauty,1938,9 puntos con 3 menciones
Street Scene,1931,9 puntos con 3 menciones
The Old Dark House,1932,9 puntos con 3 menciones
Gold Diggers of 1933,1933,8 puntos con 5 menciones
Masquerade in Vienna,1934,8 puntos con 5 menciones
The Black Cat,1934,8 puntos con 5 menciones
An American Tragedy,1931,8 puntos con 4 menciones
Easy Living,1937,8 puntos con 3 menciones
Every-Night Dreams,1933,8 puntos con 3 menciones
Love Me Tonight,1932,8 puntos con 3 menciones
Marius,1931,8 puntos con 3 menciones
The Struggle,1931,8 puntos con 3 menciones
Angels with Dirty Faces,1938,8 puntos con 2 menciones
Captain Blood,1935,8 puntos con 2 menciones
Harvest,1937,8 puntos con 2 menciones
Heroes for Sale,1933,8 puntos con 2 menciones
Lost Horizon,1937,8 puntos con 2 menciones
Only Yesterday,1933,8 puntos con 2 menciones
Abraham Lincoln,1930,7 puntos con 4 menciones
Dr. Jekyll and Mr. Hyde,1931,7 puntos con 4 menciones
Mystery of the Wax Museum,1933,7 puntos con 4 menciones
Borderline,1930,7 puntos con 3 menciones
Bimbo's Initiation,1931,7 puntos con 2 menciones
Happiness,1935,7 puntos con 2 menciones
Hôtel du Nord,1938,7 puntos con 2 menciones
In the Night,1930,7 puntos con 2 menciones
Jofroi,1933,7 puntos con 2 menciones
Safe in Hell,1931,7 puntos con 2 menciones
Spring Shower,1932,7 puntos con 2 menciones
The Devil Is a Woman,1935,7 puntos con 2 menciones
Wild Boys of the Road,1933,7 puntos con 2 menciones
Carnival in Flanders,1935,6 puntos con 4 menciones
Little Caesar,1931,6 puntos con 3 menciones
The Crime of Monsieur Lange,1936,6 puntos con 3 menciones
42nd Street,1933,6 puntos con 2 menciones
Captains Courageous,1937,6 puntos con 2 menciones
Outskirts,1933,6 puntos con 2 menciones
The World Moves On,1934,6 puntos con 2 menciones
Westfront 1918,1930,6 puntos con 2 menciones
Virginity,1937,6 puntos con 1 menciones
Nothing Sacred,1937,5 puntos con 4 menciones
Drums Along the Mohawk,1939,5 puntos con 3 menciones
Four Seasons of Children,1939,5 puntos con 3 menciones
The Masseurs and a Woman,1938,5 puntos con 3 menciones
When Tomorrow Comes,1939,5 puntos con 3 menciones
Apart from You,1933,5 puntos con 2 menciones
Days of Hope,1939,5 puntos con 2 menciones
Escape (Synchronomy No. 4),1937,5 puntos con 2 menciones
Forbidden,1932,5 puntos con 2 menciones
Heat Lightning,1934,5 puntos con 2 menciones
Lady for a Day,1933,5 puntos con 2 menciones
Let's Go with Pancho Villa!,1936,5 puntos con 2 menciones
Prisoners of the Land,1939,5 puntos con 2 menciones
The Merry Widow,1934,5 puntos con 2 menciones
Under Pressure,1935,5 puntos con 2 menciones
A Day in the Country,1946,5 puntos con 1 menciones
Angele,1934,5 puntos con 1 menciones
Crime and Punishment,1935,5 puntos con 1 menciones
Kuhle Wampe or Who Owns the World?,1932,5 puntos con 1 menciones
Night Mail,1936,5 puntos con 1 menciones
No Greater Glory,1934,5 puntos con 1 menciones
Quick Millions,1931,5 puntos con 1 menciones
Rain,1932,5 puntos con 1 menciones
Romance on the Beach,1931,5 puntos con 1 menciones
She Done Him Wrong,1933,5 puntos con 1 menciones
The Cursed Village,1930,5 puntos con 1 menciones
The Prisoner of Zenda,1937,5 puntos con 1 menciones
The Sea Horse,1935,5 puntos con 1 menciones
Twentieth Century,1934,5 puntos con 1 menciones
Under the Roofs of Paris,1930,5 puntos con 1 menciones
Young and Innocent,1937,4 puntos con 3 menciones
Chances,1931,4 puntos con 2 menciones
Dead End,1937,4 puntos con 2 menciones
Rembrandt,1936,4 puntos con 2 menciones
Sincerity,1939,4 puntos con 2 menciones
The Bowery,1933,4 puntos con 2 menciones
The Sea of Ravens,1930,4 puntos con 2 menciones
The Smiling Lieutenant,1931,4 puntos con 2 menciones
The Tale of the Fox,1937,4 puntos con 2 menciones
Two Monks,1934,4 puntos con 2 menciones
Union Pacific,1939,4 puntos con 2 menciones
À propos de Nice,1930,4 puntos con 2 menciones
A Story of Floating Weeds,1934,4 puntos con 1 menciones
Dracula,1931,4 puntos con 1 menciones
Dracula's Daughter,1936,4 puntos con 1 menciones
Dragnet Girl,1933,4 puntos con 1 menciones
Four's a Crowd,1938,4 puntos con 1 menciones
Golden Boy,1939,4 puntos con 1 menciones
"Hello, Sister!",1933,4 puntos con 1 menciones
Let's Make a Dream,1936,4 puntos con 1 menciones
Lot in Sodom,1933,4 puntos con 1 menciones
Manhattan Melodrama,1934,4 puntos con 1 menciones
Miss Europe,1930,4 puntos con 1 menciones
Morning's Tree-Lined Street,1936,4 puntos con 1 menciones
Number Seventeen,1932,4 puntos con 1 menciones
One Hour with You,1932,4 puntos con 1 menciones
Oramunde,1933,4 puntos con 1 menciones
Page Miss Glory,1936,4 puntos con 1 menciones
Papageno,1935,4 puntos con 1 menciones
Queen Kelly,1932,4 puntos con 1 menciones
Song of Armorica,1934,4 puntos con 1 menciones
Song of Heroes,1932,4 puntos con 1 menciones
Spain,1939,4 puntos con 1 menciones
The Stranger's Return,1933,4 puntos con 1 menciones
The Woman of the Port,1934,4 puntos con 1 menciones
Walk Cheerfully,1930,4 puntos con 1 menciones
Wuthering Heights,1939,4 puntos con 1 menciones
You and Me,1938,4 puntos con 1 menciones
While Paris Sleeps,1932,3 puntos con 3 menciones
Destry Rides Again,1939,3 puntos con 2 menciones
Horse Feathers,1932,3 puntos con 2 menciones
Les Misérables,1934,3 puntos con 2 menciones
Mazurka,1935,3 puntos con 2 menciones
Rough Gang,1933,3 puntos con 2 menciones
The Informer,1935,3 puntos con 2 menciones
The Invisible Man,1933,3 puntos con 2 menciones
Alexander's Ragtime Band,1938,3 puntos con 1 menciones
Bank Holiday,1938,3 puntos con 1 menciones
Barbary Coast,1935,3 puntos con 1 menciones
Black Legion,1937,3 puntos con 1 menciones
Catherine the Last,1936,3 puntos con 1 menciones
Cheerless,1934,3 puntos con 1 menciones
Europa,1932,3 puntos con 1 menciones
Fallen Blossoms,1938,3 puntos con 1 menciones
Gulliver's Travels,1939,3 puntos con 1 menciones
Hands Across the Table,1935,3 puntos con 1 menciones
Ivan,1932,3 puntos con 1 menciones
La Belle Équipe,1936,3 puntos con 1 menciones
Life Dances On,1937,3 puntos con 1 menciones
Marked Woman,1937,3 puntos con 1 menciones
Mayerling,1936,3 puntos con 1 menciones
Mud and Soldiers,1939,3 puntos con 1 menciones
Sabotage,1936,3 puntos con 1 menciones
Snow-White,1933,3 puntos con 1 menciones
The Blue Danube,1939,3 puntos con 1 menciones
The Gilded Lily,1935,3 puntos con 1 menciones
The Good Fairy,1935,3 puntos con 1 menciones
The Idea,1932,3 puntos con 1 menciones
The Man Who Knew Too Much,1934,3 puntos con 1 menciones
The Mascot,1933,3 puntos con 1 menciones
The Nail in the Boot,1931,3 puntos con 1 menciones
The New Road: Akemi,1936,3 puntos con 1 menciones
The Petrified Forest,1936,3 puntos con 1 menciones
The Wedding Night,1935,3 puntos con 1 menciones
Thirteen Women,1932,3 puntos con 1 menciones
Vermilion and Green,1937,3 puntos con 1 menciones
Island of Lost Souls,1932,2 puntos con 2 menciones
Osaka Elegy,1936,2 puntos con 2 menciones
Possessed,1931,2 puntos con 2 menciones
Street Without End,1934,2 puntos con 2 menciones
The Kidnapping,1934,2 puntos con 2 menciones
Wife vs. Secretary,1936,2 puntos con 2 menciones
A House Divided,1931,2 puntos con 1 menciones
A Night on Bald Mountain,1933,2 puntos con 1 menciones
Air Mail,1932,2 puntos con 1 menciones
An Optical Poem,1938,2 puntos con 1 menciones
Central Airport,1933,2 puntos con 1 menciones
Death Takes a Holiday,1934,2 puntos con 1 menciones
Eclipse,1934,2 puntos con 1 menciones
Five Star Final,1931,2 puntos con 1 menciones
Galicia,1936,2 puntos con 1 menciones
Gunga Din,1939,2 puntos con 1 menciones
"Hallelujah, I'm a Bum",1933,2 puntos con 1 menciones
Hurray Mexico!,1932,2 puntos con 1 menciones
La vuelta al nido,1938,2 puntos con 1 menciones
Life Begins Tomorrow,1933,2 puntos con 1 menciones
Little Lise,1930,2 puntos con 1 menciones
Mallorca,1934,2 puntos con 1 menciones
Murder!,1930,2 puntos con 1 menciones
People of the Cumberland,1937,2 puntos con 1 menciones
"Peter the First, Part II",1938,2 puntos con 1 menciones
Platinum Blonde,1931,2 puntos con 1 menciones
Portrait of a Young Man in Three Movements,1931,2 puntos con 1 menciones
Resurrection,1931,2 puntos con 1 menciones
Sadie McKee,1934,2 puntos con 1 menciones
Tange Sazen and the Pot Worth a Million Ryo,1935,2 puntos con 1 menciones
The Actress and the Poet,1935,2 puntos con 1 menciones
The Good Earth,1937,2 puntos con 1 menciones
The Half-Naked Truth,1932,2 puntos con 1 menciones
The Life and Loves of Beethoven,1936,2 puntos con 1 menciones
The Lives of a Bengal Lancer,1935,2 puntos con 1 menciones
The Old Mill,1937,2 puntos con 1 menciones
The Pearls of the Crown,1937,2 puntos con 1 menciones
The Rainbow Pass,1937,2 puntos con 1 menciones
The Shining Hour,1938,2 puntos con 1 menciones
The Strange Monsieur Victor,1938,2 puntos con 1 menciones
Thimble Theater,1938,2 puntos con 1 menciones
Vivacious Lady,1938,2 puntos con 1 menciones
What Did the Lady Forget?,1937,2 puntos con 1 menciones
Yoshiwara,1937,2 puntos con 1 menciones
Zoo in Budapest,1933,2 puntos con 1 menciones
A Day at the Races,1937,1 puntos con 1 menciones
A Feather in Her Hat,1935,1 puntos con 1 menciones
A Woman Crying in Spring,1933,1 puntos con 1 menciones
Allegretto,1936,1 puntos con 1 menciones
Autumn Fire,1931,1 puntos con 1 menciones
Avalanche,1937,1 puntos con 1 menciones
Ballerine,1936,1 puntos con 1 menciones
Barcelona Works for the Front,1936,1 puntos con 1 menciones
Bluebeard's 8th Wife,1938,1 puntos con 1 menciones
By Candlelight,1933,1 puntos con 1 menciones
Confession,1937,1 puntos con 1 menciones
Counsellor at Law,1933,1 puntos con 1 menciones
César,1936,1 puntos con 1 menciones
"Dance, Fools, Dance",1931,1 puntos con 1 menciones
Dancing Lady,1933,1 puntos con 1 menciones
Deserter,1933,1 puntos con 1 menciones
Double Wedding,1937,1 puntos con 1 menciones
Downstairs,1932,1 puntos con 1 menciones
Ecstasy,1933,1 puntos con 1 menciones
El compadre Mendoza,1934,1 puntos con 1 menciones
Escala en la ciudad,1935,1 puntos con 1 menciones
Esencia de verbena,1930,1 puntos con 1 menciones
Finishing School,1934,1 puntos con 1 menciones
Five Came Back,1939,1 puntos con 1 menciones
Flowers and Trees,1932,1 puntos con 1 menciones
Highlights and Shadows,1938,1 puntos con 1 menciones
I Will Always Love You,1933,1 puntos con 1 menciones
It's Love I'm After,1937,1 puntos con 1 menciones
King Solomon's Mines,1937,1 puntos con 1 menciones
Let Us Live,1939,1 puntos con 1 menciones
Life on the Hortobagy,1936,1 puntos con 1 menciones
Maria of the Sea,1930,1 puntos con 1 menciones
Mater Dolorosa,1933,1 puntos con 1 menciones
Men Without Women,1930,1 puntos con 1 menciones
Popeye the Sailor Meets Sindbad the Sailor,1936,1 puntos con 1 menciones
Porky in Wackyland,1938,1 puntos con 1 menciones
Smilin' Through,1932,1 puntos con 1 menciones
The 3 Penny Opera,1931,1 puntos con 1 menciones
The Bride Wore Red,1937,1 puntos con 1 menciones
The Empty Chair,1937,1 puntos con 1 menciones
The Erl King,1931,1 puntos con 1 menciones
The Fourth Dimension,1936,1 puntos con 1 menciones
The Girl in the Rumor,1935,1 puntos con 1 menciones
The Miracle Woman,1931,1 puntos con 1 menciones
The New Gulliver,1935,1 puntos con 1 menciones
The Night of the Mayans,1939,1 puntos con 1 menciones
The Plainsman,1936,1 puntos con 1 menciones
The Prisoner of Shark Island,1936,1 puntos con 1 menciones
The Red Head,1932,1 puntos con 1 menciones
The Stolen Heart,1934,1 puntos con 1 menciones
The Virgin of Charity,1930,1 puntos con 1 menciones
The Whole Town's Talking,1935,1 puntos con 1 menciones
Things to Come,1936,1 puntos con 1 menciones
To New Shores,1937,1 puntos con 1 menciones
Tonka of the Gallows,1930,1 puntos con 1 menciones
Under the Red Robe,1937,1 puntos con 1 menciones
Voyage to the Sky,1937,1 puntos con 1 menciones
What Scoundrels Men Are!,1932,1 puntos con 1 menciones
Whirlpool,1935,1 puntos con 1 menciones
White Zombie,1932,1 puntos con 1 menciones
Wild Girl,1932,1 puntos con 1 menciones
À Nous la Liberté,1931,1 puntos con 1 menciones
