Title,Year,Review
City Lights,1931,"234 puntos con 57 menciones. Elegida por:<p>6 puntos: <a href='https://letterboxd.com/jdcasero/list/topfilm30/detail'>jdcasero</a>, <a href='https://letterboxd.com/jal90/list/tft1930s/detail'>jal90</a>, <a href='https://letterboxd.com/marioiglesias/list/tft1930s/detail'>marioiglesias</a>, <a href='https://letterboxd.com/fabregatto/list/tft1930s/detail'>fabregatto</a>, <a href='https://letterboxd.com/stalker98/list/tft-1930s/detail'>stalker98</a>, <a href='https://letterboxd.com/fleming22/list/tft30s/detail'>fleming22</a>, <a href='https://letterboxd.com/ivan_suarez/list/tft30s/detail'>ivan_suarez</a> <br> 5 puntos: <a href='https://letterboxd.com/maximo_/list/tft1930s/share/Jf3C5bAxJNJB0iv7/detail'>maximo_</a>, <a href='https://letterboxd.com/juanky97/list/tft-1930s/detail'>juanky97</a>, <a href='https://letterboxd.com/marctorres/list/tft1930s/detail'>marctorres</a>, <a href='https://letterboxd.com/alberto87fr/list/tft30s/detail'>alberto87fr</a>, <a href='https://letterboxd.com/albertomilano/list/tft30s/detail'>albertomilano</a>, <a href='https://letterboxd.com/bennu/list/tft-anys-30/detail'>bennu</a>, <a href='https://letterboxd.com/migblah/list/tft30s/detail'>migblah</a>, <a href='https://letterboxd.com/rafaqc97/list/tft1930s/detail'>rafaqc97</a>, <a href='https://letterboxd.com/paloma55/list/tft1930s/detail'>paloma55</a>, <a href='https://letterboxd.com/borinot/list/tft1930s/detail'>borinot</a>, <a href='https://letterboxd.com/doark13/list/tft1930s/detail'>doark13</a>, <a href='https://letterboxd.com/xator_nova/list/tft30s/detail'>xator_nova</a>, <a href='https://letterboxd.com/diegoh2000/list/tft30s/detail'>diegoh2000</a>, <a href='https://letterboxd.com/mabusecaligari/list/tft1930s/detail'>mabusecaligari</a>, <a href='https://letterboxd.com/taesuk/list/tft-30s/detail'>taesuk</a>, <a href='https://letterboxd.com/manuki/list/tft1930s/detail'>manuki</a> <br> 4 puntos: <a href='https://letterboxd.com/maties_tp/list/tft1930s/detail'>maties_tp</a>, <a href='https://letterboxd.com/javchas/list/tft30s/detail'>javchas</a>, <a href='https://letterboxd.com/filmcanet/list/tft30s/detail'>filmcanet</a>, <a href='https://letterboxd.com/jjm_24/list/tft30s/detail'>jjm_24</a>, <a href='https://letterboxd.com/paula_arantzazu/list/tft1930s/detail'>paula_arantzazu</a>, <a href='https://letterboxd.com/uryenbg/list/tft30s/detail'>uryenbg</a>, <a href='https://letterboxd.com/fshtravis/list/tft1930s/detail'>fshtravis</a>, <a href='https://letterboxd.com/endika/list/tft1930s-1/detail'>endika</a>, <a href='https://letterboxd.com/tannhauser/list/tft-30s/detail'>tannhauser</a>, <a href='https://letterboxd.com/batty/list/tft30s/detail'>batty</a>, <a href='https://letterboxd.com/ezequiel2517/list/tft30s/detail'>ezequiel2517</a>, <a href='https://letterboxd.com/bracero/list/tft1930s/detail'>bracero</a>, <a href='https://letterboxd.com/joancuadrado/list/tft-30s/detail'>joancuadrado</a>, <a href='https://letterboxd.com/lobo_lopez/list/tft1930s/detail'>lobo_lopez</a>, <a href='https://letterboxd.com/alcorona/list/tft1930s/detail'>alcorona</a>, <a href='https://letterboxd.com/jorgepm91/list/tft1930s/detail'>jorgepm91</a>, <a href='https://letterboxd.com/a_karerina/list/1930/detail'>a_karerina</a> <br> 3 puntos: <a href='https://letterboxd.com/guillehormigo/list/tft1930s/detail'>guillehormigo</a>, <a href='https://letterboxd.com/firejuice/list/tft30s/detail'>firejuice</a>, <a href='https://letterboxd.com/jasikedevicius/list/tft1930s/detail'>jasikedevicius</a>, <a href='https://letterboxd.com/lubilder/list/tft30s/detail'>lubilder</a>, <a href='https://letterboxd.com/heymyman/list/tft-30s/detail'>heymyman</a>, <a href='https://letterboxd.com/faure/list/tft1930s/detail'>faure</a>, <a href='https://letterboxd.com/bergmantonioni/list/tft30s/detail'>bergmantonioni</a>, <a href='https://letterboxd.com/trueno/list/tft30s/detail'>trueno</a>, <a href='https://letterboxd.com/diogoserafim/list/tft-1930s/detail'>diogoserafim</a>, <a href='https://letterboxd.com/marcos_m_rom/list/tft-30s/detail'>marcos_m_rom</a> <br> 2 puntos: <a href='https://letterboxd.com/mann_ohne_namen/list/tft1930s/detail'>mann_ohne_namen</a>, <a href='https://letterboxd.com/a_de_la_hoz/list/tft30s/detail'>a_de_la_hoz</a>, <a href='https://letterboxd.com/davidpardi97/list/tft30s/detail'>davidpardi97</a>, <a href='https://letterboxd.com/anaavellaneda/list/tft-30s/detail'>anaavellaneda</a>, <a href='https://letterboxd.com/jorgemz/list/tft1930s/detail'>jorgemz</a>, <a href='https://letterboxd.com/parhelic/list/tft30s/detail'>parhelic</a>, <a href='https://letterboxd.com/danielquinn/list/tft1930s/detail'>danielquinn</a>"
Vampyr,1932,"212 puntos con 62 menciones. Elegida por:<p>6 puntos: <a href='https://letterboxd.com/vareludo/list/tft1930s/detail'>vareludo</a>, <a href='https://letterboxd.com/rafanasal/list/tft30s/detail'>rafanasal</a>, <a href='https://letterboxd.com/tannhauser/list/tft-30s/detail'>tannhauser</a>, <a href='https://letterboxd.com/mmgarnica/list/tft1930s/detail'>mmgarnica</a> <br> 5 puntos: <a href='https://letterboxd.com/didacus/list/tft30s/detail'>didacus</a>, <a href='https://letterboxd.com/lbaena/list/tft30s/detail'>lbaena</a>, <a href='https://letterboxd.com/a_de_la_hoz/list/tft30s/detail'>a_de_la_hoz</a>, <a href='https://letterboxd.com/fabregatto/list/tft1930s/detail'>fabregatto</a>, <a href='https://letterboxd.com/albertomilano/list/tft30s/detail'>albertomilano</a>, <a href='https://letterboxd.com/marcos_m_rom/list/tft-30s/detail'>marcos_m_rom</a>, <a href='https://letterboxd.com/fifolecfc/list/tft30/detail'>fifolecfc</a>, <a href='https://letterboxd.com/maties_tp/list/tft1930s/detail'>maties_tp</a>, <a href='https://letterboxd.com/uryenbg/list/tft30s/detail'>uryenbg</a>, <a href='https://letterboxd.com/stalker98/list/tft-1930s/detail'>stalker98</a>, <a href='https://letterboxd.com/doark13/list/tft1930s/detail'>doark13</a>, <a href='https://letterboxd.com/genzai_2/list/tft-30s/detail'>genzai_2</a>, <a href='https://letterboxd.com/aixa72/list/tft1930s/detail'>aixa72</a> <br> 4 puntos: <a href='https://letterboxd.com/hugoromero/list/top-film-tuiter-1930s/detail'>hugoromero</a>, <a href='https://letterboxd.com/bernatus/list/tft-30s/detail'>bernatus</a>, <a href='https://letterboxd.com/malala/list/tft30/detail'>malala</a>, <a href='https://letterboxd.com/trueno/list/tft30s/detail'>trueno</a>, <a href='https://letterboxd.com/jdcasero/list/topfilm30/detail'>jdcasero</a>, <a href='https://letterboxd.com/alcorona/list/tft1930s/detail'>alcorona</a>, <a href='https://letterboxd.com/a_karerina/list/1930/detail'>a_karerina</a>, <a href='https://letterboxd.com/mann_ohne_namen/list/tft1930s/detail'>mann_ohne_namen</a>, <a href='https://letterboxd.com/sirah_wiedemann/list/tft30s/detail'>sirah_wiedemann</a>, <a href='https://letterboxd.com/rafaqc97/list/tft1930s/detail'>rafaqc97</a>, <a href='https://letterboxd.com/migorro/list/anos-30/detail'>migorro</a>, <a href='https://letterboxd.com/edgarfaber/list/tft1930s-1/detail'>edgarfaber</a>, <a href='https://letterboxd.com/carlos_/list/tft-1930/detail'>carlos_</a>, <a href='https://letterboxd.com/jorgemz/list/tft1930s/detail'>jorgemz</a>, <a href='https://letterboxd.com/alberto87fr/list/tft30s/detail'>alberto87fr</a>, <a href='https://letterboxd.com/fshtravis/list/tft1930s/detail'>fshtravis</a>, <a href='https://letterboxd.com/luisru/list/tft30s/detail'>luisru</a> <br> 3 puntos: <a href='https://letterboxd.com/batty/list/tft30s/detail'>batty</a>, <a href='https://letterboxd.com/jjm_24/list/tft30s/detail'>jjm_24</a>, <a href='https://letterboxd.com/antares_not/list/tft-1930s/detail'>antares_not</a>, <a href='https://letterboxd.com/jaimeac/list/tft-1930s/detail'>jaimeac</a>, <a href='https://letterboxd.com/paloma55/list/tft1930s/detail'>paloma55</a>, <a href='https://letterboxd.com/rachelmygod/list/tft30s/detail'>rachelmygod</a>, <a href='https://letterboxd.com/joancuadrado/list/tft-30s/detail'>joancuadrado</a>, <a href='https://letterboxd.com/diegoh2000/list/tft30s/detail'>diegoh2000</a>, <a href='https://letterboxd.com/bracero/list/tft1930s/detail'>bracero</a> <br> 2 puntos: <a href='https://letterboxd.com/faildeguionista/list/tft30s/detail'>faildeguionista</a>, <a href='https://letterboxd.com/will_llermo/list/tft30s/detail'>will_llermo</a>, <a href='https://letterboxd.com/juanky97/list/tft-1930s/detail'>juanky97</a>, <a href='https://letterboxd.com/taesuk/list/tft-30s/detail'>taesuk</a>, <a href='https://letterboxd.com/endika/list/tft1930s-1/detail'>endika</a>, <a href='https://letterboxd.com/davidpardi97/list/tft30s/detail'>davidpardi97</a>, <a href='https://letterboxd.com/saba1e7e/list/tft1930s/detail'>saba1e7e</a>, <a href='https://letterboxd.com/faure/list/tft1930s/detail'>faure</a>, <a href='https://letterboxd.com/diogoserafim/list/tft-1930s/detail'>diogoserafim</a> <br> 1 puntos: <a href='https://letterboxd.com/anaavellaneda/list/tft-30s/detail'>anaavellaneda</a>, <a href='https://letterboxd.com/migblah/list/tft30s/detail'>migblah</a>, <a href='https://letterboxd.com/davidgs90/list/tft30s/detail'>davidgs90</a>, <a href='https://letterboxd.com/borinot/list/tft1930s/detail'>borinot</a>, <a href='https://letterboxd.com/bennu/list/tft-anys-30/detail'>bennu</a>, <a href='https://letterboxd.com/paula_arantzazu/list/tft1930s/detail'>paula_arantzazu</a>, <a href='https://letterboxd.com/dani1medina/list/tft-1930s/detail'>dani1medina</a>, <a href='https://letterboxd.com/xator_nova/list/tft30s/detail'>xator_nova</a>, <a href='https://letterboxd.com/jasikedevicius/list/tft1930s/detail'>jasikedevicius</a>, <a href='https://letterboxd.com/bander7/list/tft30s/detail'>bander7</a>"
The Story of the Last Chrysanthemum,1939,"210 puntos con 57 menciones. Elegida por:<p>6 puntos: <a href='https://letterboxd.com/marctorres/list/tft1930s/detail'>marctorres</a>, <a href='https://letterboxd.com/batty/list/tft30s/detail'>batty</a>, <a href='https://letterboxd.com/hugoromero/list/top-film-tuiter-1930s/detail'>hugoromero</a> <br> 5 puntos: <a href='https://letterboxd.com/paloma55/list/tft1930s/detail'>paloma55</a>, <a href='https://letterboxd.com/alberto87fr/list/tft30s/detail'>alberto87fr</a>, <a href='https://letterboxd.com/faildeguionista/list/tft30s/detail'>faildeguionista</a>, <a href='https://letterboxd.com/stalker98/list/tft-1930s/detail'>stalker98</a>, <a href='https://letterboxd.com/bergmantonioni/list/tft30s/detail'>bergmantonioni</a>, <a href='https://letterboxd.com/faure/list/tft1930s/detail'>faure</a>, <a href='https://letterboxd.com/ninotchka/list/tft1930s/detail'>ninotchka</a>, <a href='https://letterboxd.com/antares_not/list/tft-1930s/detail'>antares_not</a>, <a href='https://letterboxd.com/diogoserafim/list/tft-1930s/detail'>diogoserafim</a>, <a href='https://letterboxd.com/javchas/list/tft30s/detail'>javchas</a>, <a href='https://letterboxd.com/juanky97/list/tft-1930s/detail'>juanky97</a>, <a href='https://letterboxd.com/dani1medina/list/tft-1930s/detail'>dani1medina</a>, <a href='https://letterboxd.com/sirah_wiedemann/list/tft30s/detail'>sirah_wiedemann</a>, <a href='https://letterboxd.com/martialcantarel/list/tft30s/detail'>martialcantarel</a>, <a href='https://letterboxd.com/will_llermo/list/tft30s/detail'>will_llermo</a>, <a href='https://letterboxd.com/mrtoldo/list/tft1930s/detail'>mrtoldo</a>, <a href='https://letterboxd.com/didacus/list/tft30s/detail'>didacus</a>, <a href='https://letterboxd.com/marcos_m_rom/list/tft-30s/detail'>marcos_m_rom</a>, <a href='https://letterboxd.com/jasikedevicius/list/tft1930s/detail'>jasikedevicius</a>, <a href='https://letterboxd.com/elenacf/list/tft1930s/detail'>elenacf</a>, <a href='https://letterboxd.com/doark13/list/tft1930s/detail'>doark13</a>, <a href='https://letterboxd.com/bernatus/list/tft-30s/detail'>bernatus</a>, <a href='https://letterboxd.com/lbaena/list/tft30s/detail'>lbaena</a>, <a href='https://letterboxd.com/mmgarnica/list/tft1930s/detail'>mmgarnica</a> <br> 4 puntos: <a href='https://letterboxd.com/a_de_la_hoz/list/tft30s/detail'>a_de_la_hoz</a>, <a href='https://letterboxd.com/jaimeac/list/tft-1930s/detail'>jaimeac</a>, <a href='https://letterboxd.com/migorro/list/anos-30/detail'>migorro</a>, <a href='https://letterboxd.com/mabusecaligari/list/tft1930s/detail'>mabusecaligari</a>, <a href='https://letterboxd.com/isaac98tm/list/tft1930s/detail'>isaac98tm</a>, <a href='https://letterboxd.com/borinot/list/tft1930s/detail'>borinot</a>, <a href='https://letterboxd.com/jdcasero/list/topfilm30/detail'>jdcasero</a>, <a href='https://letterboxd.com/danielquinn/list/tft1930s/detail'>danielquinn</a>, <a href='https://letterboxd.com/vareludo/list/tft1930s/detail'>vareludo</a>, <a href='https://letterboxd.com/uryenbg/list/tft30s/detail'>uryenbg</a>, <a href='https://letterboxd.com/utges/list/tft1930s/detail'>utges</a> <br> 3 puntos: <a href='https://letterboxd.com/fabregatto/list/tft1930s/detail'>fabregatto</a>, <a href='https://letterboxd.com/albertomilano/list/tft30s/detail'>albertomilano</a> <br> 2 puntos: <a href='https://letterboxd.com/saba1e7e/list/tft1930s/detail'>saba1e7e</a>, <a href='https://letterboxd.com/gorkalonso1/list/tft-30s/detail'>gorkalonso1</a>, <a href='https://letterboxd.com/fifolecfc/list/tft30/detail'>fifolecfc</a>, <a href='https://letterboxd.com/fshtravis/list/tft1930s/detail'>fshtravis</a>, <a href='https://letterboxd.com/filmcanet/list/tft30s/detail'>filmcanet</a> <br> 1 puntos: <a href='https://letterboxd.com/jorgepm91/list/tft1930s/detail'>jorgepm91</a>, <a href='https://letterboxd.com/xator_nova/list/tft30s/detail'>xator_nova</a>, <a href='https://letterboxd.com/davidgs90/list/tft30s/detail'>davidgs90</a>, <a href='https://letterboxd.com/carlos_/list/tft-1930/detail'>carlos_</a>, <a href='https://letterboxd.com/lobo_lopez/list/tft1930s/detail'>lobo_lopez</a>, <a href='https://letterboxd.com/a_karerina/list/1930/detail'>a_karerina</a>, <a href='https://letterboxd.com/rachelmygod/list/tft30s/detail'>rachelmygod</a>, <a href='https://letterboxd.com/trueno/list/tft30s/detail'>trueno</a>, <a href='https://letterboxd.com/bander7/list/tft30s/detail'>bander7</a>, <a href='https://letterboxd.com/mann_ohne_namen/list/tft1930s/detail'>mann_ohne_namen</a>, <a href='https://letterboxd.com/simonsds/list/tft1930s/detail'>simonsds</a>, <a href='https://letterboxd.com/jjm_24/list/tft30s/detail'>jjm_24</a>"
L'Atalante,1934,"208 puntos con 62 menciones. Elegida por:<p>6 puntos: <a href='https://letterboxd.com/rachelmygod/list/tft30s/detail'>rachelmygod</a>, <a href='https://letterboxd.com/borinot/list/tft1930s/detail'>borinot</a>, <a href='https://letterboxd.com/martialcantarel/list/tft30s/detail'>martialcantarel</a>, <a href='https://letterboxd.com/sirah_wiedemann/list/tft30s/detail'>sirah_wiedemann</a> <br> 5 puntos: <a href='https://letterboxd.com/firejuice/list/tft30s/detail'>firejuice</a>, <a href='https://letterboxd.com/paula_arantzazu/list/tft1930s/detail'>paula_arantzazu</a>, <a href='https://letterboxd.com/maties_tp/list/tft1930s/detail'>maties_tp</a>, <a href='https://letterboxd.com/bracero/list/tft1930s/detail'>bracero</a>, <a href='https://letterboxd.com/anaavellaneda/list/tft-30s/detail'>anaavellaneda</a>, <a href='https://letterboxd.com/gorkalonso1/list/tft-30s/detail'>gorkalonso1</a>, <a href='https://letterboxd.com/simonsds/list/tft1930s/detail'>simonsds</a>, <a href='https://letterboxd.com/hugoromero/list/top-film-tuiter-1930s/detail'>hugoromero</a>, <a href='https://letterboxd.com/lubilder/list/tft30s/detail'>lubilder</a>, <a href='https://letterboxd.com/tannhauser/list/tft-30s/detail'>tannhauser</a>, <a href='https://letterboxd.com/alvaro_souvlaki/list/tft1930s/detail'>alvaro_souvlaki</a> <br> 4 puntos: <a href='https://letterboxd.com/filmcanet/list/tft30s/detail'>filmcanet</a>, <a href='https://letterboxd.com/lacaneli/list/tft30s/detail'>lacaneli</a>, <a href='https://letterboxd.com/joancuadrado/list/tft-30s/detail'>joancuadrado</a>, <a href='https://letterboxd.com/malala/list/tft30/detail'>malala</a>, <a href='https://letterboxd.com/bennu/list/tft-anys-30/detail'>bennu</a>, <a href='https://letterboxd.com/ivan_suarez/list/tft30s/detail'>ivan_suarez</a>, <a href='https://letterboxd.com/jasikedevicius/list/tft1930s/detail'>jasikedevicius</a>, <a href='https://letterboxd.com/mabusecaligari/list/tft1930s/detail'>mabusecaligari</a>, <a href='https://letterboxd.com/guillehormigo/list/tft1930s/detail'>guillehormigo</a>, <a href='https://letterboxd.com/doark13/list/tft1930s/detail'>doark13</a>, <a href='https://letterboxd.com/mrtoldo/list/tft1930s/detail'>mrtoldo</a>, <a href='https://letterboxd.com/marctorres/list/tft1930s/detail'>marctorres</a>, <a href='https://letterboxd.com/luisru/list/tft30s/detail'>luisru</a>, <a href='https://letterboxd.com/jaimeac/list/tft-1930s/detail'>jaimeac</a>, <a href='https://letterboxd.com/taesuk/list/tft-30s/detail'>taesuk</a>, <a href='https://letterboxd.com/bernatus/list/tft-30s/detail'>bernatus</a>, <a href='https://letterboxd.com/isaac98tm/list/tft1930s/detail'>isaac98tm</a> <br> 3 puntos: <a href='https://letterboxd.com/xator_nova/list/tft30s/detail'>xator_nova</a>, <a href='https://letterboxd.com/bustinduy/list/tft1930s/detail'>bustinduy</a>, <a href='https://letterboxd.com/albertomilano/list/tft30s/detail'>albertomilano</a>, <a href='https://letterboxd.com/blackcoffee/list/tft1930s/detail'>blackcoffee</a>, <a href='https://letterboxd.com/manuki/list/tft1930s/detail'>manuki</a>, <a href='https://letterboxd.com/maximo_/list/tft1930s/share/Jf3C5bAxJNJB0iv7/detail'>maximo_</a>, <a href='https://letterboxd.com/bergmantonioni/list/tft30s/detail'>bergmantonioni</a>, <a href='https://letterboxd.com/alcorona/list/tft1930s/detail'>alcorona</a>, <a href='https://letterboxd.com/jdcasero/list/topfilm30/detail'>jdcasero</a>, <a href='https://letterboxd.com/fleming22/list/tft30s/detail'>fleming22</a>, <a href='https://letterboxd.com/rafanasal/list/tft30s/detail'>rafanasal</a>, <a href='https://letterboxd.com/a_karerina/list/1930/detail'>a_karerina</a> <br> 2 puntos: <a href='https://letterboxd.com/alberto87fr/list/tft30s/detail'>alberto87fr</a>, <a href='https://letterboxd.com/marioquema/list/tft1930s/detail'>marioquema</a>, <a href='https://letterboxd.com/rafaqc97/list/tft1930s/detail'>rafaqc97</a>, <a href='https://letterboxd.com/stalker98/list/tft-1930s/detail'>stalker98</a>, <a href='https://letterboxd.com/a_de_la_hoz/list/tft30s/detail'>a_de_la_hoz</a>, <a href='https://letterboxd.com/vicioinherente/list/tft1930s/detail'>vicioinherente</a>, <a href='https://letterboxd.com/alemartin/list/tft30s/detail'>alemartin</a> <br> 1 puntos: <a href='https://letterboxd.com/migorro/list/anos-30/detail'>migorro</a>, <a href='https://letterboxd.com/migblah/list/tft30s/detail'>migblah</a>, <a href='https://letterboxd.com/antares_not/list/tft-1930s/detail'>antares_not</a>, <a href='https://letterboxd.com/utges/list/tft1930s/detail'>utges</a>, <a href='https://letterboxd.com/batty/list/tft30s/detail'>batty</a>, <a href='https://letterboxd.com/diogoserafim/list/tft-1930s/detail'>diogoserafim</a>, <a href='https://letterboxd.com/heymyman/list/tft-30s/detail'>heymyman</a>, <a href='https://letterboxd.com/dani1medina/list/tft-1930s/detail'>dani1medina</a>, <a href='https://letterboxd.com/mmgarnica/list/tft1930s/detail'>mmgarnica</a>, <a href='https://letterboxd.com/ninotchka/list/tft1930s/detail'>ninotchka</a>, <a href='https://letterboxd.com/manuelsanbai/list/tft30s/detail'>manuelsanbai</a>"
M,1931,"205 puntos con 48 menciones. Elegida por:<p>6 puntos: <a href='https://letterboxd.com/malala/list/tft30/detail'>malala</a>, <a href='https://letterboxd.com/mabusecaligari/list/tft1930s/detail'>mabusecaligari</a>, <a href='https://letterboxd.com/bander7/list/tft30s/detail'>bander7</a>, <a href='https://letterboxd.com/marcos_m_rom/list/tft-30s/detail'>marcos_m_rom</a> <br> 5 puntos: <a href='https://letterboxd.com/alemartin/list/tft30s/detail'>alemartin</a>, <a href='https://letterboxd.com/rafanasal/list/tft30s/detail'>rafanasal</a>, <a href='https://letterboxd.com/sirah_wiedemann/list/tft30s/detail'>sirah_wiedemann</a>, <a href='https://letterboxd.com/marioquema/list/tft1930s/detail'>marioquema</a>, <a href='https://letterboxd.com/fabregatto/list/tft1930s/detail'>fabregatto</a>, <a href='https://letterboxd.com/a_de_la_hoz/list/tft30s/detail'>a_de_la_hoz</a>, <a href='https://letterboxd.com/bergmantonioni/list/tft30s/detail'>bergmantonioni</a>, <a href='https://letterboxd.com/bracero/list/tft1930s/detail'>bracero</a>, <a href='https://letterboxd.com/ivan_suarez/list/tft30s/detail'>ivan_suarez</a>, <a href='https://letterboxd.com/manuki/list/tft1930s/detail'>manuki</a>, <a href='https://letterboxd.com/anaavellaneda/list/tft-30s/detail'>anaavellaneda</a>, <a href='https://letterboxd.com/vareludo/list/tft1930s/detail'>vareludo</a>, <a href='https://letterboxd.com/lubilder/list/tft30s/detail'>lubilder</a>, <a href='https://letterboxd.com/mrlombreeze/list/tft30s/detail'>mrlombreeze</a>, <a href='https://letterboxd.com/migorro/list/anos-30/detail'>migorro</a>, <a href='https://letterboxd.com/manuelsanbai/list/tft30s/detail'>manuelsanbai</a>, <a href='https://letterboxd.com/hugoromero/list/top-film-tuiter-1930s/detail'>hugoromero</a>, <a href='https://letterboxd.com/bernatus/list/tft-30s/detail'>bernatus</a>, <a href='https://letterboxd.com/borinot/list/tft1930s/detail'>borinot</a>, <a href='https://letterboxd.com/joancuadrado/list/tft-30s/detail'>joancuadrado</a>, <a href='https://letterboxd.com/fleming22/list/tft30s/detail'>fleming22</a> <br> 4 puntos: <a href='https://letterboxd.com/hectorog/list/tft30s/detail'>hectorog</a>, <a href='https://letterboxd.com/parhelic/list/tft30s/detail'>parhelic</a>, <a href='https://letterboxd.com/filmcanet/list/tft30s/detail'>filmcanet</a>, <a href='https://letterboxd.com/faure/list/tft1930s/detail'>faure</a>, <a href='https://letterboxd.com/endika/list/tft1930s-1/detail'>endika</a>, <a href='https://letterboxd.com/davidpardi97/list/tft30s/detail'>davidpardi97</a>, <a href='https://letterboxd.com/uryenbg/list/tft30s/detail'>uryenbg</a>, <a href='https://letterboxd.com/stalker98/list/tft-1930s/detail'>stalker98</a>, <a href='https://letterboxd.com/tannhauser/list/tft-30s/detail'>tannhauser</a>, <a href='https://letterboxd.com/bennu/list/tft-anys-30/detail'>bennu</a>, <a href='https://letterboxd.com/rafaqc97/list/tft1930s/detail'>rafaqc97</a> <br> 3 puntos: <a href='https://letterboxd.com/taesuk/list/tft-30s/detail'>taesuk</a>, <a href='https://letterboxd.com/jdcasero/list/topfilm30/detail'>jdcasero</a>, <a href='https://letterboxd.com/diegoh2000/list/tft30s/detail'>diegoh2000</a>, <a href='https://letterboxd.com/saba1e7e/list/tft1930s/detail'>saba1e7e</a>, <a href='https://letterboxd.com/mann_ohne_namen/list/tft1930s/detail'>mann_ohne_namen</a>, <a href='https://letterboxd.com/simonsds/list/tft1930s/detail'>simonsds</a>, <a href='https://letterboxd.com/jaimeac/list/tft-1930s/detail'>jaimeac</a>, <a href='https://letterboxd.com/fshtravis/list/tft1930s/detail'>fshtravis</a>, <a href='https://letterboxd.com/jasikedevicius/list/tft1930s/detail'>jasikedevicius</a> <br> 2 puntos: <a href='https://letterboxd.com/davidgs90/list/tft30s/detail'>davidgs90</a>, <a href='https://letterboxd.com/will_llermo/list/tft30s/detail'>will_llermo</a> <br> 1 puntos: <a href='https://letterboxd.com/jorgemz/list/tft1930s/detail'>jorgemz</a>"
