url_peli,Title,Year,tmdb_type,tmdb_id
/film/the-bricklayers/,The Bricklayers,1976,movie,263815
/film/the-club-2015/,The Club,2015,movie,319995.0
/film/the-giant-of-america/,The Giant of America,1980,movie,216597
/film/the-human-surge/,The Human Surge,2016,movie,405446.0
/film/the-naked-angel/,The Naked Angel,1946,movie,290968.0
/film/the-prince-of-nanawa/,The Prince of Nanawa,2025,movie,808224.0
/film/the-realm-of-fortune/,The Realm of Fortune,1986,movie,268641.0
/film/the-sidewalks-of-saturn/,The Sidewalks of Saturn,1986,movie,299152.0
/film/the-strategy-of-the-snail/,The Strategy of the Snail,1993,movie,10000.0
/film/the-survivors-1979/,The Survivors,1979,movie,106180.0
/film/the-trial-2023/,The Trial,2023,movie,1063595.0
/film/the-witchs-mirror/,The Witch's Mirror,1962,movie,42993.0
/film/traveller-1998/,Traveller,1998,movie,180662
/film/totem-2023/,Tótem,2023,movie,958186
/film/undertow-2009/,Undertow,2009,movie,52799.0
/film/valparaiso-my-love/,Valparaiso My Love,1969,movie,73858.0
/film/ventana/,Ventana,1975,movie,346991.0
/film/voto-fusil/,Voto + Fusil,1971,movie,360678.0
/film/7-boxes/,7 Boxes,2012,movie,127847.0
/film/a-farewell-to-memory/,A Farewell to Memory,2020,movie,763673.0
/film/a-poet/,A Poet,2025,movie,1465563.0
/film/a-stranger-on-the-stairs/,A Stranger on the Stairs,1955,movie,199430.0
/film/ana-and-the-others/,Ana and the Others,2003,movie,48596.0
/film/aniceto/,Aniceto,2008,movie,72776.0
/film/bonsai/,Bonsai,2011,movie,85543.0
/film/buena-vista-social-club/,Buena Vista Social Club,1999,movie,11779.0
/film/carnaval-atlantida/,Carnaval Atlântida,1952,movie,194728.0
/film/common-ground-2002/,Common Ground,2002,movie,32546.0
/film/confessing-to-laura/,Confessing to Laura,1990,movie,156460.0
/film/crystal-eyes/,Crystal Eyes,2017,movie,488604.0
/film/death-in-buenos-aires/,Death in Buenos Aires,2014,movie,296778.0
/film/dieciseis-anos/,Dieciséis años,1943,movie,334055.0
/film/elena-2013/,Elena,2012,movie,160859.0
/film/enough-praying/,Enough Praying,1972,movie,392459.0
/film/from-afar/,From Afar,2015,movie,352162.0
/film/fuego/,Fuego,1969,movie,50966
/film/i-am-not-your-negro/,I Am Not Your Negro,2016,movie,411019.0
/film/i-am-a-son-of-america/,I Am a Son of America,1972,movie,283021.0
/film/im-going-to-santiago/,I'm Going to Santiago,1964,movie,262028.0
/film/iracema/,Iracema,1975,movie,116146.0
/film/kiss-of-the-spider-woman/,Kiss of the Spider Woman,1985,movie,11703
/film/la-fe-del-volcan/,La fe del volcán,2001,movie,481173.0
/film/life-is-to-whistle/,Life Is to Whistle,1998,movie,112942.0
/film/liverpool/,Liverpool,2008,movie,101006.0
/film/manuela-1966/,Manuela,1966,movie,467889.0
/film/museo/,Museo,2018,movie,477654.0
