Votos;url_peli;Id_peli;Titulo;Popularidad;Rating;Fecha;Duracion;Pais;Idioma;Presupuesto;Ganancia;Generos;Director;Genero_dir;Casting;Guion;Montaje;DOP;Resumen
32;/film/la-belle-noiseuse/;12627;La Belle Noiseuse;1.913;7.3;1991-09-04;238;FR;fr;0.0;0.0;['Drama'];['Jacques Rivette'];[2];['Michel Piccoli', 'Emmanuelle Béart', 'Jane Birkin', 'Marianne Denicourt', 'David Bursztein', 'Gilles Arbona', 'Marie Belluc', 'Marie-Claude Roger', 'Leïla Remili', 'Daphne Goodfellow', 'Susan Robertson', 'Bernard Dufour'];['Pascal Bonitzer', 'Jacques Rivette', 'Christine Laurent'];['Nicole Lubtchansky'];['William Lubtchansky'];The former famous painter Frenhofer lives quietly with his wife on a countryside residence in the French Provence. When the young artist Nicolas visits him with his girlfriend Marianne, Frenhofer decides to start again the work on a painting he long ago stopped: La Belle Noiseuse. And he wants Marianne as model.
31;/film/abrahams-valley/;107693;Abraham's Valley;0.5738;7.5;1993-09-01;203;PT;pt;0.0;0.0;['Drama'];['Manoel de Oliveira'];[2];"['Leonor Silveira', 'Luís Miguel Cintra', 'Ruy de Carvalho', 'Cécile Sanz de Alba', 'Luís Lima Barreto', 'Micheline Larpin', 'Diogo Dória', 'José Pinto', 'Filipe Cochofel', 'João Perry', 'Glória de Matos', 'António Reis', 'Isabel Ruth', 'Dina Treno', 'Dalila Carmo', 'Sofia Alves', 'Beatriz Batarda', 'Júlia Buisel', 'Laura Soveral', 'Miguel Guilherme', ""Marques D'Arede"", 'Mário Barroso', 'Nuno Vieira de Almeida', 'Argentina Rocha', 'Rui Oliveira', 'Ricardo Trêpa', 'António Vaz Mendes']";['Manoel de Oliveira'];['Valérie Loiseleux', 'Manoel de Oliveira'];['Mário Barroso'];Ema is a very attractive but innocent girl, so pretty that cars crash in her presence. In her youth she marries Dr. Carlos Paiva, her father's friend, to whom she is not attracted. They move to the valley of Abraham. Carlos loves her, but decides to sleep in a separate room to avoid waking Ema when he has to return late at night. As time goes by she begins to feel unhappy about her marriage, so she finds a new lover.
26;/film/dream-of-light/;94706;Dream of Light;0.189;7.0;1992-10-01;138;ES;es;0.0;0.0;['Documentary'];['Víctor Erice'];[2];['Antonio López García', 'Maria Moreno', 'Enrique Gran', 'María López', 'Carmen López', 'Elisa Ruiz', 'José María Carretero', 'Amalia Avia', 'Lucio Muñoz', 'Esperanza Parada', 'Julio López Hernández', 'Fan Xiao Ming', 'Yan Sheng Dong', 'Janusz Pietrzkiak', 'Marek Domagala'];[];['Juan Ignacio San Mateo'];['Javier Aguirresarobe', 'Ángel Luis Fernández', 'José Luis López-Linares'];Filmmaker Victor Erice follows Spanish artist Antonio Lopez in his painstaking attempt to paint the image of a tree.
22;/film/princess-mononoke/;128;Princess Mononoke;16.3969;8.332;1997-07-12;134;JP;ja;23500000.0;174402628.0;['Adventure', 'Fantasy', 'Animation'];['Hayao Miyazaki'];[2];['Yoji Matsuda', 'Yuriko Ishida', 'Yuko Tanaka', 'Kaoru Kobayashi', 'Masahiko Nishimura', 'Tsunehiko Kamijô', 'Akihiro Miwa', 'Mitsuko Mori', 'Hisaya Morishige', 'Sumi Shimamoto', 'Tetsu Watanabe', 'Makoto Satō', 'Akira Nagoya', 'Kei Iinuma', 'Tsuzuki Kayako', 'Kimihiro Reizei', 'Yoshimasa Kondo', 'Akira Sakamoto', 'Shirou Saitou', 'Daikichi Sugawara', 'Takako Katou', 'Ikuko Yamamoto', 'Kiho Iinuma'];[];['Takeshi Seyama'];['Atsushi Okui'];Ashitaka, a prince of the disappearing Emishi people, is cursed by a demonized boar god and must journey to the west to find a cure. Along the way, he encounters San, a young human woman fighting to protect the forest, and Lady Eboshi, who is trying to destroy it. Ashitaka must find a way to bring balance to this conflict.
19;/film/eyes-wide-shut/;345;Eyes Wide Shut;11.4269;7.5;1999-07-16;159;US;en;65000000.0;162100000.0;['Drama', 'Thriller', 'Mystery'];['Stanley Kubrick'];[2];"['Tom Cruise', 'Nicole Kidman', 'Sydney Pollack', 'Marie Richardson', 'Rade Šerbedžija', 'Todd Field', 'Vinessa Shaw', 'Alan Cumming', 'Sky du Mont', 'Fay Masterson', 'Leelee Sobieski', 'Thomas Gibson', 'Madison Eginton', 'Julienne Davis', 'Jackie Sawiris', 'Leslie Lowe', 'Peter Hans Benson', 'Michael Doven', 'Louise J. Taylor', 'Stewart Thorndike', 'Randall Paul', 'Lisa Leone', 'Kevin Connealy', 'Mariana Hewett', 'Dan Rollman', 'Gavin Parry', 'Chris Pare', 'Adam Lias', 'Christian Clarke', 'Kyle Whitcombe', 'Gary Goba', 'Florian Windorfer', 'Togo Igawa', 'Eiji Kusuhara', 'Sam Douglas', 'Angus MacInnes', 'Abigail Good', 'Brian W. Cook', 'Leon Vitali', 'Carmela Marner', 'Phil Davies', 'Cindy Dolenc', 'Clark Hayes', 'Treva Etienne', 'Colin Angus', 'Karla Ashley', 'Kate Charman', 'James Demaria', 'Tony De Sergio', 'Janie Dickens', 'Laura Fallace', 'Vanessa Fenton', 'Georgina Finch', 'Peter Godwin', 'Joanna Heath', 'Lee Henshaw', 'Ateeka Poole', 'Adam Pudney', 'Sharon Quinn', 'Ben De Saumserez', 'Emma Lou Sharratt', 'Paul Spelling', 'Matthew Thompson', 'Dan Travers', 'Russell Trigg', 'Kate Whalin', 'Cate Blanchett', 'John N. Campbell', ""Emilio D'Alessandro"", 'Paul Desbois', 'Donna Ewin', 'Sam Heydon', 'Alex Hobbs', 'Christiane Kubrick', 'Katharina Kubrick', 'Graham Skidmore', 'Stanley Kubrick']";['Frederic Raphael', 'Stanley Kubrick'];['Nigel Galt'];['Larry Smith'];After Dr. Bill Harford's wife, Alice, admits to having sexual fantasies about a man she met, Bill becomes obsessed with having a sexual encounter. He discovers an underground sexual group and attends one of their meetings -- and quickly discovers that he is in over his head.
19;/film/satantango/;31414;Satantango;1.3284;8.1;1994-02-08;432;HU;hu;1500000.0;0.0;['Drama'];['Béla Tarr'];[2];['Mihály Víg', 'Putyi Horváth', 'Székely B. Miklós', 'Erika Bók', 'László feLugossy', 'Alfréd Járai', 'János Derzsi', 'Irén Szajki', 'Éva Almássy Albert', 'Erzsébet Gaál', 'Peter Berling', 'György Barkó', 'Zoltán Kamondi', 'Barna Mihók', 'Péter Dobai', 'András Bodnár', 'Ica Bojár', 'István Juhász', 'Ferenc Kállai', 'Gyula Pauer', 'Mihály Kormos', 'Ernő Mihályi', 'András Fekete', 'Andor Simai', 'Katalin Krizsánné Kovács', 'Vilmosné Pataki', 'Mária Borbély', 'Kati Makrányi', 'Zsuzsa Fodor', 'Beatrix Jeszensky', 'Rita Deák Varga', 'Frigyes Hollósi', 'Ágnes Kamondy', 'Kína Vetõ', 'Mia Santamaria', 'József Kresinka', 'Mihály Ráday'];['Béla Tarr', 'László Krasznahorkai'];['Ágnes Hranitzky'];['Gábor Medvigy'];Inhabitants of a small village in Hungary deal with the effects of the fall of Communism. The town's source of revenue, a factory, has closed, and the locals, who include a doctor and three couples, await a cash payment offered in the wake of the shuttering. Irimias, a villager thought to be dead, returns and, unbeknownst to the locals, is a police informant. In a scheme, he persuades the villagers to form a commune with him.
17;/film/the-bridges-of-madison-county/;688;The Bridges of Madison County;4.2243;7.717;1995-06-02;135;US;en;24000000.0;182000000.0;['Drama', 'Romance'];['Clint Eastwood'];[2];"['Meryl Streep', 'Clint Eastwood', 'Annie Corley', 'Victor Slezak', 'Jim Haynie', 'Sarah Zahn', 'Christopher Kroon', 'Phyllis Lyons', 'Debra Monk', 'Richard Lage', 'Michelle Benes', 'Alison Wiegert', 'Brandon Bobst', 'Pearl Faessler', ""R.E. 'Stick' Faessler"", 'Tania Burt', 'Billie McNabb', 'Art Breese', 'Lana Schwab', 'Larry Loury', 'James Rivers', 'Mark A. Brooks', 'Peter Cho', 'Eddie Dejean Sr.', 'Jason C. Brewer', 'Kyle Eastwood', 'George Orrison', 'Ken Billeter', 'Judy Trask', 'David Trask', 'Edna Dolson', 'Dennis McCool', 'Michael C. Pommier', 'Jana Corkrean', 'M. Jane Seymour', 'Karla Jo Soper']";['Richard LaGravenese'];['Joel Cox'];['Jack N. Green'];Photographer Robert Kincaid wanders into the life of housewife Francesca Johnson for four days in the 1960s.
17;/film/close-up/;30017;Close-Up;1.0867;7.93;1990-05-09;98;IR;fa;0.0;0.0;['Crime', 'Drama'];['Abbas Kiarostami'];[2];['Hossain Sabzian', 'Monoochehr Ahankhah', 'Mahrokh Ahankhah', 'Abolfazl Ahankhah', 'Mehrdad Ahankhah', 'Nayer Mohseni Zonoozi', 'Hossain Farazmand', 'Ahmad Reza Moayed Mohseni', 'Hooshang Shamaei', 'Mohammad Ali Barrati', 'Davood Goodarzi', 'Haj Ali Reza Ahmadi', 'Hassan Komaili', 'Davood Mohabbat', 'Hassan Farazmand', 'Hushang Shahai', 'Mohsen Makhmalbaf', 'Abbas Kiarostami'];[];['Abbas Kiarostami'];['Ali Reza Zarrindast'];This fiction-documentary hybrid uses a sensational real-life event—the arrest of a young man on charges that he fraudulently impersonated the well-known filmmaker Mohsen Makhmalbaf—as the basis for a stunning, multilayered investigation into movies, identity, artistic creation, and existence, in which the real people from the case play themselves.
17;/film/new-rose-hotel/;21430;New Rose Hotel;0.4544;5.291;1999-03-19;93;US;en;0.0;21521.0;['Drama', 'Mystery', 'Science Fiction'];['Abel Ferrara'];[2];"['Christopher Walken', 'Willem Dafoe', 'Asia Argento', 'Annabella Sciorra', 'John Lurie', 'Kimmy Suzuki', 'Miou', 'Yoshitaka Amano', 'Gretchen Mol', 'Phil Neilson', 'Ken Kelsch', 'Andrew Fiscella', 'Rachel Glass', 'Roberta Orlandi', 'Erin Jermaine Serrano', 'Nicole Taggart', 'Ryuichi Sakamoto', 'Victor Argo', 'Anna Marie Winds', 'Joel St. Bernard', 'Harper Simon', 'George Smurra', 'Frankie Cee', ""John 'Cha Cha' Ciarcia"", 'Echo Danon', 'Kyrie Tinch', 'Dave Shelley', 'Nick Guccione', 'Matthew Messina', 'Al Croseri', 'John Russo-Zirkel', 'Vincent DiMarco', 'Walter Abraham', 'Sal Savino', 'Sam Canegallo', 'Tim Browning', 'M. Kelly Reynolds', 'Janine Glickman', 'Raymond De Felitta', 'Akiko Ashley', 'Francisco De Arriba']";['Abel Ferrara', 'Christ Zois'];['Jim Mol', 'Anthony Redman'];['Ken Kelsch'];A corporate raider and his henchman use a chanteuse to lure a scientific genius away from his employer and family.
16;/film/drifting-clouds-1996/;8214;Drifting Clouds;0.9375;7.6;1996-01-26;97;FI;fi;0.0;0.0;['Comedy', 'Drama'];['Aki Kaurismäki'];[2];['Kati Outinen', 'Kari Väänänen', 'Elina Salo', 'Sakari Kuosmanen', 'Markku Peltola', 'Matti Onnismaa', 'Shelley Fisher', 'Markus Allan', 'Pauli Granfelt', 'Kari Lindqvist', 'Pentti Mutikainen', 'Tommi Parkkonen', 'Taisto Wesslin', 'Tuire Liiti', 'Kaarina Väyrynen', 'Elli Lindstedt', 'Vilhelm Lindstedt', 'Tuire Tuomisto', 'Mustafa Altin', 'Pentti Auer', 'Iisak Lusua', 'Simo Santalahti', 'Solmu Mäkelä', 'Outi Mäenpää', 'Esko Nikkari', 'Tarja Laiho', 'Sulevi Peltola', 'Vesa Mäkelä', 'Tero Jartti', 'Kaija Pakarinen', 'Vesa Häkli', 'Antti Reini', 'Yrjö Järvinen', 'Ona Kamu', 'Eero Försti', 'Kari Nenonen', 'Klaus Heydemann', 'Mato Valtonen', 'Aarre Karén', 'Rose-Marie Precht', 'Clas-Ove Bruun', 'Silu Seppälä', 'Jorma Pulla', 'Atte Blom', 'Peter von Bagh', 'Juho Grönqvist', 'Kari Järvinen'];[];['Aki Kaurismäki'];['Timo Salminen'];The ever-poker-faced Ilona loses her job as a restaurant hostess, as her tram driver husband, Lauri, also finds himself out of work. Together they must hit the streets of Helsinki, facing up to hardship and humiliation in their quest for survival, guided through the gloom by a ray of hope.
