Title,Year,Review
The Age of Innocence,1993,39 puntos con 11 menciones
La Ceremonie,1995,38 puntos con 15 menciones
Green Snake,1993,38 puntos con 13 menciones
La Haine,1995,38 puntos con 13 menciones
The Hole,1998,38 puntos con 13 menciones
Se7en,1995,38 puntos con 11 menciones
Rebels of the Neon God,1992,37 puntos con 15 menciones
The Virgin Suicides,1999,36 puntos con 12 menciones
Whisper of the Heart,1995,36 puntos con 11 menciones
Variations,1998,35 puntos con 13 menciones
Scream,1996,35 puntos con 12 menciones
The Last Days of Disco,1998,35 puntos con 12 menciones
The Stendhal Syndrome,1996,34 puntos con 14 menciones
The Flower of My Secret,1995,34 puntos con 13 menciones
A Perfect World,1993,34 puntos con 10 menciones
The Last Dive,1992,33 puntos con 11 menciones
"The Tree, the Mayor and the Mediatheque",1993,33 puntos con 11 menciones
Boogie Nights,1997,32 puntos con 10 menciones
Starship Troopers,1997,31 puntos con 13 menciones
The Enclosed Valley,1995,31 puntos con 10 menciones
The Lion King,1994,31 puntos con 10 menciones
Mahjong,1996,31 puntos con 9 menciones
The Annunciation of Marie,1991,30 puntos con 12 menciones
Fireworks,1997,30 puntos con 11 menciones
Blue Black Permanent,1992,29 puntos con 11 menciones
Outer Space,1999,29 puntos con 9 menciones
Amsterdam Global Village,1996,29 puntos con 8 menciones
The Addiction,1995,28 puntos con 11 menciones
God's Comedy,1995,28 puntos con 10 menciones
Reservoir Dogs,1992,28 puntos con 10 menciones
Casino,1995,28 puntos con 9 menciones
La Vie de Bohème,1992,28 puntos con 9 menciones
Trainspotting,1996,27 puntos con 10 menciones
Ghost in the Shell,1995,27 puntos con 9 menciones
Exotica,1994,27 puntos con 7 menciones
Fallen Angels,1995,27 puntos con 6 menciones
The Sixth Sense,1999,26 puntos con 10 menciones
Kikujiro,1999,26 puntos con 9 menciones
Workers Leaving the Factory,1995,26 puntos con 8 menciones
A Child’s Garden and the Serious Sea,1991,26 puntos con 7 menciones
My Best Friend's Wedding,1997,26 puntos con 7 menciones
Moving,1993,25 puntos con 9 menciones
Contact,1997,25 puntos con 8 menciones
The Mission,1999,24 puntos con 10 menciones
Night on Earth,1991,24 puntos con 9 menciones
Smoke,1995,24 puntos con 9 menciones
"No, or the Vain Glory of Command",1990,24 puntos con 8 menciones
Toy Story,1995,24 puntos con 7 menciones
Naked Lunch,1991,24 puntos con 6 menciones
The Celebration,1998,23 puntos con 9 menciones
Casa de Lava,1994,23 puntos con 8 menciones
Silvia Prieto,1999,23 puntos con 8 menciones
Travolta and Me,1993,23 puntos con 8 menciones
Edward Scissorhands,1990,23 puntos con 7 menciones
Groundhog Day,1993,23 puntos con 6 menciones
"Oh, Woe Is Me",1993,23 puntos con 6 menciones
The Wind of the Night,1999,23 puntos con 6 menciones
You've Got Mail,1998,22 puntos con 10 menciones
The Mirage,1992,22 puntos con 9 menciones
Dreams,1990,22 puntos con 8 menciones
Nowhere,1997,22 puntos con 8 menciones
Basic Instinct,1992,22 puntos con 7 menciones
Buffalo '66,1998,22 puntos con 7 menciones
"Comrades, Almost a Love Story",1996,22 puntos con 7 menciones
The Nightmare Before Christmas,1993,22 puntos con 7 menciones
Manhattan Murder Mystery,1993,22 puntos con 6 menciones
Paris Is Burning,1990,22 puntos con 6 menciones
I Can No Longer Hear the Guitar,1991,21 puntos con 9 menciones
Safe,1995,21 puntos con 8 menciones
Voyage to the Beginning of the World,1997,21 puntos con 7 menciones
Side/Walk/Shuttle,1992,21 puntos con 6 menciones
The Sunchaser,1996,21 puntos con 5 menciones
Flowers of Shanghai,1998,20 puntos con 9 menciones
From the East,1993,20 puntos con 7 menciones
Mother and Son,1997,20 puntos con 7 menciones
Terminator 2: Judgment Day,1991,20 puntos con 7 menciones
The Company of Strangers,1990,20 puntos con 5 menciones
Hard Boiled,1992,19 puntos con 12 menciones
Jackie Brown,1997,19 puntos con 9 menciones
Clueless,1995,19 puntos con 8 menciones
Happiness,1998,19 puntos con 8 menciones
Videograms of a Revolution,1992,19 puntos con 8 menciones
The Godfather Part III,1990,19 puntos con 7 menciones
Gremlins 2: The New Batch,1990,19 puntos con 6 menciones
Naked,1993,19 puntos con 6 menciones
Triste,1996,19 puntos con 6 menciones
Visions in Meditation,1990,19 puntos con 6 menciones
Days of Being Wild,1990,19 puntos con 5 menciones
Trust,1990,19 puntos con 5 menciones
American Beauty,1999,18 puntos con 9 menciones
Audition,1999,18 puntos con 8 menciones
Face/Off,1997,18 puntos con 8 menciones
Short Cuts,1993,18 puntos con 6 menciones
Angel Dust,1994,18 puntos con 5 menciones
Sink or Swim,1990,18 puntos con 5 menciones
The Piano,1993,18 puntos con 5 menciones
The Blair Witch Project,1999,17 puntos con 8 menciones
M/Other,1999,17 puntos con 7 menciones
Bound,1996,17 puntos con 6 menciones
JLG/JLG: Self-Portrait in December,1994,17 puntos con 6 menciones
Blue,1993,17 puntos con 5 menciones
Schindler's List,1993,17 puntos con 4 menciones
Song of Avignon,1998,16 puntos con 9 menciones
Light Sleeper,1992,16 puntos con 7 menciones
Star Wars: Episode I – The Phantom Menace,1999,16 puntos con 6 menciones
"White Hunter, Black Heart",1990,16 puntos con 6 menciones
A Heart in Winter,1992,16 puntos con 5 menciones
A Place in the World,1992,16 puntos con 5 menciones
Europa,1991,16 puntos con 5 menciones
The Last Bolshevik,1993,16 puntos con 5 menciones
Love on Delivery,1994,16 puntos con 4 menciones
The Road Home,1999,16 puntos con 4 menciones
Dazed and Confused,1993,15 puntos con 8 menciones
"Goodbye South, Goodbye",1996,15 puntos con 6 menciones
Jamon Jamon,1992,15 puntos con 6 menciones
Metropolitan,1990,15 puntos con 6 menciones
Secrets & Lies,1996,15 puntos con 6 menciones
Bram Stoker's Dracula,1992,15 puntos con 5 menciones
Husbands and Wives,1992,15 puntos con 5 menciones
Jacquot de Nantes,1991,15 puntos con 5 menciones
Jurassic Park,1993,15 puntos con 5 menciones
Point Break,1991,15 puntos con 5 menciones
Revolutionary Girl Utena,1997,15 puntos con 3 menciones
Gattaca,1997,14 puntos con 7 menciones
Ghost Dog: The Way of the Samurai,1999,14 puntos con 7 menciones
The Iron Giant,1999,14 puntos con 7 menciones
But I'm a Cheerleader,1999,14 puntos con 6 menciones
Deep Cover,1992,14 puntos con 6 menciones
The Shawshank Redemption,1994,14 puntos con 5 menciones
Katatsumori,1994,14 puntos con 4 menciones
The Wind Will Carry Us,1999,14 puntos con 4 menciones
All the Vermeers in New York,1990,14 puntos con 3 menciones
Central Station,1998,14 puntos con 3 menciones
Dead Man,1995,13 puntos con 7 menciones
Rosetta,1999,13 puntos con 6 menciones
For Ever Mozart,1996,13 puntos con 5 menciones
In the Name of the Father,1993,13 puntos con 5 menciones
Secret Defense,1998,13 puntos con 5 menciones
Show Me Love,1998,13 puntos con 5 menciones
Thelma & Louise,1991,13 puntos con 5 menciones
New York Film Diary,1995,13 puntos con 4 menciones
Night and Day,1991,13 puntos con 4 menciones
The North Calotte,1991,13 puntos con 4 menciones
"Black Cat, White Cat",1998,13 puntos con 3 menciones
Comingled Containers,1996,13 puntos con 3 menciones
Humanité,1999,13 puntos con 3 menciones
L.A. Confidential,1997,13 puntos con 3 menciones
Siddheshwari,1990,13 puntos con 3 menciones
Velvet Goldmine,1998,13 puntos con 3 menciones
To Live,1994,12 puntos con 6 menciones
Bad Lieutenant,1992,12 puntos con 5 menciones
Miller's Crossing,1990,12 puntos con 5 menciones
The Passengers,1999,12 puntos con 5 menciones
Anxiety,1998,12 puntos con 4 menciones
Breaking the Waves,1996,12 puntos con 4 menciones
Labyrinth of Dreams,1997,12 puntos con 4 menciones
Lessons of Darkness,1992,12 puntos con 4 menciones
Rules of the Road,1993,12 puntos con 4 menciones
The Watermelon Woman,1996,12 puntos con 4 menciones
The Mammals of Victoria,1994,12 puntos con 3 menciones
The River,1997,12 puntos con 3 menciones
Pickpocket,1997,11 puntos con 7 menciones
The Insider,1999,11 puntos con 7 menciones
Level Five,1997,11 puntos con 6 menciones
Ossos,1997,11 puntos con 5 menciones
Rushmore,1998,11 puntos con 5 menciones
The Wedding Banquet,1993,11 puntos con 5 menciones
Torment,1994,11 puntos con 5 menciones
10 Things I Hate About You,1999,11 puntos con 4 menciones
A Tale of Springtime,1990,11 puntos con 4 menciones
Barrio,1998,11 puntos con 4 menciones
Brother,1997,11 puntos con 4 menciones
Butterfly,1999,11 puntos con 4 menciones
Pachamama: Our Land,1995,11 puntos con 4 menciones
The Doom Generation,1995,11 puntos con 4 menciones
The Remains of the Day,1993,11 puntos con 4 menciones
Barbara,1997,11 puntos con 3 menciones
High Heels,1991,11 puntos con 3 menciones
Suzaku,1997,11 puntos con 3 menciones
The Son Of...,1995,11 puntos con 3 menciones
The Suspended Step of the Stork,1991,11 puntos con 3 menciones
Barren Illusion,1999,11 puntos con 2 menciones
Short Fuse,1991,11 puntos con 2 menciones
Running Out of Time,1999,10 puntos con 4 menciones
The Ambulance,1990,10 puntos con 4 menciones
Tokyo Fist,1995,10 puntos con 4 menciones
We're All Still Here,1997,10 puntos con 4 menciones
Babel: A Letter to My Friends Left Behind in Belgium,1991,10 puntos con 3 menciones
Before the Rain,1994,10 puntos con 3 menciones
Falling Lessons,1992,10 puntos con 3 menciones
Farewell My Concubine,1993,10 puntos con 3 menciones
Hoop Dreams,1994,10 puntos con 3 menciones
Lovers of the Arctic Circle,1998,10 puntos con 3 menciones
Mission: Impossible,1996,10 puntos con 3 menciones
My Sex Life... or How I Got Into an Argument,1996,10 puntos con 3 menciones
Peppermint Candy,1999,10 puntos con 3 menciones
River of Gold,1998,10 puntos con 3 menciones
Untitled (For Marilyn),1992,10 puntos con 3 menciones
Wonderland,1999,10 puntos con 3 menciones
Buena Vista Social Club,1999,10 puntos con 2 menciones
Household Saints,1993,10 puntos con 2 menciones
Love Letter,1995,10 puntos con 2 menciones
Pleasantville,1998,10 puntos con 2 menciones
Strawberry and Chocolate,1993,10 puntos con 2 menciones
JFK,1991,9 puntos con 6 menciones
Event Horizon,1997,9 puntos con 5 menciones
The Exorcist III,1990,9 puntos con 5 menciones
Being John Malkovich,1999,9 puntos con 4 menciones
Hyenas,1992,9 puntos con 4 menciones
Instrument,1999,9 puntos con 4 menciones
The Grandfather,1998,9 puntos con 4 menciones
The Truman Show,1998,9 puntos con 4 menciones
Gummo,1997,9 puntos con 3 menciones
Muriel's Wedding,1994,9 puntos con 3 menciones
Orlando,1992,9 puntos con 3 menciones
Romeo + Juliet,1996,9 puntos con 3 menciones
Sombre,1998,9 puntos con 3 menciones
Song of the Exile,1990,9 puntos con 3 menciones
Taboo,1999,9 puntos con 3 menciones
The Scent of Green Papaya,1993,9 puntos con 3 menciones
True Romance,1993,9 puntos con 3 menciones
Vampires,1998,9 puntos con 3 menciones
Apologies,1990,9 puntos con 2 menciones
Little Odessa,1994,9 puntos con 2 menciones
Love & Pop,1998,9 puntos con 2 menciones
The Man in the Moon,1991,8 puntos con 5 menciones
My Own Private Idaho,1991,8 puntos con 4 menciones
Bringing Out the Dead,1999,8 puntos con 3 menciones
Captain Conan,1996,8 puntos con 3 menciones
Deseret,1996,8 puntos con 3 menciones
Hide and Seek,1996,8 puntos con 3 menciones
The Adjuster,1991,8 puntos con 3 menciones
The Eel,1997,8 puntos con 3 menciones
2/Duo,1997,8 puntos con 2 menciones
A Confucian Confusion,1994,8 puntos con 2 menciones
Avetik,1992,8 puntos con 2 menciones
Et Resurrectus Est,1994,8 puntos con 2 menciones
I Can't Sleep,1994,8 puntos con 2 menciones
Life/Expectancy,1999,8 puntos con 2 menciones
Made in Hong Kong,1997,8 puntos con 2 menciones
Mama,1990,8 puntos con 2 menciones
Mary Jane's Not a Virgin Anymore,1996,8 puntos con 2 menciones
Tigerstreifenbaby wartet auf Tarzan,1998,8 puntos con 2 menciones
Ju Dou,1990,7 puntos con 5 menciones
After Life,1998,7 puntos con 4 menciones
Army of Darkness,1992,7 puntos con 4 menciones
Thesis,1996,7 puntos con 4 menciones
Beautiful Girls,1996,7 puntos con 3 menciones
Embracing,1992,7 puntos con 3 menciones
20th Century Nostalgia,1997,7 puntos con 2 menciones
Bärbel and Charly,1994,7 puntos con 2 menciones
Five-Year Diary,1997,7 puntos con 2 menciones
Forrest Gump,1994,7 puntos con 2 menciones
Natural Born Killers,1994,7 puntos con 2 menciones
Private Property (Public Domain),1991,7 puntos con 2 menciones
Raising Cain,1992,7 puntos con 2 menciones
Scenes from the Life of Andy Warhol: Friendships & Intersections,1990,7 puntos con 2 menciones
The Beginning and the End,1993,7 puntos con 2 menciones
The City of Lost Children,1995,7 puntos con 2 menciones
The Letter,1999,7 puntos con 2 menciones
Toy Story 2,1999,7 puntos con 2 menciones
Until the End of the World,1991,7 puntos con 2 menciones
Welcome to the Dollhouse,1995,7 puntos con 2 menciones
Yokohama Kaidashi Kikou,1998,7 puntos con 2 menciones
Zero Patience,1993,7 puntos con 2 menciones
¡Que vivan los crotos!,1990,7 puntos con 2 menciones
Lone Star,1996,6 puntos con 5 menciones
Twelve Monkeys,1995,6 puntos con 4 menciones
Chasing Amy,1997,6 puntos con 3 menciones
Cradle Song,1994,6 puntos con 3 menciones
Killer,1998,6 puntos con 3 menciones
Lady Lazarus,1992,6 puntos con 3 menciones
The Neon Bible,1995,6 puntos con 3 menciones
Warsaw Bridge,1990,6 puntos con 3 menciones
A Few Good Men,1992,6 puntos con 2 menciones
American History X,1998,6 puntos con 2 menciones
Bouquets 1-10,1995,6 puntos con 2 menciones
Chronicle of a Disappearance,1996,6 puntos con 2 menciones
Dil Se..,1998,6 puntos con 2 menciones
End,1992,6 puntos con 2 menciones
Kamen Rider ZO,1993,6 puntos con 2 menciones
Monkeys Like Becky,1999,6 puntos con 2 menciones
Nitrate Kisses,1992,6 puntos con 2 menciones
Noises Off...,1992,6 puntos con 2 menciones
Not One Less,1999,6 puntos con 2 menciones
Pom Poko,1994,6 puntos con 2 menciones
Ruby in Paradise,1993,6 puntos con 2 menciones
The Living End,1992,6 puntos con 2 menciones
What Happened Was...,1994,6 puntos con 2 menciones
Hackers,1995,6 puntos con 1 menciones
Julien Donkey-Boy,1999,6 puntos con 1 menciones
Kabhi Haan Kabhi Naa,1994,6 puntos con 1 menciones
Maborosi,1995,6 puntos con 1 menciones
Madadayo,1993,6 puntos con 1 menciones
Neon Genesis Evangelion,1995,6 puntos con 1 menciones
Palms,1994,6 puntos con 1 menciones
Passage Through: A Ritual,1990,6 puntos con 1 menciones
Rodrigo D. No Future,1990,6 puntos con 1 menciones
The Prince of Homburg,1997,6 puntos con 1 menciones
To Be or Not to Be,1998,6 puntos con 1 menciones
Trasparenze,1998,6 puntos con 1 menciones
What's Wrong With The World,1996,6 puntos con 1 menciones
A Moment of Romance,1990,5 puntos con 3 menciones
Dangerous Game,1993,5 puntos con 3 menciones
Man on the Moon,1999,5 puntos con 3 menciones
Aprile,1998,5 puntos con 2 menciones
Bitter Moon,1992,5 puntos con 2 menciones
Cape Fear,1991,5 puntos con 2 menciones
Center Stage,1991,5 puntos con 2 menciones
Dances with Wolves,1990,5 puntos con 2 menciones
Election,1999,5 puntos con 2 menciones
"Faraway, So Close!",1993,5 puntos con 2 menciones
Fearless,1993,5 puntos con 2 menciones
Glaze of Cathexis,1990,5 puntos con 2 menciones
Glengarry Glen Ross,1992,5 puntos con 2 menciones
Goshogaoka,1998,5 puntos con 2 menciones
Haru,1996,5 puntos con 2 menciones
Kids,1995,5 puntos con 2 menciones
"Lock, Stock and Two Smoking Barrels",1998,5 puntos con 2 menciones
Love at First Sight,1991,5 puntos con 2 menciones
Léolo,1992,5 puntos con 2 menciones
Matinee,1993,5 puntos con 2 menciones
Rendezvous in Paris,1995,5 puntos con 2 menciones
Study of a River,1997,5 puntos con 2 menciones
The Act in Question,1993,5 puntos con 2 menciones
The Baby of Mâcon,1993,5 puntos con 2 menciones
The Dark Side of the Heart,1992,5 puntos con 2 menciones
The Hot Spot,1990,5 puntos con 2 menciones
The House,1997,5 puntos con 2 menciones
The Hudsucker Proxy,1994,5 puntos con 2 menciones
The Juniper Tree,1990,5 puntos con 2 menciones
The Lovers,1994,5 puntos con 2 menciones
The Old Man in the Cottage,1996,5 puntos con 2 menciones
The Thing Called Love,1993,5 puntos con 2 menciones
True Crime,1999,5 puntos con 2 menciones
"""Now I Am Yours""",1993,5 puntos con 1 menciones
American Buffalo,1996,5 puntos con 1 menciones
Angela,1995,5 puntos con 1 menciones
Archangel,1990,5 puntos con 1 menciones
Away with Words,1999,5 puntos con 1 menciones
Balto,1995,5 puntos con 1 menciones
Beautiful Thing,1996,5 puntos con 1 menciones
Blue Diary,1998,5 puntos con 1 menciones
Central Park,1990,5 puntos con 1 menciones
Cowboy Bebop,1998,5 puntos con 1 menciones
Cézanne: Conversation with Joachim Gasquet,1990,5 puntos con 1 menciones
Danzón,1991,5 puntos con 1 menciones
Dolores Claiborne,1995,5 puntos con 1 menciones
Ek Ghar,1991,5 puntos con 1 menciones
Frankenhooker,1990,5 puntos con 1 menciones
From Moscow to Pietushki,1990,5 puntos con 1 menciones
"Gatica, the Monkey",1993,5 puntos con 1 menciones
I Stand Alone,1998,5 puntos con 1 menciones
Labios de Churrasco,1994,5 puntos con 1 menciones
Lawn Dogs,1997,5 puntos con 1 menciones
Love at Large,1990,5 puntos con 1 menciones
Martin (Hache),1997,5 puntos con 1 menciones
Philadelphia,1993,5 puntos con 1 menciones
Picnic,1996,5 puntos con 1 menciones
Private Lives,1991,5 puntos con 1 menciones
Rapid Fire,1996,5 puntos con 1 menciones
Reprise,1996,5 puntos con 1 menciones
Scream 2,1997,5 puntos con 1 menciones
"Simon, the Magician",1999,5 puntos con 1 menciones
Swallowtail Butterfly,1996,5 puntos con 1 menciones
The Hours: A Square Film,1995,5 puntos con 1 menciones
The Limey,1999,5 puntos con 1 menciones
The Talented Mr. Ripley,1999,5 puntos con 1 menciones
The Thief and the Cobbler,1993,5 puntos con 1 menciones
Tribulation 99: Alien Anomalies Under America,1991,5 puntos con 1 menciones
Truly Madly Deeply,1990,5 puntos con 1 menciones
A Scene at the Sea,1991,4 puntos con 3 menciones
Same Old Song,1997,4 puntos con 3 menciones
Sleepy Hollow,1999,4 puntos con 3 menciones
"Take Care of Your Scarf, Tatjana",1994,4 puntos con 3 menciones
The Blade,1995,4 puntos con 3 menciones
The Day of the Beast,1995,4 puntos con 3 menciones
Buccaneer Soul,1993,4 puntos con 2 menciones
Children of Heaven,1997,4 puntos con 2 menciones
Cold Water,1994,4 puntos con 2 menciones
Kika,1993,4 puntos con 2 menciones
License to Live,1998,4 puntos con 2 menciones
Life Is Beautiful,1997,4 puntos con 2 menciones
Like Grains of Sand,1995,4 puntos con 2 menciones
Patlabor 2: The Movie,1993,4 puntos con 2 menciones
Saving Private Ryan,1998,4 puntos con 2 menciones
Sense and Sensibility,1995,4 puntos con 2 menciones
The Convent,1995,4 puntos con 2 menciones
The Hunchback of Notre Dame,1996,4 puntos con 2 menciones
The Last Angel of History,1996,4 puntos con 2 menciones
The Sweet Hereafter,1997,4 puntos con 2 menciones
To Sleep with Anger,1990,4 puntos con 2 menciones
Total Recall,1990,4 puntos con 2 menciones
Affliction,1997,4 puntos con 1 menciones
Anjaam,1994,4 puntos con 1 menciones
Ballet,1995,4 puntos con 1 menciones
Beyond the Clouds,1995,4 puntos con 1 menciones
Birth of a Nation,1997,4 puntos con 1 menciones
Body Snatchers,1993,4 puntos con 1 menciones
Bombay,1995,4 puntos con 1 menciones
Burnt by the Sun,1994,4 puntos con 1 menciones
Clockers,1995,4 puntos con 1 menciones
Cows,1992,4 puntos con 1 menciones
Cruel Intentions,1999,4 puntos con 1 menciones
Devotio Moderna,1993,4 puntos con 1 menciones
Dilwale Dulhania Le Jayenge,1995,4 puntos con 1 menciones
Dogfight,1991,4 puntos con 1 menciones
Earth,1996,4 puntos con 1 menciones
Echoed Silence,1998,4 puntos con 1 menciones
Fiorucci Made Me Hardcore,1999,4 puntos con 1 menciones
From Today Until Tomorrow,1997,4 puntos con 1 menciones
Full Alert,1997,4 puntos con 1 menciones
Herzsprung,1992,4 puntos con 1 menciones
Histoire(s) du Cinéma 4b: The Signs Among Us,1998,4 puntos con 1 menciones
Honeymoon,1998,4 puntos con 1 menciones
Human Resources,1999,4 puntos con 1 menciones
Kuch Kuch Hota Hai,1998,4 puntos con 1 menciones
Like Water for Chocolate,1992,4 puntos con 1 menciones
Mandrake,1997,4 puntos con 1 menciones
Misery,1990,4 puntos con 1 menciones
Moonlight Serenade,1997,4 puntos con 1 menciones
My Best Fiend,1999,4 puntos con 1 menciones
Pain of Love,1992,4 puntos con 1 menciones
Perfect Love,1996,4 puntos con 1 menciones
Persian Series #2,1999,4 puntos con 1 menciones
Private Confessions,1996,4 puntos con 1 menciones
Ram Jaane,1995,4 puntos con 1 menciones
Serial Experiments Lain,1998,4 puntos con 1 menciones
Smoking / No Smoking,1993,4 puntos con 1 menciones
Stalingrad,1993,4 puntos con 1 menciones
The Daytrippers,1996,4 puntos con 1 menciones
The Dream of a Ridiculous Man,1992,4 puntos con 1 menciones
The God Crippled With One Leg,1994,4 puntos con 1 menciones
The Golden Boat,1990,4 puntos con 1 menciones
The Hairdresser's Husband,1990,4 puntos con 1 menciones
The Prince of Egypt,1998,4 puntos con 1 menciones
The Puppetmaster,1993,4 puntos con 1 menciones
The Red Squirrel,1993,4 puntos con 1 menciones
The Spinning Wheel of Time,1996,4 puntos con 1 menciones
The Wrong Trousers,1993,4 puntos con 1 menciones
Three Haiku Videos,1994,4 puntos con 1 menciones
Trauma,1993,4 puntos con 1 menciones
Travelers,1992,4 puntos con 1 menciones
Uncovered,1994,4 puntos con 1 menciones
Vessel,1992,4 puntos con 1 menciones
Zone,1995,4 puntos con 1 menciones
The Mangler,1995,3 puntos con 3 menciones
A Fish in the Bathtub,1998,3 puntos con 2 menciones
A Night in Nude,1993,3 puntos con 2 menciones
Amelia Lópes O'Neill,1991,3 puntos con 2 menciones
As Bodas de Deus,1999,3 puntos con 2 menciones
Clerks,1994,3 puntos con 2 menciones
Cube,1997,3 puntos con 2 menciones
Damage,1992,3 puntos con 2 menciones
Deconstructing Harry,1997,3 puntos con 2 menciones
Escape from L.A.,1996,3 puntos con 2 menciones
Much Ado About Nothing,1993,3 puntos con 2 menciones
Nenette and Boni,1996,3 puntos con 2 menciones
Open Your Eyes,1997,3 puntos con 2 menciones
Ratcatcher,1999,3 puntos con 2 menciones
Shall We Dance?,1996,3 puntos con 2 menciones
Small Soldiers,1998,3 puntos con 2 menciones
Sonatine,1993,3 puntos con 2 menciones
"South Park: Bigger, Longer & Uncut",1999,3 puntos con 2 menciones
"Sweet Emma, Dear Böbe",1992,3 puntos con 2 menciones
The Comfort of Strangers,1990,3 puntos con 2 menciones
The Second Civil War,1997,3 puntos con 2 menciones
A Bronx Tale,1993,3 puntos con 1 menciones
A Simple Plan,1998,3 puntos con 1 menciones
Absolute Power,1997,3 puntos con 1 menciones
Agujetas Cantaor,1999,3 puntos con 1 menciones
Aimée & Jaguar,1999,3 puntos con 1 menciones
Aladdin,1992,3 puntos con 1 menciones
And the Little Prince Said,1992,3 puntos con 1 menciones
Babe,1995,3 puntos con 1 menciones
Back Room,1999,3 puntos con 1 menciones
Beauty and the Beast,1991,3 puntos con 1 menciones
Bounce Ko Gals,1997,3 puntos con 1 menciones
Cemetery Man,1994,3 puntos con 1 menciones
Dark City,1998,3 puntos con 1 menciones
Death Becomes Her,1992,3 puntos con 1 menciones
Freeway,1996,3 puntos con 1 menciones
Gamera 3: Revenge of Iris,1999,3 puntos con 1 menciones
Germinal,1993,3 puntos con 1 menciones
Good Will Hunting,1997,3 puntos con 1 menciones
