Title,Year,Review
The Hedge Theater,2002,4 puntos con 1 menciones
The Kreutzer Sonata,2008,4 puntos con 1 menciones
The Power of Nightmares,2004,4 puntos con 1 menciones
The Terminal,2004,4 puntos con 1 menciones
The Twilight Samurai,2002,4 puntos con 1 menciones
Training Day,2001,4 puntos con 1 menciones
Tres dies amb la família,2009,4 puntos con 1 menciones
Triangle,2007,4 puntos con 1 menciones
Turtles Can Fly,2004,4 puntos con 1 menciones
Wonderful Town,2007,4 puntos con 1 menciones
XXY,2007,4 puntos con 1 menciones
Your Fingertips,2007,4 puntos con 1 menciones
Birdsong,2008,3 puntos con 2 menciones
Brother,2000,3 puntos con 2 menciones
Click,2006,3 puntos con 2 menciones
Down There,2006,3 puntos con 2 menciones
Enemy at the Gates,2001,3 puntos con 2 menciones
Il Mare,2000,3 puntos con 2 menciones
Jennifer's Body,2009,3 puntos con 2 menciones
"La peur, petit chasseur",2004,3 puntos con 2 menciones
Lovesong,2001,3 puntos con 2 menciones
My Mother's Smile,2002,3 puntos con 2 menciones
Nightfall in Shanghai,2007,3 puntos con 2 menciones
Pan's Labyrinth,2006,3 puntos con 2 menciones
Persepolis,2007,3 puntos con 2 menciones
Saving Face,2004,3 puntos con 2 menciones
Seven Invisible Men,2005,3 puntos con 2 menciones
Souvenirs de Madrid,2008,3 puntos con 2 menciones
Swing Girls,2004,3 puntos con 2 menciones
Symbol,2009,3 puntos con 2 menciones
The Chorus,2004,3 puntos con 2 menciones
The Cove,2009,3 puntos con 2 menciones
The Diving Bell and the Butterfly,2007,3 puntos con 2 menciones
The Sun and the Moon,2008,3 puntos con 2 menciones
Yella,2007,3 puntos con 2 menciones
21 Grams,2003,3 puntos con 1 menciones
24 Hour Party People,2002,3 puntos con 1 menciones
A Gentle Breeze in the Village,2007,3 puntos con 1 menciones
A Lake,2008,3 puntos con 1 menciones
A Short Film About the Indio Nacional,2005,3 puntos con 1 menciones
Atlantis: The Lost Empire,2001,3 puntos con 1 menciones
Balnearios,2002,3 puntos con 1 menciones
Black Hawk Down,2001,3 puntos con 1 menciones
Blue Gate Crossing,2002,3 puntos con 1 menciones
Building Under Ground,2008,3 puntos con 1 menciones
Butterfly in Winter,2006,3 puntos con 1 menciones
Café Noir,2009,3 puntos con 1 menciones
Capitalism: Child Labor,2007,3 puntos con 1 menciones
Cassandra's Dream,2007,3 puntos con 1 menciones
Compline,2009,3 puntos con 1 menciones
Cremaster 3,2002,3 puntos con 1 menciones
Detrás del Mar,2005,3 puntos con 1 menciones
Duck Season,2004,3 puntos con 1 menciones
El Movimiento,2003,3 puntos con 1 menciones
Esther Kahn,2000,3 puntos con 1 menciones
Eye / Machine I,2001,3 puntos con 1 menciones
Father and Son,2003,3 puntos con 1 menciones
Fever Pitch,2005,3 puntos con 1 menciones
For One More Hour With You,2002,3 puntos con 1 menciones
Foster Child,2007,3 puntos con 1 menciones
"Godzilla, Mothra and King Ghidorah: Giant Monsters All-Out Attack",2001,3 puntos con 1 menciones
Hadewijch,2009,3 puntos con 1 menciones
House of 1000 Corpses,2003,3 puntos con 1 menciones
Intimate Affairs,2001,3 puntos con 1 menciones
James,2008,3 puntos con 1 menciones
Juno,2007,3 puntos con 1 menciones
Kill Bill: The Whole Bloody Affair,2006,3 puntos con 1 menciones
Land of the Dead,2005,3 puntos con 1 menciones
Little Miss Sunshine,2006,3 puntos con 1 menciones
Los,2001,3 puntos con 1 menciones
Lux Taal,2009,3 puntos con 1 menciones
Maillart's Bridges,2001,3 puntos con 1 menciones
Manifeste,2002,3 puntos con 1 menciones
My Grandpa,2003,3 puntos con 1 menciones
No Man's Land,2001,3 puntos con 1 menciones
O Fantasma,2000,3 puntos con 1 menciones
Orozco the Embalmer,2001,3 puntos con 1 menciones
Para Julia,2004,3 puntos con 1 menciones
Paradise Now,2005,3 puntos con 1 menciones
"Peep ""TV"" Show",2004,3 puntos con 1 menciones
Pellet,2000,3 puntos con 1 menciones
Persian Series #9,2000,3 puntos con 1 menciones
Phantoms of Nabua,2009,3 puntos con 1 menciones
Playing the Victim,2006,3 puntos con 1 menciones
Ramblers,2003,3 puntos con 1 menciones
Romance & Cigarettes,2005,3 puntos con 1 menciones
Scream 3,2000,3 puntos con 1 menciones
Shall We Dance?,2004,3 puntos con 1 menciones
Shortbus,2006,3 puntos con 1 menciones
Snow White,2000,3 puntos con 1 menciones
"Sobibor, October 14, 1943, 4 p.m.",2001,3 puntos con 1 menciones
Story of My Life Told by My Photographs,2002,3 puntos con 1 menciones
The 40 Year Old Virgin,2005,3 puntos con 1 menciones
The Aura,2005,3 puntos con 1 menciones
The Black Dahlia,2006,3 puntos con 1 menciones
The Blonds,2003,3 puntos con 1 menciones
The Box,2009,3 puntos con 1 menciones
The Curse of the Jade Scorpion,2001,3 puntos con 1 menciones
The Custodian,2006,3 puntos con 1 menciones
The Devil's Rejects,2005,3 puntos con 1 menciones
The Fall,2006,3 puntos con 1 menciones
The Fast and the Furious,2001,3 puntos con 1 menciones
The Fast and the Furious: Tokyo Drift,2006,3 puntos con 1 menciones
The Grey Zone,2001,3 puntos con 1 menciones
The Passion of the Christ,2004,3 puntos con 1 menciones
The Revolution Will Not Be Televised,2003,3 puntos con 1 menciones
The Sea Inside,2004,3 puntos con 1 menciones
The Secret of Kells,2009,3 puntos con 1 menciones
The Shore That Falls,2008,3 puntos con 1 menciones
The White Meadows,2009,3 puntos con 1 menciones
To the Happy Few,2003,3 puntos con 1 menciones
Up,2009,3 puntos con 1 menciones
What Goes Up....,2003,3 puntos con 1 menciones
"What The Water Said, Nos. 4-6",2007,3 puntos con 1 menciones
Who's Camus Anyway?,2005,3 puntos con 1 menciones
Working Slowly (Radio Alice),2004,3 puntos con 1 menciones
"Y decirte alguna estupidez, por ejemplo, te quiero",2000,3 puntos con 1 menciones
Yes? Oui? Ja?,2003,3 puntos con 1 menciones
24 City,2008,2 puntos con 2 menciones
All the Ships at Sea,2004,2 puntos con 2 menciones
Babel,2006,2 puntos con 2 menciones
Belle Toujours,2006,2 puntos con 2 menciones
Bend It Like Beckham,2002,2 puntos con 2 menciones
Bright Future,2002,2 puntos con 2 menciones
Buddha Collapsed Out of Shame,2007,2 puntos con 2 menciones
I Am Love,2009,2 puntos con 2 menciones
La vida mancha,2003,2 puntos con 2 menciones
The Circle,2000,2 puntos con 2 menciones
The Isle,2000,2 puntos con 2 menciones
Zatoichi,2003,2 puntos con 2 menciones
Zoolander,2001,2 puntos con 2 menciones
'R Xmas,2001,2 puntos con 1 menciones
50 First Dates,2004,2 puntos con 1 menciones
A Long Walk,2006,2 puntos con 1 menciones
A Way,2005,2 puntos con 1 menciones
Aching Hearts,2009,2 puntos con 1 menciones
Ainsi soit-il,2000,2 puntos con 1 menciones
All Is Forgiven,2007,2 puntos con 1 menciones
Altar,2002,2 puntos con 1 menciones
Annie Lloyd,2008,2 puntos con 1 menciones
Autohystoria,2007,2 puntos con 1 menciones
Avalon,2001,2 puntos con 1 menciones
Barking Dogs Never Bite,2000,2 puntos con 1 menciones
Black Sun,2005,2 puntos con 1 menciones
Breaking News,2004,2 puntos con 1 menciones
Brief Crossing,2001,2 puntos con 1 menciones
Changeling,2008,2 puntos con 1 menciones
Code Unknown,2000,2 puntos con 1 menciones
Confessions of a Shopaholic,2009,2 puntos con 1 menciones
"Crack, Brutal, Grief",2000,2 puntos con 1 menciones
Crime and Punishment,2007,2 puntos con 1 menciones
Drag Me to Hell,2009,2 puntos con 1 menciones
Encounters at the End of the World,2007,2 puntos con 1 menciones
Everlasting Moments,2008,2 puntos con 1 menciones
Fantasma,2006,2 puntos con 1 menciones
Forever,2006,2 puntos con 1 menciones
Funny People,2009,2 puntos con 1 menciones
Gangs of New York,2002,2 puntos con 1 menciones
Gone Baby Gone,2007,2 puntos con 1 menciones
Good Morning,2007,2 puntos con 1 menciones
Gurren Lagann,2007,2 puntos con 1 menciones
High Fidelity,2000,2 puntos con 1 menciones
Hot Fuzz,2007,2 puntos con 1 menciones
Hush!,2003,2 puntos con 1 menciones
I've Loved You So Long,2008,2 puntos con 1 menciones
Import/Export,2007,2 puntos con 1 menciones
In the Bedroom,2001,2 puntos con 1 menciones
India,2005,2 puntos con 1 menciones
Indiana Jones and the Kingdom of the Crystal Skull,2008,2 puntos con 1 menciones
Instructions for a Light and Sound Machine,2005,2 puntos con 1 menciones
"Interview with my mother, Natalia Akerman",2007,2 puntos con 1 menciones
JCVD,2008,2 puntos con 1 menciones
Khadak,2006,2 puntos con 1 menciones
Lake Mungo,2008,2 puntos con 1 menciones
Last Days in a Lonely Place,2007,2 puntos con 1 menciones
Liverpool,2008,2 puntos con 1 menciones
Looking for Eric,2009,2 puntos con 1 menciones
Man's Gentle Love,2002,2 puntos con 1 menciones
Manderlay,2005,2 puntos con 1 menciones
Me and You and Everyone We Know,2005,2 puntos con 1 menciones
Metropolis,2001,2 puntos con 1 menciones
Moon,2009,2 puntos con 1 menciones
Mr. and Mrs. Iyer,2002,2 puntos con 1 menciones
Mónica del Raval,2009,2 puntos con 1 menciones
No Direction Home: Bob Dylan,2005,2 puntos con 1 menciones
No One's Ark,2003,2 puntos con 1 menciones
One Nite in Mongkok,2004,2 puntos con 1 menciones
Panels for the Walls of Heaven,2002,2 puntos con 1 menciones
Paraguayan Hammock,2006,2 puntos con 1 menciones
Polytechnique,2009,2 puntos con 1 menciones
Recess: School's Out,2001,2 puntos con 1 menciones
Redacted,2007,2 puntos con 1 menciones
Road Signs,2000,2 puntos con 1 menciones
Scary Movie,2000,2 puntos con 1 menciones
Secretary,2002,2 puntos con 1 menciones
Serenity,2005,2 puntos con 1 menciones
Session 9,2001,2 puntos con 1 menciones
Shrek,2001,2 puntos con 1 menciones
Small Time Crooks,2000,2 puntos con 1 menciones
"Soraida, a Woman of Palestine",2004,2 puntos con 1 menciones
Spoken Word,2009,2 puntos con 1 menciones
Suicide Club,2001,2 puntos con 1 menciones
Surf's Up,2007,2 puntos con 1 menciones
Take My Eyes,2003,2 puntos con 1 menciones
Teza,2008,2 puntos con 1 menciones
The Barbarian Invasions,2003,2 puntos con 1 menciones
The Beginning: Making Episode I,2001,2 puntos con 1 menciones
The Bourne Identity,2002,2 puntos con 1 menciones
The Class,2007,2 puntos con 1 menciones
The Imaginarium of Doctor Parnassus,2009,2 puntos con 1 menciones
The Lake House,2006,2 puntos con 1 menciones
The Motorcycle Diaries,2004,2 puntos con 1 menciones
The Mourning Forest,2007,2 puntos con 1 menciones
The Scenic Route,2008,2 puntos con 1 menciones
The Silence Before Bach,2007,2 puntos con 1 menciones
The Son,2002,2 puntos con 1 menciones
The Station Agent,2003,2 puntos con 1 menciones
The Temptation of St. Tony,2009,2 puntos con 1 menciones
The Wave,2008,2 puntos con 1 menciones
Time Out,2001,2 puntos con 1 menciones
Timecrimes,2007,2 puntos con 1 menciones
Toolbox Murders,2004,2 puntos con 1 menciones
Treasure Planet,2002,2 puntos con 1 menciones
Tuning the Instruments,2000,2 puntos con 1 menciones
United Red Army,2007,2 puntos con 1 menciones
Vampire,2008,2 puntos con 1 menciones
Wasp,2003,2 puntos con 1 menciones
Water Lilies,2007,2 puntos con 1 menciones
West Side Avenue,2001,2 puntos con 1 menciones
Whispers and Moans,2007,2 puntos con 1 menciones
Wild Grass,2009,2 puntos con 1 menciones
Windows on Monday,2006,2 puntos con 1 menciones
You're the One,2000,2 puntos con 1 menciones
[REC],2007,2 puntos con 1 menciones
20 Nights and a Rainy Day,2006,1 puntos con 1 menciones
A Horse Is Not a Metaphor,2009,1 puntos con 1 menciones
A Prairie Home Companion,2006,1 puntos con 1 menciones
A Red Bear,2002,1 puntos con 1 menciones
A Tender Place,2001,1 puntos con 1 menciones
About Schmidt,2002,1 puntos con 1 menciones
Almost Famous,2000,1 puntos con 1 menciones
Amer,2009,1 puntos con 1 menciones
American Gangster,2007,1 puntos con 1 menciones
Anger,2008,1 puntos con 1 menciones
Bad Lieutenant: Port of Call – New Orleans,2009,1 puntos con 1 menciones
Battlestar Galactica,2003,1 puntos con 1 menciones
Blush,2005,1 puntos con 1 menciones
Bouquets 11-20,2009,1 puntos con 1 menciones
Bug,2006,1 puntos con 1 menciones
Burn After Reading,2008,1 puntos con 1 menciones
Casino Royale,2006,1 puntos con 1 menciones
Chic Point: Fashion for Israeli Checkpoints,2003,1 puntos con 1 menciones
Chicago,2002,1 puntos con 1 menciones
Chinese Series,2003,1 puntos con 1 menciones
Chunhyang,2000,1 puntos con 1 menciones
Common Ground,2002,1 puntos con 1 menciones
Daniel & Ana,2009,1 puntos con 1 menciones
Das Jesus Video,2002,1 puntos con 1 menciones
Dawn of the Dead,2004,1 puntos con 1 menciones
Day of the Wacko,2002,1 puntos con 1 menciones
Days of Santiago,2004,1 puntos con 1 menciones
Divided We Fall,2000,1 puntos con 1 menciones
Electric Dragon 80.000 V,2001,1 puntos con 1 menciones
Farce Sensationelle!,2004,1 puntos con 1 menciones
Fengming: A Chinese Memoir,2007,1 puntos con 1 menciones
Fido,2006,1 puntos con 1 menciones
Final Destination,2000,1 puntos con 1 menciones
Fuck Cinema,2004,1 puntos con 1 menciones
Garden State,2004,1 puntos con 1 menciones
Going South,2009,1 puntos con 1 menciones
Good Life Delivery,2004,1 puntos con 1 menciones
Head-On,2004,1 puntos con 1 menciones
High School Musical 2,2007,1 puntos con 1 menciones
Hiroshima,2009,1 puntos con 1 menciones
Hush!,2001,1 puntos con 1 menciones
I'll Be Watching You,2007,1 puntos con 1 menciones
In Comparison,2009,1 puntos con 1 menciones
It Felt Like a Kiss,2009,1 puntos con 1 menciones
Japanese Story,2003,1 puntos con 1 menciones
Jean-Jacques,2005,1 puntos con 1 menciones
Jerichow,2008,1 puntos con 1 menciones
Jesus Christ Vampire Hunter,2001,1 puntos con 1 menciones
Kamome Diner,2006,1 puntos con 1 menciones
Killing Mad Dogs,2001,1 puntos con 1 menciones
Kingdom of Heaven,2005,1 puntos con 1 menciones
La France,2007,1 puntos con 1 menciones
Legally Blonde,2001,1 puntos con 1 menciones
Life Is a Miracle,2004,1 puntos con 1 menciones
Light Is Calling,2004,1 puntos con 1 menciones
Little Otik,2000,1 puntos con 1 menciones
Map of the Sounds of Tokyo,2009,1 puntos con 1 menciones
Missing,2008,1 puntos con 1 menciones
Moolaadé,2004,1 puntos con 1 menciones
Mundane History,2009,1 puntos con 1 menciones
Niàgara,2008,1 puntos con 1 menciones
Nuan,2003,1 puntos con 1 menciones
One Million Yen Girl,2008,1 puntos con 1 menciones
Open Range,2003,1 puntos con 1 menciones
Our Daily Bread,2005,1 puntos con 1 menciones
Paper Landscape,2009,1 puntos con 1 menciones
Pierre and Sonny Jim,2001,1 puntos con 1 menciones
Porto of My Childhood,2001,1 puntos con 1 menciones
Princess Raccoon,2005,1 puntos con 1 menciones
Remembrance of Things to Come,2001,1 puntos con 1 menciones
Resident Evil,2002,1 puntos con 1 menciones
Resurrection of the Little Match Girl,2002,1 puntos con 1 menciones
Revolutionary Road,2008,1 puntos con 1 menciones
Rollerball,2002,1 puntos con 1 menciones
Running Scared,2006,1 puntos con 1 menciones
Salvador Allende,2004,1 puntos con 1 menciones
Saw III,2006,1 puntos con 1 menciones
Shall We Kiss?,2007,1 puntos con 1 menciones
Sicko,2007,1 puntos con 1 menciones
Soccer Days,2003,1 puntos con 1 menciones
Some Photos in the City of Sylvia,2007,1 puntos con 1 menciones
Spy Kids,2001,1 puntos con 1 menciones
Starless Night,2006,1 puntos con 1 menciones
Starting Out in the Evening,2007,1 puntos con 1 menciones
Tekkonkinkreet,2006,1 puntos con 1 menciones
Terror's Advocate,2007,1 puntos con 1 menciones
That Day,2003,1 puntos con 1 menciones
The Animal,2001,1 puntos con 1 menciones
The Aviator,2004,1 puntos con 1 menciones
The Beach,2000,1 puntos con 1 menciones
The Cake Eaters,2007,1 puntos con 1 menciones
The Days Between,2001,1 puntos con 1 menciones
The Descent,2005,1 puntos con 1 menciones
The Devil Wears Prada,2006,1 puntos con 1 menciones
The Honor of Injuries,2007,1 puntos con 1 menciones
The Hurt Locker,2008,1 puntos con 1 menciones
The Man from Earth,2007,1 puntos con 1 menciones
The Mist,2007,1 puntos con 1 menciones
The Others,2001,1 puntos con 1 menciones
The Private Lives of Pippa Lee,2009,1 puntos con 1 menciones
The Road,2001,1 puntos con 1 menciones
The Romance of Astrea and Celadon,2007,1 puntos con 1 menciones
The Room of Chromatic Mystery,2006,1 puntos con 1 menciones
The State I Am In,2000,1 puntos con 1 menciones
The Vanishing Lion,2003,1 puntos con 1 menciones
The Weather Man,2005,1 puntos con 1 menciones
Thirteen,2003,1 puntos con 1 menciones
Tideland,2005,1 puntos con 1 menciones
Tokyo Trash Baby,2000,1 puntos con 1 menciones
Traffic,2000,1 puntos con 1 menciones
Train Man,2005,1 puntos con 1 menciones
Tropic Thunder,2008,1 puntos con 1 menciones
Tuya's Marriage,2006,1 puntos con 1 menciones
Unfaithful,2002,1 puntos con 1 menciones
Valimo,2007,1 puntos con 1 menciones
Vanity,2004,1 puntos con 1 menciones
Veinte años no es nada,2004,1 puntos con 1 menciones
Water for Maya,2000,1 puntos con 1 menciones
White Material,2009,1 puntos con 1 menciones
With a Friend Like Harry...,2000,1 puntos con 1 menciones
"Ya viene, aguanta, riégueme, mátame",2009,1 puntos con 1 menciones
Youth Without Youth,2007,1 puntos con 1 menciones
Zoom,2007,1 puntos con 1 menciones
