Title,Year,url_peli,tmdb_type,tmdb_id
Bouquets 1-10,1995.0,/film/bouquets-1-10/,movie,246804
Chronicle of a Disappearance,1996.0,/film/chronicle-of-a-disappearance/,movie,49104
Dil Se..,1998.0,/film/dil-se/,movie,21210
End,1992.0,/film/end-1992/,movie,200148
Kamen Rider ZO,1993.0,/film/kamen-rider-zo/,movie,187922
Monkeys Like Becky,1999.0,/film/monkeys-like-becky/,movie,32548
Nitrate Kisses,1992.0,/film/nitrate-kisses/,movie,162680
Noises Off...,1992.0,/film/noises-off/,movie,26670
Not One Less,1999.0,/film/not-one-less/,movie,36210
Pom Poko,1994.0,/film/pom-poko/,movie,15283
Ruby in Paradise,1993.0,/film/ruby-in-paradise/,movie,47889
The Living End,1992.0,/film/the-living-end/,movie,33247
What Happened Was...,1994.0,/film/what-happened-was/,movie,83718
Hackers,1995.0,/film/hackers/,movie,10428
Julien Donkey-Boy,1999.0,/film/julien-donkey-boy/,movie,42881
Kabhi Haan Kabhi Naa,1994.0,/film/kabhi-haan-kabhi-naa/,movie,15419
Maborosi,1995.0,/film/maborosi/,movie,18872
Madadayo,1993.0,/film/madadayo/,movie,13889
Neon Genesis Evangelion,1995.0,/film/neon-genesis-evangelion/,tv,890
Palms,1994.0,/film/palms/,movie,118557
Passage Through: A Ritual,1990.0,/film/passage-through-a-ritual/,movie,445082
Rodrigo D. No Future,1990.0,/film/rodrigo-d-no-future/,movie,177579
The Prince of Homburg,1997.0,/film/the-prince-of-homburg/,movie,125355
To Be or Not to Be,1998.0,/film/to-be-or-not-to-be-1998/,movie,305385
Trasparenze,1998.0,/film/trasparenze/,movie,361514
What's Wrong With The World,1996.0,/film/whats-wrong-with-the-world/,movie,386004
A Moment of Romance,1990.0,/film/a-moment-of-romance/,movie,81128
Dangerous Game,1993.0,/film/dangerous-game/,movie,49299
Man on the Moon,1999.0,/film/man-on-the-moon/,movie,1850
Aprile,1998.0,/film/aprile/,movie,32117
Bitter Moon,1992.0,/film/bitter-moon/,movie,10497
Cape Fear,1991.0,/film/cape-fear-1991/,movie,1598
Center Stage,1991.0,/film/center-stage-1991/,movie,68004
Dances with Wolves,1990.0,/film/dances-with-wolves/,movie,581
Election,1999.0,/film/election/,movie,9451
"Faraway, So Close!",1993.0,/film/faraway-so-close/,movie,10434
Fearless,1993.0,/film/fearless/,movie,10443
Glaze of Cathexis,1990.0,/film/glaze-of-cathexis/,movie,104407
Glengarry Glen Ross,1992.0,/film/glengarry-glen-ross/,movie,9504
Goshogaoka,1998.0,/film/goshogaoka/,movie,122356
Haru,1996.0,/film/haru/,movie,261560
Kids,1995.0,/film/kids/,movie,9344
"Lock, Stock and Two Smoking Barrels",1998.0,/film/lock-stock-and-two-smoking-barrels/,movie,100
Love at First Sight,1991.0,/film/love-at-first-sight-1991/,movie,196956
Léolo,1992.0,/film/leolo/,movie,11139
Matinee,1993.0,/film/matinee/,movie,25389
Rendezvous in Paris,1995.0,/film/rendezvous-in-paris-1995/,movie,77056
Study of a River,1997.0,/film/study-of-a-river/,movie,148936
The Act in Question,1993.0,/film/the-act-in-question/,movie,288151
The Baby of Mâcon,1993.0,/film/the-baby-of-macon/,movie,5051
The Dark Side of the Heart,1992.0,/film/the-dark-side-of-the-heart/,movie,74938
The Hot Spot,1990.0,/film/the-hot-spot/,movie,14864
The House,1997.0,/film/the-house/,movie,32712
The Hudsucker Proxy,1994.0,/film/the-hudsucker-proxy/,movie,11934
The Juniper Tree,1990.0,/film/the-juniper-tree/,movie,29460
The Lovers,1994.0,/film/the-lovers-1994/,movie,70916
The Old Man in the Cottage,1996.0,/film/the-old-man-in-the-cottage/,movie,153124
The Thing Called Love,1993.0,/film/the-thing-called-love/,movie,27804
True Crime,1999.0,/film/true-crime-1999/,movie,10354
"""Now I Am Yours""",1993.0,/film/now-i-am-yours/,movie,511757
American Buffalo,1996.0,/film/american-buffalo/,movie,31546
Angela,1995.0,/film/angela/,movie,32622
Archangel,1990.0,/film/archangel-1990/,movie,85559
Away with Words,1999.0,/film/away-with-words/,movie,24403
Balto,1995.0,/film/balto/,movie,21032
Beautiful Thing,1996.0,/film/beautiful-thing/,movie,10938
Blue Diary,1998.0,/film/blue-diary/,movie,405918
Central Park,1990.0,/film/central-park-1990/,movie,71809
Cowboy Bebop,1998.0,/film/cowboy-bebop/,tv,30991
Cézanne: Conversation with Joachim Gasquet,1990.0,/film/cezanne-conversation-with-joachim-gasquet/,movie,208402
Danzón,1991.0,/film/danzon/,movie,114090
Dolores Claiborne,1995.0,/film/dolores-claiborne/,movie,11929
Ek Ghar,1991.0,/film/ek-ghar/,movie,212049
Frankenhooker,1990.0,/film/frankenhooker/,movie,27274
From Moscow to Pietushki,1990.0,/film/from-moscow-to-pietushki/,movie,282157
"Gatica, the Monkey",1993.0,/film/gatica-the-monkey/,movie,37061
I Stand Alone,1998.0,/film/i-stand-alone/,movie,1567
Labios de Churrasco,1994.0,/film/labios-de-churrasco/,movie,251884
Lawn Dogs,1997.0,/film/lawn-dogs/,movie,35796
Love at Large,1990.0,/film/love-at-large/,movie,32035
Martin (Hache),1997.0,/film/martin-hache/,movie,43429
Philadelphia,1993.0,/film/philadelphia/,movie,9800
Picnic,1996.0,/film/picnic-1996/,movie,40886
Private Lives,1991.0,/film/private-lives-1991/,movie,719961
Rapid Fire,1996.0,/film/rapid-fire-1996/,movie,826378
Reprise,1996.0,/film/reprise-1996/,movie,320300
Scream 2,1997.0,/film/scream-2/,movie,4233
"Simon, the Magician",1999.0,/film/simon-the-magician/,movie,114885
Swallowtail Butterfly,1996.0,/film/swallowtail-butterfly/,movie,8426
The Hours: A Square Film,1995.0,/film/the-hours-a-square-film/,movie,422121
The Limey,1999.0,/film/the-limey/,movie,10388
The Talented Mr. Ripley,1999.0,/film/the-talented-mr-ripley/,movie,1213
The Thief and the Cobbler,1993.0,/film/the-thief-and-the-cobbler/,movie,26672
Tribulation 99: Alien Anomalies Under America,1991.0,/film/tribulation-99-alien-anomalies-under-america/,movie,19459
Truly Madly Deeply,1990.0,/film/truly-madly-deeply/,movie,18317
A Scene at the Sea,1991.0,/film/a-scene-at-the-sea/,movie,23606
Same Old Song,1997.0,/film/same-old-song/,movie,2817
Sleepy Hollow,1999.0,/film/sleepy-hollow/,movie,2668
"Take Care of Your Scarf, Tatjana",1994.0,/film/take-care-of-your-scarf-tatjana/,movie,58416
The Blade,1995.0,/film/the-blade/,movie,42845
The Day of the Beast,1995.0,/film/the-day-of-the-beast/,movie,10722
Buccaneer Soul,1993.0,/film/buccaneer-soul/,movie,183023
Children of Heaven,1997.0,/film/children-of-heaven/,movie,21334
Cold Water,1994.0,/film/cold-water/,movie,64901
Kika,1993.0,/film/kika/,movie,8223
License to Live,1998.0,/film/license-to-live/,movie,48341
Life Is Beautiful,1997.0,/film/life-is-beautiful/,movie,637
Like Grains of Sand,1995.0,/film/like-grains-of-sand/,movie,26896
Patlabor 2: The Movie,1993.0,/film/patlabor-2-the-movie/,movie,14572
Saving Private Ryan,1998.0,/film/saving-private-ryan/,movie,857
Sense and Sensibility,1995.0,/film/sense-and-sensibility/,movie,4584
The Convent,1995.0,/film/the-convent-1995/,movie,124614
The Hunchback of Notre Dame,1996.0,/film/the-hunchback-of-notre-dame-1996/,movie,10545
The Last Angel of History,1996.0,/film/the-last-angel-of-history/,movie,257015
The Sweet Hereafter,1997.0,/film/the-sweet-hereafter/,movie,10217
To Sleep with Anger,1990.0,/film/to-sleep-with-anger/,movie,94725
Total Recall,1990.0,/film/total-recall/,movie,861
Affliction,1997.0,/film/affliction/,movie,31662
Anjaam,1994.0,/film/anjaam/,movie,114436
Ballet,1995.0,/film/ballet/,movie,290168
Beyond the Clouds,1995.0,/film/beyond-the-clouds/,movie,33517
Birth of a Nation,1997.0,/film/birth-of-a-nation-1997/,movie,295120
Body Snatchers,1993.0,/film/body-snatchers/,movie,4722
Bombay,1995.0,/film/bombay/,movie,26247
Burnt by the Sun,1994.0,/film/burnt-by-the-sun/,movie,50797
Clockers,1995.0,/film/clockers/,movie,20649
Cows,1992.0,/film/cows/,movie,2441
Cruel Intentions,1999.0,/film/cruel-intentions/,movie,796
Devotio Moderna,1993.0,/film/devotio-moderna/,movie,500309
Dilwale Dulhania Le Jayenge,1995.0,/film/dilwale-dulhania-le-jayenge/,movie,19404
Dogfight,1991.0,/film/dogfight/,movie,14667
Earth,1996.0,/film/earth-1996/,movie,2460
Echoed Silence,1998.0,/film/echoed-silence/,movie,945246
Fiorucci Made Me Hardcore,1999.0,/film/fiorucci-made-me-hardcore/,movie,221288
From Today Until Tomorrow,1997.0,/film/from-today-until-tomorrow/,movie,125035
Full Alert,1997.0,/film/full-alert/,movie,42842
Herzsprung,1992.0,/film/herzsprung/,movie,350700
Histoire(s) du Cinéma 4b: The Signs Among Us,1998.0,/film/histoires-du-cinema-4b-the-signs-among-us/,movie,116403
Honeymoon,1998.0,/film/honeymoon-1998/,movie,122943
Human Resources,1999.0,/film/human-resources/,movie,46831
Kuch Kuch Hota Hai,1998.0,/film/kuch-kuch-hota-hai/,movie,11854
Like Water for Chocolate,1992.0,/film/like-water-for-chocolate/,movie,18183
Mandrake,1997.0,/film/mandrake-1997/,movie,41914
Misery,1990.0,/film/misery/,movie,1700
Moonlight Serenade,1997.0,/film/moonlight-serenade-1997/,movie,218508
My Best Fiend,1999.0,/film/my-best-fiend/,movie,8672
Pain of Love,1992.0,/film/pain-of-love/,movie,60469
Perfect Love,1996.0,/film/perfect-love/,movie,64584
Persian Series #2,1999.0,/film/persian-series-2/,movie,385624
Private Confessions,1996.0,/film/private-confessions/,movie,62352
Ram Jaane,1995.0,/film/ram-jaane/,movie,160242
Serial Experiments Lain,1998.0,/film/serial-experiments-lain/,tv,1087
Smoking / No Smoking,1993.0,/film/smoking-no-smoking/,movie,61560
Stalingrad,1993.0,/film/stalingrad/,movie,11101
The Daytrippers,1996.0,/film/the-daytrippers/,movie,49806
The Dream of a Ridiculous Man,1992.0,/film/the-dream-of-a-ridiculous-man/,movie,119855
The God Crippled With One Leg,1994.0,/film/the-god-crippled-with-one-leg/,movie,537009
The Golden Boat,1990.0,/film/the-golden-boat/,movie,123762
The Hairdresser's Husband,1990.0,/film/the-hairdressers-husband/,movie,11796
The Prince of Egypt,1998.0,/film/the-prince-of-egypt/,movie,9837
The Puppetmaster,1993.0,/film/the-puppetmaster/,movie,96712
The Red Squirrel,1993.0,/film/the-red-squirrel/,movie,2444
The Spinning Wheel of Time,1996.0,/film/the-spinning-wheel-of-time/,movie,333652
The Wrong Trousers,1993.0,/film/the-wrong-trousers/,movie,531
Three Haiku Videos,1994.0,/film/three-haiku-videos/,movie,284835
Trauma,1993.0,/film/trauma-1993/,movie,44435
Travelers,1992.0,/film/travelers-1992/,movie,263207
Uncovered,1994.0,/film/uncovered/,movie,18591
Vessel,1992.0,/film/vessel-1992/,movie,273226
Zone,1995.0,/film/zone/,movie,269580
The Mangler,1995.0,/film/the-mangler/,movie,13559
A Fish in the Bathtub,1998.0,/film/a-fish-in-the-bathtub/,movie,104146
A Night in Nude,1993.0,/film/a-night-in-nude/,movie,105125
Amelia Lópes O'Neill,1991.0,/film/amelia-lopes-oneill/,movie,127634
As Bodas de Deus,1999.0,/film/as-bodas-de-deus/,movie,101342
Clerks,1994.0,/film/clerks/,movie,2292
Cube,1997.0,/film/cube/,movie,431
Damage,1992.0,/film/damage/,movie,11012
Deconstructing Harry,1997.0,/film/deconstructing-harry/,movie,2639
Escape from L.A.,1996.0,/film/escape-from-la/,movie,10061
Much Ado About Nothing,1993.0,/film/much-ado-about-nothing/,movie,11971
Nenette and Boni,1996.0,/film/nenette-and-boni/,movie,99002
Open Your Eyes,1997.0,/film/open-your-eyes/,movie,1902
Ratcatcher,1999.0,/film/ratcatcher/,movie,29698
Shall We Dance?,1996.0,/film/shall-we-dance-1996/,movie,11239
Small Soldiers,1998.0,/film/small-soldiers/,movie,11551
Sonatine,1993.0,/film/sonatine/,movie,7500
"South Park: Bigger, Longer & Uncut",1999.0,/film/south-park-bigger-longer-uncut/,movie,9473
"Sweet Emma, Dear Böbe",1992.0,/film/sweet-emma-dear-bobe/,movie,41194
The Comfort of Strangers,1990.0,/film/the-comfort-of-strangers/,movie,41925
The Second Civil War,1997.0,/film/the-second-civil-war/,movie,45046
A Bronx Tale,1993.0,/film/a-bronx-tale/,movie,1607
A Simple Plan,1998.0,/film/a-simple-plan/,movie,10223
Absolute Power,1997.0,/film/absolute-power/,movie,66
Agujetas Cantaor,1999.0,/film/agujetas-cantaor/,movie,569099
Aimée & Jaguar,1999.0,/film/aimee-jaguar/,movie,2211
Aladdin,1992.0,/film/aladdin/,movie,812
And the Little Prince Said,1992.0,/film/and-the-little-prince-said/,movie,195274
Babe,1995.0,/film/babe/,movie,9598
Back Room,1999.0,/film/back-room/,movie,49127
Beauty and the Beast,1991.0,/film/beauty-and-the-beast-1991/,movie,10020
Bounce Ko Gals,1997.0,/film/bounce-ko-gals/,movie,27228
Cemetery Man,1994.0,/film/cemetery-man/,movie,21588
Dark City,1998.0,/film/dark-city-1998/,movie,2666
Death Becomes Her,1992.0,/film/death-becomes-her/,movie,9374
Freeway,1996.0,/film/freeway/,movie,11229
Gamera 3: Revenge of Iris,1999.0,/film/gamera-3-revenge-of-iris/,movie,60159
Germinal,1993.0,/film/germinal/,movie,51980
Good Will Hunting,1997.0,/film/good-will-hunting/,movie,489
Hamsun,1996.0,/film/hamsun/,movie,79118
"Historias Breves 0: Vértigos, o contemplación de algo que cae",1993.0,/film/historias-breves-0-vertigos-o-contemplacion-de-algo-que-cae/,movie,720300
Idiot,1991.0,/film/idiot-1/,tv,104237
In Mexico,1990.0,/film/in-mexico/,movie,617824
In the Heat of the Sun,1994.0,/film/in-the-heat-of-the-sun/,movie,161285
Ladybird Ladybird,1994.0,/film/ladybird-ladybird/,movie,49980
Land and Freedom,1995.0,/film/land-and-freedom/,movie,38884
Little Dieter Needs to Fly,1997.0,/film/little-dieter-needs-to-fly/,movie,57976
Lost and Found,1996.0,/film/lost-and-found-1996/,movie,118202
Lucky Star,1997.0,/film/lucky-star/,movie,97295
Man of the Story,1995.0,/film/man-of-the-story/,movie,126969
March Comes In Like a Lion,1991.0,/film/march-comes-in-like-a-lion/,movie,185725
Memories,1995.0,/film/memories/,movie,42994
Memory Screen,1991.0,/film/memory-screen/,movie,487542
Metal and Melancholy,1994.0,/film/metal-and-melancholy/,movie,216095
Moon Warriors,1992.0,/film/moon-warriors/,movie,50936
Mulan,1998.0,/film/mulan/,movie,10674
My Crasy Life,1992.0,/film/my-crasy-life/,movie,84674
New Nightmare,1994.0,/film/new-nightmare/,movie,11596
No Sex Last Night,1996.0,/film/no-sex-last-night/,movie,44302
Nowhere to Hide,1999.0,/film/nowhere-to-hide/,movie,25660
Ode,1999.0,/film/ode/,movie,178382
Passage à l'Acte,1993.0,/film/passage-a-lacte/,movie,93480
Pokémon: The First Movie,1998.0,/film/pokemon-the-first-movie/,movie,10228
Police Story 3: Super Cop,1992.0,/film/police-story-3-super-cop/,movie,11134
Polite Madness,1996.0,/film/polite-madness/,movie,547821
Powder,1995.0,/film/powder/,movie,12665
Prospero's Books,1991.0,/film/prosperos-books/,movie,5048
Pump Up the Volume,1990.0,/film/pump-up-the-volume/,movie,8428
Reseeding Air,1996.0,/film/reseeding-air/,movie,961973
Rocky V,1990.0,/film/rocky-v/,movie,1375
Run Lola Run,1998.0,/film/run-lola-run/,movie,104
Selena Live! The Last Concert,1995.0,/film/selena-live-the-last-concert/,movie,251799
Serial Mom,1994.0,/film/serial-mom/,movie,11592
Star Trek VI: The Undiscovered Country,1991.0,/film/star-trek-vi-the-undiscovered-country/,movie,174
SubUrbia,1996.0,/film/suburbia-1996/,movie,28059
Sue,1997.0,/film/sue/,movie,49813
Sun of the Sleepless,1992.0,/film/sun-of-the-sleepless/,movie,150100
Swan Lake: The Zone,1990.0,/film/swan-lake-the-zone/,movie,254313
Terzen,1998.0,/film/terzen/,movie,601090
The Annihilation of Fish,1999.0,/film/the-annihilation-of-fish/,movie,49796
The Cement Garden,1993.0,/film/the-cement-garden/,movie,14832
The Crow,1994.0,/film/the-crow/,movie,9495
The Devil Never Sleeps,1994.0,/film/the-devil-never-sleeps/,movie,262201
The Field,1990.0,/film/the-field/,movie,31651
The Fisher King,1991.0,/film/the-fisher-king/,movie,177
The Funeral,1996.0,/film/the-funeral-1996/,movie,21612
The House of the Spirits,1993.0,/film/the-house-of-the-spirits/,movie,2259
The Portrait of a Lady,1996.0,/film/the-portrait-of-a-lady/,movie,36758
The Power of Kangwon Province,1998.0,/film/the-power-of-kangwon-province/,movie,86266
The Skinny Alejandra,1994.0,/film/the-skinny-alejandra/,movie,422776
The Smell of Burning Ants,1994.0,/film/the-smell-of-burning-ants/,movie,249994
The Stoas,1997.0,/film/the-stoas/,movie,423744
Three Colours: White,1994.0,/film/three-colours-white/,movie,109
"To Wong Foo, Thanks for Everything! Julie Newmar",1995.0,/film/to-wong-foo-thanks-for-everything-julie-newmar/,movie,9090
Twister,1996.0,/film/twister/,movie,664
Until The End Of The Night,1995.0,/film/until-the-end-of-the-night/,movie,434207
Vanya on 42nd Street,1994.0,/film/vanya-on-42nd-street/,movie,32636
"Visit, or Memories and Confessions",1993.0,/film/visit-or-memories-and-confessions/,movie,338636
Walking and Talking,1996.0,/film/walking-and-talking/,movie,49963
Young Werther,1993.0,/film/young-werther/,movie,66825
beating,1994.0,/film/beating/,movie,473989
midst,1997.0,/film/midst/,movie,473990
Anastasia,1997.0,/film/anastasia-1997/,movie,9444
Baraka,1992.0,/film/baraka/,movie,14002
Bullet Ballet,1998.0,/film/bullet-ballet/,movie,25951
Calendar,1993.0,/film/calendar/,movie,83599
Conspirators of Pleasure,1996.0,/film/conspirators-of-pleasure/,movie,59892
Fight Club,1999.0,/film/fight-club/,movie,550
Introduction to the End of an Argument,1990.0,/film/introduction-to-the-end-of-an-argument/,movie,253689
Lothringen!,1994.0,/film/lothringen/,movie,129367
The Apostle,1997.0,/film/the-apostle/,movie,2895
The Fifth Element,1997.0,/film/the-fifth-element/,movie,18
The Little Girl Who Sold the Sun,1999.0,/film/the-little-girl-who-sold-the-sun/,movie,108850
The Muppet Christmas Carol,1992.0,/film/the-muppet-christmas-carol/,movie,10437
A Tale of Love,1995.0,/film/a-tale-of-love/,movie,341358
Artaud and the Tarahumaras,1996.0,/film/artaud-and-the-tarahumaras/,movie,436837
Bag of Rice,1997.0,/film/bag-of-rice/,movie,160434
Batman Returns,1992.0,/film/batman-returns/,movie,364
Blood Ties,1991.0,/film/blood-ties-1991/,movie,89337
Blue Moon,1997.0,/film/blue-moon-1997/,movie,355407
Blue Value,1996.0,/film/blue-value/,movie,474093
Brincando el Charco: Portrait of a Puerto Rican,1994.0,/film/brincando-el-charco-portrait-of-a-puerto-rican/,movie,420230
Bullet in the Head,1990.0,/film/bullet-in-the-head/,movie,11909
Caught,1996.0,/film/caught-1996/,movie,47260
Class Trip,1998.0,/film/class-trip-1998/,movie,46817
Cop Land,1997.0,/film/cop-land/,movie,2142
Cry-Baby,1990.0,/film/cry-baby/,movie,9768
Dance of Dust,1998.0,/film/dance-of-dust/,movie,433687
Day of Despair,1992.0,/film/day-of-despair/,movie,257896
Drancy Future,1997.0,/film/drancy-future/,movie,477268
Dying at a Hospital,1993.0,/film/dying-at-a-hospital/,movie,204534
El techo del mundo,1995.0,/film/el-techo-del-mundo/,movie,427984
Elle,1996.0,/film/elle-1996/,movie,362789
Endless Waltz,1995.0,/film/endless-waltz/,movie,317661
Falling Down,1993.0,/film/falling-down/,movie,37094
"Freeze, Die, Come to Life",1990.0,/film/freeze-die-come-to-life/,movie,41948
Friends,1993.0,/film/friends-1993/,movie,196924
Gemini,1999.0,/film/gemini/,movie,27276
"Girl, Interrupted",1999.0,/film/girl-interrupted/,movie,3558
Go Fish,1994.0,/film/go-fish/,movie,18620
"Good Men, Good Women",1995.0,/film/good-men-good-women/,movie,99600
Hardwood Process,1996.0,/film/hardwood-process/,movie,323302
Hinterland,1998.0,/film/hinterland-1998/,movie,110216
Howards End,1992.0,/film/howards-end/,movie,8293
I've Heard the Ammonite Murmur,1992.0,/film/ive-heard-the-ammonite-murmur/,movie,392170
In the Presence of a Clown,1997.0,/film/in-the-presence-of-a-clown/,movie,47723
Jacob's Ladder,1990.0,/film/jacobs-ladder/,movie,2291
Kadhalan,1994.0,/film/kadhalan/,movie,59265
Life,1994.0,/film/life-1994/,movie,200144
Looking for an Angel,1999.0,/film/looking-for-an-angel/,movie,429756
Lovers: A True Story,1991.0,/film/lovers-a-true-story/,movie,41782
Love’s Debris,1996.0,/film/loves-debris/,movie,264078
MURDER and murder,1996.0,/film/murder-and-murder/,movie,407992
Matilda,1996.0,/film/matilda/,movie,10830
"Minbo, or the Gentle Art of Japanese Extortion",1992.0,/film/minbo-or-the-gentle-art-of-japanese-extortion/,movie,110283
Mutant Action,1993.0,/film/mutant-action/,movie,25466
Our Film,1993.0,/film/our-film-1993/,movie,327156
Pictures,1996.0,/film/pictures-1996/,movie,104611
Places in Cities,1998.0,/film/places-in-cities/,movie,110380
Postcards from the Edge,1990.0,/film/postcards-from-the-edge/,movie,22414
"Pretty Village, Pretty Flame",1996.0,/film/pretty-village-pretty-flame/,movie,29927
Prisoners of War,1995.0,/film/prisoners-of-war-1995/,movie,262005
Psycho,1998.0,/film/psycho-1998/,movie,11252
Quick Change,1990.0,/film/quick-change/,movie,10729
Railroad Man,1999.0,/film/railroad-man/,movie,68837
Riki-Oh: The Story of Ricky,1991.0,/film/riki-oh-the-story-of-ricky/,movie,17467
Robinson Crusoe Island,1999.0,/film/robinson-crusoe-island/,movie,132153
Roujin Z,1991.0,/film/roujin-z/,movie,35648
Récréations,1993.0,/film/recreations/,movie,383867
Savage Nights,1992.0,/film/savage-nights/,movie,41878
Sepio,1996.0,/film/sepio/,movie,273882
Silverlake Life: The View from Here,1993.0,/film/silverlake-life-the-view-from-here/,movie,133436
Singapore Sling,1990.0,/film/singapore-sling/,movie,1560
Spider,1992.0,/film/spider-1992/,movie,171204
Stellar,1993.0,/film/stellar/,movie,126208
Sun on the Horizon,1996.0,/film/sun-on-the-horizon/,movie,162435
Sundial,1992.0,/film/sundial/,movie,289726
Tender Fictions,1995.0,/film/tender-fictions/,movie,223501
That Thing You Do!,1996.0,/film/that-thing-you-do/,movie,9591
The Beach,1992.0,/film/the-beach-1992/,movie,228587
The Black Angel,1994.0,/film/the-black-angel/,movie,120554
The Color of Paradise,1999.0,/film/the-color-of-paradise/,movie,17078
The Confined,1993.0,/film/the-confined/,movie,29775
The Crucible,1996.0,/film/the-crucible/,movie,20539
The Last Dance,1993.0,/film/the-last-dance/,movie,83205
The Life of Jesus,1997.0,/film/the-life-of-jesus/,movie,27067
The Little Gangster,1990.0,/film/the-little-gangster/,movie,162827
The Malady of Death,1994.0,/film/the-malady-of-death-1994/,movie,1040907
The Miracle of P. Tinto,1998.0,/film/the-miracle-of-p-tinto/,movie,30145
The Mirror,1997.0,/film/the-mirror/,movie,40882
The Parent Trap,1998.0,/film/the-parent-trap-1998/,movie,9820
The Pear Tree,1998.0,/film/the-pear-tree/,movie,165911
The Quiet Family,1998.0,/film/the-quiet-family/,movie,74336
The Story of Qiu Ju,1992.0,/film/the-story-of-qiu-ju/,movie,38143
The Stranger,1991.0,/film/the-stranger-1991/,movie,41781
Titus,1999.0,/film/titus/,movie,12524
Tsugumi,1990.0,/film/tsugumi/,movie,243912
Twilight,1990.0,/film/twilight-1990/,movie,110379
Twin Dragons,1992.0,/film/twin-dragons/,movie,18764
"What The Water Said, Nos. 1-3",1998.0,/film/what-the-water-said-nos-1-3/,movie,364109
What's Eating Gilbert Grape,1993.0,/film/whats-eating-gilbert-grape/,movie,1587
Wild Reeds,1994.0,/film/wild-reeds/,movie,26933
Wittgenstein,1993.0,/film/wittgenstein/,movie,58937
Yggdrasill: Whose Roots Are Stars in the Human Mind,1997.0,/film/yggdrasill-whose-roots-are-stars-in-the-human-mind/,movie,164609
A Body in the Woods,1996.0,/film/a-body-in-the-woods/,movie,175371
A Woman's Tale,1991.0,/film/a-womans-tale/,movie,91207
Accelerated Under-Development: In the Idiom of Santiago Alvarez,1999.0,/film/accelerated-under-development-in-the-idiom-of-santiago-alvarez/,movie,127729
Albert Savarus,1993.0,/film/albert-savarus/,movie,463012
All You Can Eat,1993.0,/film/all-you-can-eat-1993/,movie,466425
Amateur,1994.0,/film/amateur/,movie,30157
American Movie,1999.0,/film/american-movie/,movie,14242
As Good as It Gets,1997.0,/film/as-good-as-it-gets/,movie,2898
"Ay, Carmela!",1990.0,/film/ay-carmela/,movie,41806
Basara: The Princess Goh,1992.0,/film/basara-the-princess-goh/,movie,244956
Batman: Mask of the Phantasm,1993.0,/film/batman-mask-of-the-phantasm/,movie,14919
Betty,1992.0,/film/betty/,movie,31303
Black Is… Black Ain’t,1994.0,/film/black-is-black-aint/,movie,77341
Boyz n the Hood,1991.0,/film/boyz-n-the-hood/,movie,650
Braindead,1992.0,/film/braindead-1992/,movie,763
"Brigands, Chapter VII",1996.0,/film/brigands-chapter-vii/,movie,48012
By the River Nowhere,1991.0,/film/by-the-river-nowhere/,movie,427234
Career Girls,1997.0,/film/career-girls/,movie,49462
Charisma,1999.0,/film/charisma/,movie,72490
Cosy Dens,1999.0,/film/cosy-dens/,movie,15387
Crayon Shin-chan: Pursuit of the Balls of Darkness,1997.0,/film/crayon-shin-chan-pursuit-of-the-balls-of-darkness/,movie,89458
Crocodile,1996.0,/film/crocodile/,movie,25652
Deep Crimson,1996.0,/film/deep-crimson/,movie,47007
Delicatessen,1991.0,/film/delicatessen/,movie,892
Dirty Work,1998.0,/film/dirty-work-1998/,movie,14577
Doctor Mack,1995.0,/film/doctor-mack/,movie,45470
Dumb and Dumber,1994.0,/film/dumb-and-dumber/,movie,8467
Dust of Angels,1992.0,/film/dust-of-angels/,movie,205464
Echoes from a Sombre Empire,1990.0,/film/echoes-from-a-sombre-empire/,movie,121842
Elementary Phrases,1994.0,/film/elementary-phrases/,movie,255260
Epiphany Sunday,1991.0,/film/epiphany-sunday/,movie,378473
Ever After,1998.0,/film/ever-after-1998/,movie,9454
Everyone Says I Love You,1996.0,/film/everyone-says-i-love-you/,movie,9716
Fantasia 2000,1999.0,/film/fantasia-2000/,movie,49948
Fear and Loathing in Las Vegas,1998.0,/film/fear-and-loathing-in-las-vegas/,movie,1878
Finding Christa,1991.0,/film/finding-christa/,movie,133437
Following,1998.0,/film/following/,movie,11660
Foreign Land,1995.0,/film/foreign-land/,movie,57811
Fresh,1994.0,/film/fresh/,movie,13815
Fried Green Tomatoes,1991.0,/film/fried-green-tomatoes/,movie,1633
Garden Pieces,1998.0,/film/garden-pieces/,movie,367332
Get Real,1998.0,/film/get-real/,movie,24584
Ghostwatch,1992.0,/film/ghostwatch/,movie,46633
Gilles Deleuze from A to Z,1996.0,/film/gilles-deleuze-from-a-to-z-1996/,tv,8589
Go,1999.0,/film/go/,movie,9430
Godzilla vs. Destoroyah,1995.0,/film/godzilla-vs-destoroyah/,movie,12561
Hamlet,1996.0,/film/hamlet-1996/,movie,10549
He Got Game,1998.0,/film/he-got-game/,movie,9469
Heaven Rises,1991.0,/film/heaven-rises/,movie,257028
Heavenly Creatures,1994.0,/film/heavenly-creatures/,movie,1024
Hercules,1997.0,/film/hercules-1997/,movie,11970
Homicide,1991.0,/film/homicide-1991/,movie,22828
House,1998.0,/film/house-1998/,movie,512435
Imprint,1997.0,/film/imprint-1997/,movie,668678
Inca de Oro,1996.0,/film/inca-de-oro/,movie,707921
Interview with the Vampire,1994.0,/film/interview-with-the-vampire/,movie,628
It,1990.0,/film/it-1990/,tv,19614
