Title,Year,url_peli,Review,tmdb_type,tmdb_id,nviews
Scenes of City Life,1935,/film/scenes-of-city-life-1935/,7,movie,193242,166
Sparrow,2008,/film/sparrow/,7,movie,7346,5357
The Sentimental Swordsman,1977,/film/the-sentimental-swordsman/,7,movie,149961,809
A Sun,2019,/film/a-sun/,6,movie,622951,30645
As Tears Go By,1988,/film/as-tears-go-by/,6,movie,24163,52354
Dwelling in the Fuchun Mountains,2019,/film/dwelling-in-the-fuchun-mountains/,6,movie,596881,3733
Father and Sons,2014,/film/father-and-sons-2014/,6,movie,298528,307
Ip Man,2008,/film/ip-man/,6,movie,14756,136001
Raging Fire,2021,/film/raging-fire/,6,movie,513692,8377
Buddha Mountain,2010,/film/buddha-mountain/,6,movie,63064,1189
Bumming in Beijing: The Last Dreamers,1990,/film/bumming-in-beijing-the-last-dreamers/,6,movie,139411,577
Duel to the Death,1983,/film/duel-to-the-death/,6,movie,50572,5534
Only the River Flows,2023,/film/only-the-river-flows/,6,movie,1115379,12453
The Boys from Fengkuei,1983,/film/the-boys-from-fengkuei/,6,movie,105703,6857
The Love Eterne,1963,/film/the-love-eterne/,6,movie,107248,1280
The Story of Qiu Ju,1992,/film/the-story-of-qiu-ju/,6,movie,38143,5666
Walker,2012,/film/walker-2012/,6,movie,142724,4606
15 Hours,2017,/film/15-hours-2017/,6,movie,461372,153
The Shadowless Tower,2023,/film/the-shadowless-tower/,5,movie,1075840,2281
Bullet in the Head,1990,/film/bullet-in-the-head/,5,movie,11909,16347
Drunken Master,1978,/film/drunken-master/,5,movie,11230,65489
Two Stage Sisters,1964,/film/two-stage-sisters/,5,movie,154633,915
A Better Tomorrow III: Love and Death in Saigon,1989,/film/a-better-tomorrow-iii-love-and-death-in-saigon/,5,movie,41244,4746
A Writer's Odyssey,2021,/film/a-writers-odyssey/,5,movie,611698,2627
Beijing Bicycle,2001,/film/beijing-bicycle/,5,movie,12659,3024
Blue Moon,1997,/film/blue-moon-1997/,5,movie,355407,548
Caught by the Tides,2024,/film/caught-by-the-tides/,5,movie,1136837,1867
Fengming: A Chinese Memoir,2007,/film/fengming-a-chinese-memoir/,5,movie,149100,676
Riki-Oh: The Story of Ricky,1991,/film/riki-oh-the-story-of-ricky/,5,movie,17467,35942
The 8 Diagram Pole Fighter,1984,/film/the-8-diagram-pole-fighter/,5,movie,32520,11336
The Heroic Trio,1993,/film/the-heroic-trio/,5,movie,43636,20160
Wrath of Silence,2017,/film/wrath-of-silence/,5,movie,473328,2120
Black Rain White Scars,2014,/film/black-rain-white-scars/,5,movie,396745,329
Dream Enclosure,2014,/film/dream-enclosure/,5,movie,429180,513
Fat Choi Spirit,2002,/film/fat-choi-spirit/,5,movie,60282,2665
Iron Monkey,1993,/film/iron-monkey/,5,movie,12780,13573
King of the Children,1987,/film/king-of-the-children/,5,movie,148597,769
Mulan: Rise of a Warrior,2009,/film/mulan-rise-of-a-warrior/,5,movie,32909,5453
Postmen in the Mountains,1999,/film/postmen-in-the-mountains/,5,movie,108954,1784
Romance of a Fruit Peddler,1922,/film/romance-of-a-fruit-peddler/,5,movie,175602,949
Summer Snow,1995,/film/summer-snow/,5,movie,72507,940
The Black Cannon Incident,1985,/film/the-black-cannon-incident/,5,movie,176643,679
The Days,1994,/film/the-days/,5,movie,49927,269
The Great Buddha+,2017,/film/the-great-buddha-2017/,5,movie,475149,5674
"The Pig, the Snake and the Pigeon",2023,/film/the-pig-the-snake-and-the-pigeon/,5,movie,1046090,8171
The Puppetmaster,1993,/film/the-puppetmaster/,5,movie,96712,4888
The Spring River Flows East,1947,/film/the-spring-river-flows-east/,5,movie,140260,373
Under the Hawthorn Tree,2010,/film/under-the-hawthorn-tree/,5,movie,50542,5339
Eat Drink Man Woman,1994,/film/eat-drink-man-woman/,4,movie,10451,39394
King of Comedy,1999,/film/king-of-comedy/,4,movie,53168,7920
Murmur of the Hearts,2015,/film/murmur-of-the-hearts/,4,movie,332116,839
Shower,1999,/film/shower-1999/,4,movie,1050,2125
A Simple Life,2011,/film/a-simple-life/,4,movie,91186,6492
Ashes of Time,1994,/film/ashes-of-time/,4,movie,40751,31256
Doctor Mack,1995,/film/doctor-mack/,4,movie,45470,786
Once Upon a Time in China,1991,/film/once-upon-a-time-in-china/,4,movie,10617,23387
School on Fire,1988,/film/school-on-fire/,4,movie,112929,2244
The River,1997,/film/the-river-1997/,4,movie,54291,12049
Visible Secret,2001,/film/visible-secret/,4,movie,45480,1470
A Chinese Torture Chamber Story,1994,/film/a-chinese-torture-chamber-story/,4,movie,32629,1173
Dream of the Red Mansions,1945,/film/dream-of-the-red-mansions/,4,movie,294069,49
"Good Men, Good Women",1995,/film/good-men-good-women/,4,movie,99600,2512
Happy Ghost III,1986,/film/happy-ghost-iii/,4,movie,69594,572
Happy Valley,2020,/film/happy-valley-2020/,4,movie,677813,579
Ice Poison,2014,/film/ice-poison/,4,movie,256306,414
Karamay,2010,/film/karamay/,4,movie,182655,256
Long Live the Mistress!,1947,/film/long-live-the-mistress/,4,movie,176631,244
Motorway,2012,/film/motorway/,4,movie,117506,2074
My Left Eye Sees Ghosts,2002,/film/my-left-eye-sees-ghosts/,4,movie,45397,2840
My Stinking Kid,2004,/film/my-stinking-kid/,4,movie,414098,126
SPL: Kill Zone,2005,/film/spl-kill-zone/,4,movie,13127,8746
Sheep Without a Shepherd,2019,/film/sheep-without-a-shepherd/,4,movie,652783,1437
The Canal,1971,/film/the-canal-1971/,4,movie,549328,2
The Dream of the Red Chamber,1977,/film/the-dream-of-the-red-chamber/,4,movie,66016,220
The Farewell,2019,/film/the-farewell-2019/,4,movie,565310,382442
The Last Emperor,1987,/film/the-last-emperor/,4,movie,746,98078
The Poet and Singer,2012,/film/the-poet-and-singer/,4,movie,452772,1947
The Private Eyes,1976,/film/the-private-eyes-1976/,4,movie,74100,1247
The Warlords,2007,/film/the-warlords/,4,movie,14392,5364
The White Storm,2013,/film/the-white-storm/,4,movie,233112,1581
Three Sisters,2012,/film/three-sisters/,4,movie,128230,2151
Transcript,2019,/film/transcript/,4,movie,622970,551
Unbeatable,2013,/film/unbeatable/,4,movie,213015,1097
Vengeance,2009,/film/vengeance/,4,movie,18899,7515
Wolf Totem,2015,/film/wolf-totem/,4,movie,309302,2881
Youth,2017,/film/youth-2017-1/,4,movie,457251,3501
Little Toys,1933,/film/little-toys/,3,movie,141906,343
24 City,2008,/film/24-city/,3,movie,29972,6966
Blush,1995,/film/blush-1995/,3,movie,124609,131
Cherie,1984,/film/cherie/,3,movie,44860,522
Coming Home,2014,/film/coming-home-2014/,3,movie,259943,5677
Crude Oil,2008,/film/crude-oil/,3,movie,265316,352
Flavors of Youth,2018,/film/flavors-of-youth/,3,movie,513347,43264
Full Contact,1992,/film/full-contact/,3,movie,27073,7100
Shadow,2018,/film/shadow-2018/,3,movie,463319,33514
Springtime in a Small Town,2002,/film/springtime-in-a-small-town/,3,movie,61485,870
The Breaking Ice,2023,/film/the-breaking-ice/,3,movie,923150,7406
The Deer's Bell,1982,/film/the-deers-bell/,3,movie,330479,198
The Legend of the Swordsman,1992,/film/the-legend-of-the-swordsman/,3,movie,18672,2995
11 Flowers,2011,/film/11-flowers/,3,movie,98232,659
Behemoth,2015,/film/behemoth-2015/,3,movie,352202,2891
Bitter Money,2016,/film/bitter-money/,3,movie,412366,922
Black Dog,2024,/film/black-dog-2024/,3,movie,1249423,2132
Blood Brothers,1973,/film/blood-brothers-1973/,3,movie,64363,1019
Bullets Over Summer,1999,/film/bullets-over-summer/,3,movie,68623,1233
Confucius,1940,/film/confucius-1940/,3,movie,257701,320
Dust of Angels,1992,/film/dust-of-angels/,3,movie,205464,1620
Eight Taels of Gold,1989,/film/eight-taels-of-gold/,3,movie,213163,559
Five Element Ninjas,1982,/film/five-element-ninjas/,3,movie,41378,7653
Five Fingers of Death,1972,/film/five-fingers-of-death/,3,movie,21964,10323
Getting Home,2007,/film/getting-home/,3,movie,36113,898
Golden Swallow,1968,/film/golden-swallow/,3,movie,32388,1914
Hero,1997,/film/hero-1997/,3,movie,32982,1630
Heroes of the East,1978,/film/heroes-of-the-east/,3,movie,40980,5021
I Am What I Am,2021,/film/i-am-what-i-am/,3,movie,839803,1362
In the Wild Mountains,1986,/film/in-the-wild-mountains/,3,movie,270009,70
Kung Pow: Enter the Fist,2002,/film/kung-pow-enter-the-fist/,3,movie,11891,61742
Man in Black,2023,/film/man-in-black/,3,movie,1109239,2024
Mary from Beijing,1992,/film/mary-from-beijing/,3,movie,255786,138
Moon Warriors,1992,/film/moon-warriors/,3,movie,50936,1256
On Happiness Road,2017,/film/on-happiness-road/,3,movie,490725,1816
On the Hunting Ground,1984,/film/on-the-hunting-ground/,3,movie,230314,43
Revenge: A Love Story,2010,/film/revenge-a-love-story/,3,movie,63415,869
Saturday Fiction,2019,/film/saturday-fiction/,3,movie,497834,3376
Shock Wave,2017,/film/shock-wave/,3,movie,441531,2895
SoulMate,2016,/film/soulmate-2016-1/,3,movie,417419,7009
The Dream of Red Mansions,1927,/film/the-dream-of-red-mansions/,3,movie,789114,3
The Eight Hundred,2020,/film/the-eight-hundred/,3,movie,508935,7628
"The Green, Green Grass of Home",1982,/film/the-green-green-grass-of-home/,3,movie,104171,2734
The Joy Luck Club,1993,/film/the-joy-luck-club/,3,movie,19931,25546
The Longest Summer,1998,/film/the-longest-summer/,3,movie,118211,1046
There's Only One Sun,2007,/film/theres-only-one-sun/,3,movie,145059,5218
Yanagawa,2021,/film/yanagawa-2021/,3,movie,661337,786
Young Detective Dee: Rise of the Sea Dragon,2013,/film/young-detective-dee-rise-of-the-sea-dragon/,3,movie,217923,4056
Full River Red,2023,/film/the-red-river/,2,movie,1066298,3813
Red Cliff,2008,/film/red-cliff/,2,movie,12289,22800
The Sadness,2021,/film/the-sadness-2021/,2,movie,776797,77753
20 30 40,2004,/film/20-30-40/,2,movie,76275,844
A Short Story,2022,/film/a-short-story-2022/,2,movie,944934,28284
Accident,2009,/film/accident/,2,movie,25474,4955
Angels Wear White,2017,/film/angels-wear-white/,2,movie,468208,3900
Ascension,2021,/film/ascension-2021/,2,movie,822138,12416
Bewitched,1981,/film/bewitched-1981/,2,movie,104599,1468
Blind Mountain,2007,/film/blind-mountain/,2,movie,51520,1576
Burning Paradise,1994,/film/burning-paradise/,2,movie,58457,2386
Crosscurrent,2016,/film/crosscurrent-2016/,2,movie,378696,1185
Dear Ex,2018,/film/dear-ex/,2,movie,524087,32926
Dumplings,2004,/film/dumplings/,2,movie,9060,20409
Durian Durian,2000,/film/durian-durian/,2,movie,81593,1093
"East Palace, West Palace",1996,/film/east-palace-west-palace/,2,movie,44322,2278
Full Moon Scimitar,1979,/film/full-moon-scimitar/,2,movie,64989,300
Full Moon in New York,1989,/film/full-moon-in-new-york/,2,movie,255976,1632
Hometown Searching,2021,/film/hometown-searching/,2,movie,845800,12
In Shanghai,2001,/film/in-shanghai/,2,movie,266781,466
Knock Off,1998,/film/knock-off/,2,movie,37498,11459
Letter from an Unknown Woman,2004,/film/letter-from-an-unknown-woman-2004/,2,movie,165954,347
Lost and Found,1996,/film/lost-and-found-1996/,2,movie,118202,3777
Love and Duty,1931,/film/love-and-duty/,2,movie,181717,260
Magnificent Warriors,1987,/film/magnificent-warriors/,2,movie,43637,5723
Moneyboys,2021,/film/moneyboys/,2,movie,676819,5107
Mountain Patrol,2004,/film/mountain-patrol/,2,movie,16074,1628
My Blueberry Nights,2007,/film/my-blueberry-nights/,2,movie,1989,57718
Needing You...,2000,/film/needing-you/,2,movie,45418,1714
O Cravo,2017,/film/o-cravo/,2,movie,681868,11
Once Upon a Time in China II,1992,/film/once-upon-a-time-in-china-ii/,2,movie,10618,10087
Parents' Hearts,1955,/film/parents-hearts/,2,movie,176640,33
Royal Warriors,1986,/film/royal-warriors/,2,movie,45450,8173
Signal 8,2019,/film/signal-8/,2,movie,624047,2197
The Eye,2002,/film/the-eye/,2,movie,10389,18436
The Fate of Lee Khan,1973,/film/the-fate-of-lee-khan/,2,movie,192871,3400
The Flowers of War,2011,/film/the-flowers-of-war/,2,movie,76758,19757
The Grandmaster,2013,/film/the-grandmaster/,2,movie,44865,45107
The King of Masks,1995,/film/the-king-of-masks/,2,movie,25471,1706
The Peacock King,1988,/film/the-peacock-king/,2,movie,80640,1375
The Seventh Curse,1986,/film/the-seventh-curse/,2,movie,39900,9094
The Swordsman of All Swordsmen,1968,/film/the-swordsman-of-all-swordsmen/,2,movie,369216,630
Together Apart,2019,/film/together-apart-2019/,2,movie,668251,120
Tricycle Thief,2014,/film/tricycle-thief/,2,movie,289036,15
Two Stars in the Milky Way,1931,/film/two-stars-in-the-milky-way/,2,movie,177320,63
Uniform,2003,/film/uniform/,2,movie,33329,504
Whispers and Moans,2007,/film/whispers-and-moans/,2,movie,75188,177
Will You Look at Me,2022,/film/will-you-look-at-me/,2,movie,965170,2757
Your Name Engraved Herein,2020,/film/your-name-engraved-herein/,2,movie,719410,65407
2H,1999,/film/2h/,1,movie,864965,40
A War Named Desire,2000,/film/a-war-named-desire/,1,movie,45410,170
Beast Stalker,2008,/film/beast-stalker/,1,movie,18060,1394
Beyond the Great Wall,1964,/film/beyond-the-great-wall/,1,movie,259172,90
Clan of the White Lotus,1980,/film/clan-of-the-white-lotus/,1,movie,41377,4759
Cliff Walkers,2021,/film/cliff-walkers/,1,movie,639557,4870
Come Drink with Me,1966,/film/come-drink-with-me/,1,movie,26259,14565
Cops and Robbers,1979,/film/cops-and-robbers-1979/,1,movie,212781,385
Crows and Sparrows,1949,/film/crows-and-sparrows/,1,movie,100914,520
Don't Go Breaking My Heart,2011,/film/dont-go-breaking-my-heart/,1,movie,67793,4239
Early Spring,1963,/film/early-spring-1963/,1,movie,176673,195
Empress Wu Zetian,1939,/film/empress-wu-zetian/,1,movie,221068,30
Ermo,1994,/film/ermo/,1,movie,124468,332
Expect the Unexpected,1998,/film/expect-the-unexpected/,1,movie,72897,1237
Fallen Arches,2018,/film/fallen-arches-2018/,1,movie,547609,252
Fatal Vacation,1990,/film/fatal-vacation/,1,movie,147755,297
Finale in Blood,1993,/film/finale-in-blood/,1,movie,297058,185
Geomancer,2017,/film/geomancer/,1,movie,499448,173
Girls Always Happy,2018,/film/girls-always-happy/,1,movie,500842,451
Happy Times,2000,/film/happy-times/,1,movie,45861,1675
Hold You Tight,1998,/film/hold-you-tight/,1,movie,138060,340
I Don't Think It Is Going to Rain,2019,/film/i-dont-think-it-is-going-to-rain/,1,movie,768427,46
Images of China,1904,/film/images-of-china/,1,movie,309819,102
In Love We Trust,2008,/film/in-love-we-trust/,1,movie,31205,351
Jinpa,2018,/film/jinpa/,1,movie,537875,1709
Keep Cool,1997,/film/keep-cool/,1,movie,37909,2097
Life of a Beijing Policeman,1950,/film/life-of-a-beijing-policeman/,1,movie,176228,204
Man on the Brink,1981,/film/man-on-the-brink/,1,movie,84369,455
"Mom, If I Were a Vampire",2022,/film/mom-if-i-were-a-vampire/,1,movie,987546,1021
My Memories of Old Beijing,1983,/film/my-memories-of-old-beijing/,1,movie,195237,601
No. 16 Barkhor South Street,1996,/film/no-16-barkhor-south-street/,1,movie,508913,29
Office,2015,/film/office-2015-1/,1,movie,343140,3177
Old Well,1986,/film/old-well/,1,movie,127200,250
Paths of the Soul,2015,/film/paths-of-the-soul/,1,movie,358908,1137
Postman,1995,/film/postman/,1,movie,237696,286
Project A,1983,/film/project-a/,1,movie,21519,21928
Recycled,2013,/film/recycled/,1,movie,300137,334
Rumble in the Bronx,1995,/film/rumble-in-the-bronx/,1,movie,33542,60580
Shanghai Dreams,2005,/film/shanghai-dreams/,1,movie,101908,649
Shanghai Triad,1995,/film/shanghai-triad/,1,movie,37557,4720
Sleep with Your Eyes Open,2024,/film/sleep-with-your-eyes-open/,1,movie,1234602,989
Struggling,1932,/film/struggling/,1,movie,476213,91
Summer Palace,2006,/film/summer-palace/,1,movie,17422,4414
Sunflower,2005,/film/sunflower/,1,movie,38019,199
Sweet Degeneration,1997,/film/sweet-degeneration/,1,movie,259064,53
Swordsman,1990,/film/swordsman/,1,movie,18860,2017
Ta'ang,2016,/film/taang/,1,movie,383098,780
